convoEntry	convoParent	convoType	action	data1	data2	convoFile	convoText	gatingObjvar	gatingObjvarCondition	gatingObjvarValue1	gatingObjvarValue2	gatingFaction	gatingFactionCondition	gatingFactionValue1	gatingFactionValue2	gatingObject	destroyGatingObject	gatingPvpFaction
s[required]	s	s[required]	s	s	i	s	s	s	s	i[0]	i[0]	s	s	f[0.0]	f[0.0]	s	i[0]	s
imperial_response		dialogStart				theme_park/alderaan/act2/rebel_missions	coordinator_imperial_response											Imperial
imperial_response2		dialogStart				theme_park/alderaan/act2/rebel_missions	coordinator_imperial_response					Rebel	<	0				
m3_finish		dialogStart				theme_park/alderaan/act2/rebel_missions	m3_finish	coa2.progress	>=	11		Rebel	>=	0				
m3_active		dialogStart				theme_park/alderaan/act2/rebel_missions	m3_active	coa2.progress	==	10		Rebel	>=	0				
m3_active_working	m3_active	response				theme_park/alderaan/act2/rebel_missions	m3_active_working											
m3_active_working		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m3_active_working_response											
m3_active_working		responseAction	end															
m3_active_abort	m3_active	response				theme_park/alderaan/act2/rebel_missions	m3_active_abort											
m3_active_abort		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m3_active_abort_response											
m3_active_abort		responseAction	setObjvar	coa2.progress	9													
m3_active_abort		responseAction	messageNpc	messageAbortMission	4													
m3_active_abort		responseAction	end															
m3_active_restart	m3_active	response				theme_park/alderaan/act2/rebel_missions	m3_active_restart											
m3_active_restart		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m3_active_restart_response											
m3_active_restart		responseAction	messageNpc	messageStartMission	4									
m3_active_restart		responseAction	end											
m3_begin		dialogStart				theme_park/alderaan/act2/rebel_missions	m3_begin	coa2.progress	==	9		Rebel	>=	0
m3_begin_yes	m3_begin	response				theme_park/alderaan/act2/rebel_missions	m3_begin_yes							
m3_begin_yes		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m3_begin_yes_response							
m3_begin_yes		responseAction	messageNpc	messageStartMission	4									
m3_begin_yes		responseAction	setObjvar	coa2.progress	10									
m3_begin_yes		responseAction	end											
m3_begin_no	m3_begin	response				theme_park/alderaan/act2/rebel_missions	m3_begin_no							
m3_begin_no		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m3_begin_no_response							
m3_begin_no		responseAction	end											
m2_finish		dialogStart				theme_park/alderaan/act2/rebel_missions	m2_finish	coa2.progress	==	8		Rebel	>=	0
m2_finish		dialogAction	setObjvar	coa2.progress	9									
m2_finish		dialogAction	rewardFaction	Rebel	50									
m2_finish_yes	m2_finish	response				theme_park/alderaan/act2/rebel_missions	m2_finish_yes							
m2_finish_yes		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_finish_yes_response							
m2_finish_yes		responseAction	messageNpc	messageStartMission	4									
m2_finish_yes		responseAction	setObjvar	coa2.progress	10									
m2_finish_yes		responseAction	end											
m2_finish_no	m2_finish	response				theme_park/alderaan/act2/rebel_missions	m2_finish_no							
m2_finish_no		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_finish_no_response							
m2_finish_no		responseAction	end											
m2_active		dialogStart				theme_park/alderaan/act2/rebel_missions	m2_active	coa2.progress	==	7		Rebel	>=	0
m2_active_working	m2_active	response				theme_park/alderaan/act2/rebel_missions	m2_active_working							
m2_active_working		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_active_working_response							
m2_active_working		responseAction	end											
m2_active_abort	m2_active	response				theme_park/alderaan/act2/rebel_missions	m2_active_abort							
m2_active_abort		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_active_abort_response							
m2_active_abort		responseAction	setObjvar	coa2.progress	6									
m2_active_abort		responseAction	messageNpc	messageAbortMission	3									
m2_active_abort		responseAction	end											
m2_active_restart	m2_active	response				theme_park/alderaan/act2/rebel_missions	m2_active_restart							
m2_active_restart		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_active_restart_response							
m2_active_restart		responseAction	messageNpc	messageStartMission	3									
m2_active_restart		responseAction	end											
m2_refused		dialogStart				theme_park/alderaan/act2/rebel_missions	m2_refused	coa2.progress	==	6		Rebel	>=	0
m2_refused_yes	m2_refused	response				theme_park/alderaan/act2/rebel_missions	m2_refused_yes							
m2_refused_yes		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_refused_yes_response							
m2_refused_yes		responseAction	messageNpc	messageStartMission	3									
m2_refused_yes		responseAction	setObjvar	coa2.progress	7									
m2_refused_yes		responseAction	end											
m2_refused_info1	m2_refused	response				theme_park/alderaan/act2/rebel_missions	m2_refused_info1							
m2_refused_info1		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_refused_info1_response							
m2_refused_info1		responseAction	remove	m2_refused_info1										
m2_refused_info2	m2_refused	response				theme_park/alderaan/act2/rebel_missions	m2_refused_info2							
m2_refused_info2		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_refused_info2_response							
m2_refused_info2		responseAction	remove	m2_refused_info2										
m2_refused_no	m2_refused	response				theme_park/alderaan/act2/rebel_missions	m2_refused_no							
m2_refused_no		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_refused_no_response							
m2_refused_no		responseAction	end											
m2_begin		dialogStart				theme_park/alderaan/act2/rebel_missions	m2_begin	coa2.progress	==	5		Rebel	>=	0
m2_begin_yes	m2_begin	response				theme_park/alderaan/act2/rebel_missions	m2_begin_yes							
m2_begin_yes		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_begin_yes_response							
m2_begin_yes		responseAction	messageNpc	messageStartMission	3									
m2_begin_yes		responseAction	setObjvar	coa2.progress	7									
m2_begin_yes		responseAction	end											
m2_begin_info1	m2_begin	response				theme_park/alderaan/act2/rebel_missions	m2_begin_info1							
m2_begin_info1		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_begin_info1_response							
m2_begin_info1		responseAction	remove	m2_begin_info1										
m2_begin_info2	m2_begin	response				theme_park/alderaan/act2/rebel_missions	m2_begin_info2							
m2_begin_info2		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_begin_info2_response							
m2_begin_info2		responseAction	remove	m2_begin_info2										
m2_begin_no	m2_begin	response				theme_park/alderaan/act2/rebel_missions	m2_begin_no							
m2_begin_no		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m2_begin_no_response							
m2_begin_no		responseAction	setObjvar	coa2.progress	6											
m2_begin_no		responseAction	end													
m2_begin_encoded		dialogStart				theme_park/alderaan/act2/rebel_missions	m2_begin_encoded	coa2.progress	==	4		Rebel	>=	0		
