name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
s	f	f	f	f	f	f[0.5]	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	s	f	f	f	f	f	f	f[1.0]	f	f	s	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	s	s	s	s	f	f	s	i
main	-2700	400	-400	1870	0.4		0.3	1	0.4	0.1		1	0.3	0.3	0.3	1	0.3	0.3		1	0.8	0.1	sound/amb_neb_desert_sands_lp.snd	0.3																									1
main_right	-2500	-200	2000	2120	0.4		0.3	1	0.4	0.1		1	0.3	0.3	0.3	1	0.3	0.3		1	0.8	0.1	sound/amb_neb_desert_sands_lp.snd	0.3																									1
main_right	-1700	120	2850	2541	0.4		0.3	1	0.4	0.1		1	0.3	0.3	0.3	1	0.3	0.3		1	0.8	0.1	sound/amb_neb_desert_sands_lp.snd	0.3																									1
far_orange	2300	-600	1200	1560	0.4		0.3	1	0.4	0.1		1	0.3	0.3	0.3	1	0.3	0.3		1	0.8	0.1	sound/amb_neb_desert_sands_lp.snd	0.3																									1
more_orange	3200	400	1600	1750	0.4		0.3	1	0.4	0.1		1	0.3	0.3	0.3	1	0.3	0.3		1	0.8	0.1	sound/amb_neb_desert_sands_lp.snd	0.3																									1
dathomir_nebula_1	-7552	-7424	-7568	3000	1	0.6	0.4	0	0	0	0.8	0	0	0	0.9	0	0	0	0.9	0	0	0	sound/amb_neb_desert_sands_lp.snd	0.3					0.2	3	200	350	appearance/pt_nebulae_white_02.ltn	0.1	0.7	0.5	0.5	0.4	0.8	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
dathomir_nebula_2	-3152	-608	-6640	3000	1	0.6	0.4	0	0	0	0.8	0	0	0	0.9	0	0	0	0.9	0	0	0	sound/amb_neb_desert_sands_lp.snd	0.3					0.2	3	200	350	appearance/pt_nebulae_white_02.ltn	0.1	0.7	0.5	0.5	0.4	0.8	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
dathomir_nebula_3	-5240	-3802	-7059	3000	1	0.6	0.4	0	0	0	0.8	0	0	0	0.9	0	0	0	0.9	0	0	0	sound/amb_neb_desert_sands_lp.snd	0.3					0.2	3	200	350	appearance/pt_nebulae_white_02.ltn	0.1	0.7	0.5	0.5	0.4	0.8	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
dathomir_nebula_4	-4152	-2132	-6833	3000	1	0.6	0.4	0	0	0	0.8	0	0	0	0.9	0	0	0	0.9	0	0	0	sound/amb_neb_desert_sands_lp.snd	0.3					0.2	3	200	350	appearance/pt_nebulae_white_02.ltn	0.1	0.7	0.5	0.5	0.4	0.8	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
dathomir_nebula_5	-6648	-5972	-7668	3000	1	0.6	0.4	0	0	0	0.8	0	0	0	0.9	0	0	0	0.9	0	0	0	sound/amb_neb_desert_sands_lp.snd	0.3					0.2	3	200	350	appearance/pt_nebulae_white_02.ltn	0.1	0.7	0.5	0.5	0.4	0.8	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
