name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
s	f	f	f	f	f	f[0.5]	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	s	f	f	f	f	f	f	f[1.0]	f	f	s	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	s	s	s	s	f	f	s	i
main	-1000	600	1000	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0.1	2	10	57	appearance/pt_nebulae_white_02.ltn	0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main_top	-1000	1100	1000	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0.1	2	10	57	appearance/pt_nebulae_white_02.ltn	0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-700	600	1000	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-1300	600	1000	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-1000	600	1300	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-1000	600	700	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-700	600	1300	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-1300	600	700	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-1300	600	1300	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main	-700	600	700	250	0.8			1	0.5	0.1		0	0	0		1	0.4	0.1		0.2	0	0	sound/amb_neb_desert_sands_lp.snd	0.5					0	2	10	57		0.5	1	0.5	0.2	0.4	1	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
