name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
s	f	f	f	f	f	f[0.5]	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	s	f	f	f	f	f	f	f[1.0]	f	f	s	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	s	s	s	s	f	f	s	i
main	0	-3000	0	1000	1	0.4	0.8	0.4	0.55	0.5		0.4	0.5	0.65	0.8	0.4	0.5	0.6	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
main_right	0	-2800	600	700	1	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.3	0.8	0.5	0.55	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
main_right	-200	-2600	1200	800	0.7	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.5	0.8	0.4	0.4	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
main_right_add	200	-2600	1200	600	0.7	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.5	0.8	0.4	0.4	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
main_right	-800	-2400	1800	800	0.7	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.5	0.8	0.3	0.4	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
main_left	600	-2800	-600	800	1	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.5	0.8	0.3	0.4	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
main_left	1000	-2600	-1000	700	0.7	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.55	0.8	0.4	0.5	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
main_left_add	1200	-2400	-1000	500	0.7	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.5	0.8	0.3	0.4	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
bg	0	-8000	0	5000	0.5	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.6	0.8	0.55	0.5	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
bg	1000	-6000	3000	5500	0.5	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.5	0.8	0.3	0.3	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
bg	2000	-8000	6000	6000	0.5	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.6	0.8	0.4	0.5	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
bg	2000	-8000	0	5000	0.5	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.61	0.8	0.55	0.55	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
bg	3000	-6000	3000	5500	0.5	0.4	0.8	0.3	0.7	0.3		0.3	0.7	0.5	0.8	0.3	0.3	0.4	0.5		0.7	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.2	2	10	57	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
