name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
s	f	f	f	f	f	f[0.5]	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	s	f	f	f	f	f	f	f[1.0]	f	f	s	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	s	s	s	s	f	f	s	i
quad4_cube	3000	2000	4000	2000	0.8		0.3	0.1	0.6	0.8		0.1	0.3	0.6	0.7	0.1	0.8	0.6		0.1	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0	0	0	0	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
quad1_corkscrew_1	-4000	2000	4000	1024	0.5	0.5	0.8	0.3	0.9	0.7	0.5	0.3	0.9	0.8	0.6	0.3	0.9	0.7	0.5	0.3	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
quad1_corkscrew_2	-6000	0	1000	979	0.2	0.5	0.7	0.3	0.9	0.7	0.5	0.3	0.9	0.8	0.6	0.3	0.9	0.7	0.5	0.3	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
quad1_corkscrew_3	-600	-2000	-1000	1024	0.5	0.5	0.8	0.3	0.9	0.7	0.5	0.3	0.9	0.8	0.6	0.3	0.9	0.7	0.5	0.3	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
quad1_corkscrew_4	-1200	-4000	-4000	1620	0.2	0.5	0.7	0.3	0.9	0.7	0.5	0.3	0.9	0.8	0.6	0.3	0.9	0.7	0.5	0.3	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
quad1_corkscrew_5	-2400	-6000	-6000	1250	0.5	0.5	0.7	0.3	0.9	0.7	0.5	0.3	0.9	0.8	0.6	0.3	0.9	0.7	0.5	0.3	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
landcube_a	-5840	-430	-3891	1860	0.5		0.3	0.1	0.6	0.8		0.1	0.3	0.6	0.7	0.1	0.8	0.6		0.1	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0	0	0	0	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
landcube_b	-4161	-275	-4559	2140	0.5		0.3	0.1	0.6	0.8		0.1	0.3	0.6	0.7	0.1	0.8	0.6		0.1	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0	0	0	0	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
landcube_c	-5302	-360	-5625	2280	0.7		0.3	0.1	0.6	0.8		0.1	0.3	0.6	0.7	0.1	0.8	0.6		0.1	0.9	0.7	sound/amb_neb_desert_sands_lp.snd	0.3					0	0	0	0	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
