name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
s	f	f	f	f	f	f[0.5]	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	s	f	f	f	f	f	f[0.0]	f[1.0]	f	f	s	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	s	s	s	s	f	f	s	i
pirate_main	2700	-400	-2000	600	0.5	0.8	1	0.45	0.9	0.7		0.5	0.75	0.7	0.8	0.3	0.8	0.7		0.35	0.75	0.5	sound/wtr_tornado_large_lp.snd	0.5					0.3	3	10	50	appearance/pt_nebulae_white_02.ltn	0.25	0.55	0.5	0.75	0.65	0.85	0.65	0.55	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
pirate_add	2400	-400	-1600	900	0.5	0.8	1	0.75	0.5	0.7		0.35	0.5	0.75	0.65	0.5	0.35	0.65		0.75	0.35	0.55	sound/wtr_tornado_large_lp.snd	0.3					0.3	3	10	50	appearance/pt_nebulae_white_02.ltn	0.25	0.5	0.5	0.75	0.75	0.85	0.65	0.9	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
pirate_add_two	2000	-400	-1200	1300	0.5	0.8	1	0.5	0.6	1		0.35	0.75	1	0.75	0.3	0.5	0.85		0.35	0.65	0.8	sound/wtr_tornado_large_lp.snd	0.2					0.3	3	10	50	appearance/pt_nebulae_white_02.ltn	0.25	0.7	0.5	0.25	0.75	0.55	0.7	0.25	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
redsin_nebula_main	4512	-4220	10321	1000	0.7	0.7	0.5	0.4	0.5	0.85		0.5	0.15	0.65	0.8	0.3	0.12	0.5		0.2	0.35	0.65	sound/wtr_tornado_large_lp.snd	0.5					0.3	3	10	50	appearance/pt_nebulae_white_02.ltn	0.5	1	0.75	0.25	0.55	0.75	0.7	1	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
redsin_nebula_main_a	4513	-4219	10322	750	0.7	0.3	0.5	0.5	0.2	0.55		0.5	1.5	0.5	0.8	0.5	1.4	0.5		0.5	1.35	0.5	sound/wtr_tornado_large_lp.snd	0.5					0.3	3	10	50	appearance/pt_nebulae_white_02.ltn	0.5	1	0.85	0.5	0.75	0.75	0.7	1	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
redsin_nebula_main_b	4514	-4218	10323	300	0.7	0.3	0.5	0.5	0.2	0.65		0.5	0.45	0.7	0.8	0.5	0.5	0.7		0.5	0.5	0.75	sound/wtr_tornado_large_lp.snd	0.7					0.3	3	10	50	appearance/pt_nebulae_white_02.ltn	0.5	1	0.75	0.25	0.75	0.75	0.8	1	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
redsin_nebula_main_outer	4512	-4220	10321	1300	0.7	0.25	0.5	0.2	0.35	0.5		0.5	0.1	0.75	0.8	0.4	0.25	0.7		0.5	0.35	0.75	sound/wtr_tornado_large_lp.snd	0.2					0.3	3	10	50	appearance/pt_nebulae_white_02.ltn	0.5	1	0.5	0.5	0.75	0.75	0.8	1	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
censorious_tempest_mass	1	1	1	1300	0.6	0.3	1	1	1	1	1	0.4	0.4	1	1	0.4	0.4	1		0.6	0.6	1	sound/wtr_tornado_large_lp.snd	0.2					0.1	3	150	345	appearance/pt_nebulae_white_02.ltn	0.7	1	0.85	0.5	0.6	0.8	0.7	55	sound/env_nebula_lightning_strike.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
censorious_tempest_core_1	1	1	1	200	0.2	0.3	1	1	1	1	1	0.4	0.4	1	1	0.4	0.4	1		0.6	0.6	1	sound/wtr_tornado_large_lp.snd	0.2																									0
