name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
s	f	f	f	f	f	f[0.5]	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	f[1]	f	f	f	s	f	f	f	f	f	f	f[1.0]	f	f	s	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	f[1]	s	s	s	s	f	f	s	i
quest_center	-2600	-200	3200	500	0.5	0.7	1	0.3	0.5	0.7		0.6	0.85	0.6		0.3	0.4	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
quest_left	-2400	-300	3000	300	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
quest_right	-2700	-400	3000	200	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
quest_close	-2700	-200	2800	300	0.5	0.7	1	0.3	0.8	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
salma_a	-6000	4000	4500	1100	0.5	0.7	1	0.3	0.3	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_b	-5500	3400	5200	1235	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_c	-4500	3100	5000	1160	0.5	0.7	1	0.3	0.3	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
salma_d	-3500	3000	4800	1420	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_e	-3400	2400	6300	1600	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_f	-1700	3200	6000	1356	0.5	0.7	1	0.3	0.3	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
salma_g	-900	3000	5800	920	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_h	6200	-2000	5700	1140	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_i	5300	-2400	5500	1610	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_j	3800	-2600	5300	1721	0.5	0.7	1	0.3	0.5	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
salma_k	2000	-2100	4800	1488	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_l	1200	-2600	5200	1345	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
sama_m	1000	-2400	6200	1287	0.5	0.7	1	0.3	0.3	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
salma_n	2000	-2800	7200	1420	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
salma_o	2600	-3000	7500	1756	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_a	-7000	0	2000	1600	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_b	-6000	500	1200	1356	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_c	-5000	1500	500	920	0.5	0.7	1	0.3	0.3	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
belt_d	-4000	2000	1000	1140	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
