object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	c	s[none]	i[-1]
object/building/heroic/tusken_tatooine_cantina.iff	cantina			-53.69	0	-35.83	73.13	"systems.dungeon_sequencer.sequence_controller,theme_park.heroic.tusken.cantina"	"string:instance.data_table=datatables/spawning/heroic/tusken/cantina.iff,int:autoBeginSpawn=1"		1	Cantina		
object/building/heroic/tusken_tatooine_starport.iff	starport			118.74	0	-128.4	-57.3	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/starport.iff,int:autoBeginSpawn=1"		1	Big Starport		
object/building/heroic/tusken_tatooine_university.iff	university			-110.28	0	-146.58	-15.95	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/university.iff,int:autoBeginSpawn=1"		1	University Hall		
object/building/heroic/tusken_tatooine_shuttleport.iff	spwest			-183.99	0	-35.99	165.67				1	Shuttle Port West		
object/building/heroic/tusken_tatooine_hotel.iff	hotel			-137.46	0	5.21	164.05	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/hotel.iff,int:autoBeginSpawn=1"		1	Start Hotel		
object/building/heroic/tusken_tatooine_medical_center.iff	hospital			-196.96	0	-102.24	-15.47	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/hospital.iff,int:autoBeginSpawn=1"		1	Start Hospital		
object/building/heroic/tusken_tatooine_house_large.iff	rescuewest			-61.7	0	-247.5	74.58	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/rescue_west.iff,int:autoBeginSpawn=1"		1	"Rescue 1, West House"		
object/building/heroic/tusken_tatooine_house_medium.iff	rescuenorth			-42.09	0	-202.36	74.58	theme_park.heroic.tusken.lockout			1	"Rescue 1, North House"		
object/building/heroic/tusken_tatooine_house_medium.iff	rescuesouth			-21.45	0	-275.71	-105.42	theme_park.heroic.tusken.lockout			1	"Rescue 1, South House"		
object/building/heroic/tusken_tatooine_shuttleport.iff	spsouth			55.56	0	-293.91	75.1				1	Shuttle Port South		
object/building/heroic/tusken_tatooine_commerce_guild.iff	commerce			107	0	-220	-101.5	theme_park.heroic.tusken.lockout	"string:instance.data_table=datatables/spawning/heroic/tusken/commerce.iff,int:autoBeginSpawn=1"		1	Commerce Hall		
object/building/heroic/tusken_tatooine_shuttleport.iff	speast			148.29	0	-44.57	77.62				1	Shuttle Port East		
object/building/heroic/tusken_tatooine_house_medium.iff	medium			59.42	0	72.21	85.37	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/medium_rescue.iff,int:autoBeginSpawn=1"		1	Med Rescue		
object/building/heroic/tusken_tatooine_cloning_center.iff	cloning			-151.62	0	81.61	164.43	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/cloning.iff,int:autoBeginSpawn=1"		1	Cloning Facility		
object/building/heroic/tusken_tatooine_bank.iff	bank			-45.6	0	128.85	-13.75				1	Bank	
object/building/heroic/tusken_tatooine_combat_guild.iff	combat			-67.28	0	215.06	77.53	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/combat.iff,int:autoBeginSpawn=1"		1	Combat Hall	
object/building/heroic/tusken_tatooine_watto_shop.iff	watto			51.36	0	216.77	-33.8	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/watto.iff,int:autoBeginSpawn=1"		1	Watto's	
object/building/heroic/tusken_tatooine_house_small.iff	slumsouth1			71.62	0	171.39	1.9	systems.dungeon_sequencer.sequence_controller	"string:instance.data_table=datatables/spawning/heroic/tusken/slum_south1.iff,int:autoBeginSpawn=1"		1	"Slum South, West"	
object/building/heroic/tusken_tatooine_house_small.iff	slumsouth			89.1	0	171.97	-5.15	theme_park.heroic.tusken.lockout			1	"Slum South, Center"	
object/building/heroic/tusken_tatooine_house_small.iff	slumsoutheast			105.94	0	177.06	-26.35	theme_park.heroic.tusken.lockout			1	"Slum South, East"	
object/building/heroic/tusken_tatooine_house_small.iff	slumnorth1			84.87	0	275.22	156.6	theme_park.heroic.tusken.lockout			1	"Slum North, 1"	
object/building/heroic/tusken_tatooine_house_small.iff	slumnorth2			63.59	0	277.17	-25.03	theme_park.heroic.tusken.lockout			1	"Slum North, 2"	
object/building/heroic/tusken_tatooine_house_small.iff	slumnorth3			67.78	0	304.12	-133.29	theme_park.heroic.tusken.lockout			1	"Slum North, 3"	
object/building/heroic/tusken_tatooine_house_small.iff	slumnorth4			43.17	0	309	140.77	theme_park.heroic.tusken.lockout			1	"Slum North, 4"	
object/building/heroic/tusken_tatooine_house_small.iff	outskirt1			39.07	0	349.79	-40.68				1	"Outskirt, west"	
object/building/heroic/tusken_tatooine_house_small.iff	outskirt2			52.29	0	362.15	-40.86	theme_park.heroic.tusken.lockout			1	"Outskirt, East"	
trigger:tusken_start_reinforcement:player:15:180:0:triggerId	p1_reinforce			247	0	45							"westCor:patrolFlip:west_cor_pat_1,west_cor_pat_2,west_cor_pat_3"
pathPoint:st_rein_1				246	0	36							"midPat:patrol:mid_1,mid_2,mid_3,mid_4"
pathPoint:st_rein_2				230	0	33.5							"ncrandom:patrolRandom:nc_1,nc_2,nc_3,nc_4,nc_5,nc_6"
pathPoint:st_rein_3				236	0	49							"northrandom:patrolRandom:n1,n2,n3,n4,n5,n6"
pathPoint:st_rein_4				248	0	45							"outcitypat:patrolFlip:cp1,cp2,cp3,cp4,cp5,cp6,cp7,cp8,cp9,cp10,cp11,cp12,cp13,cp14,cp15,cp16"
heroic_tusken_raider	st_re_1	tusken_start_reinforcement		247	0	15			string:moveTo=st_rein_1	"OnArrivedAtLocation:st_rein_1:faceTo:player:nearest,OnArrivedAtLocation:st_rein_1:doAnimationAction:celebrate"			"westcan:patrolRandom:wc1,wc2,wc3,wc4,wc5,wc6"
heroic_tusken_raider	st_re_2	tusken_start_reinforcement		247	0	15			string:moveTo=st_rein_2	OnArrivedAtLocation:st_rein_1:faceTo:player:nearest			"southpat:patrol:southpat1,southpat2,southpat3,southpat4,southpat5,southpat6"
heroic_tusken_raider	st_re_3	tusken_start_reinforcement		233	0	67.9			string:moveTo=st_rein_3	OnArrivedAtLocation:st_rein_1:faceTo:player:nearest			"sppat:patrol:spp1,spp2,spp3,spp4,spp5,spp6,spp7,spp8,spp9,spp10"
heroic_tusken_raider	st_re_4	tusken_start_reinforcement		233	0	67.9			string:moveTo=st_rein_4	OnArrivedAtLocation:st_rein_1:faceTo:player:nearest			"swr:patrolRandom:swr1,swr2,swr3,swr4,swr5,swr6"
pathPoint:west_cor_pat_1				185	0	55.8							
pathPoint:west_cor_pat_2				164	0	116							
pathPoint:west_cor_pat_3				84	0	114							
heroic_tusken_pack_master	wc_pat1			84	0	114			string:patrol_path=westCor				
heroic_tusken_massiff	wc_pat2			84	0	114			string:patrol_path=westCor				
heroic_tusken_massiff	wc_pat3			84	0	114			string:patrol_path=westCor				
trigger:mid_town_reinforcement:player:30:180:0:triggerId	p1_reinforce												
pathPoint:mid_1				69	0	-5							
pathPoint:mid_2				129	0	24							
pathPoint:mid_3				133	0	72							
pathPoint:mid_4				89	0	82							
heroic_tusken_savage	midpat1	mid_town_reinforcement		69	0	-5			string:patrol_path=midPat
heroic_tusken_raider	midpat2	mid_town_reinforcement		129	0	24			string:patrol_path=midPat
heroic_tusken_savage	midpat3	mid_town_reinforcement		133	0	72			string:patrol_path=midPat
heroic_tusken_raider	midpat4	mid_town_reinforcement		89	0	82			string:patrol_path=midPat
trigger:nearCantina:player:30:180:0:triggerId	p1_reinforce			-12	0	12			
pathPoint:nc_1				9	0	-22			
pathPoint:nc_2				-20	0	-15			
pathPoint:nc_3				-41	0	37			
pathPoint:nc_4				-3	0	49			
pathPoint:nc_5				-4	0	26			
pathPoint:nc_6				-7	0	-27			
heroic_tusken_raider	nc1	nearCantina		-41	0	37			string:patrol_path=ncrandom
heroic_tusken_pack_master	nc2	nearCantina		-3	0	49			string:patrol_path=ncrandom
heroic_tusken_massiff	nc3	nearCantina		-4	0	26			string:patrol_path=ncrandom
heroic_tusken_massiff	nc4	nearCantina		4	0	-20			string:patrol_path=ncrandom
trigger:northri:player:30:180:0:triggerId	p1_reinforce			24	0	254			
pathPoint:n1				33	0	250			
pathPoint:n2				44	0	279			
pathPoint:n3				22	0	275			
pathPoint:n4				0	0	245			
pathPoint:n5				17	0	242			
pathPoint:n6				30	0	266			
heroic_tusken_raider	nr1	northri		33	0	250			string:patrol_path=northrandom
heroic_tusken_pack_master	nr2	northri		44	0	279			string:patrol_path=northrandom
heroic_tusken_massiff	nr3	northri		22	0	275			string:patrol_path=northrandom
heroic_tusken_massiff	nr4	northri		0	0	245			string:patrol_path=northrandom
pathPoint:cp1				216	0	130			
pathPoint:cp2				105	0	390			
pathPoint:cp3				25	0	408			
pathPoint:cp4				-48	0	370			
pathPoint:cp5				-108	0	322			
pathPoint:cp6				-140	0	256			
pathPoint:cp7				-119	0	173			
pathPoint:cp8				-250	0	121			
pathPoint:cp9				-260	0	-162			
pathPoint:cp10				-172	0	-182			
pathPoint:cp11				-93	0	-330			
pathPoint:cp12				-40	0	-326			
pathPoint:cp13				49	0	-370			
pathPoint:cp14				175	0	-378			
pathPoint:cp15				286	0	-158			
pathPoint:cp16				224	0	-29			
heroic_tusken_raider				216	0	130			string:patrol_path=outcitypat
heroic_tusken_pack_master				105	0	390			string:patrol_path=outcitypat
heroic_tusken_bantha				25	0	408			string:patrol_path=outcitypat
heroic_tusken_massiff				-48	0	370			string:patrol_path=outcitypat
heroic_tusken_raider				-108	0	322			string:patrol_path=outcitypat
heroic_tusken_pack_master				-140	0	256			string:patrol_path=outcitypat
heroic_tusken_massiff				-119	0	173			string:patrol_path=outcitypat
heroic_tusken_bantha				-250	0	121			string:patrol_path=outcitypat
heroic_tusken_raider				-260	0	-162			string:patrol_path=outcitypat
heroic_tusken_pack_master				-172	0	-182			string:patrol_path=outcitypat
heroic_tusken_massiff				-93	0	-330			string:patrol_path=outcitypat
heroic_tusken_bantha				-40	0	-326			string:patrol_path=outcitypat
heroic_tusken_raider				49	0	-370			string:patrol_path=outcitypat
heroic_tusken_pack_master				175	0	-378			string:patrol_path=outcitypat
heroic_tusken_massiff				286	0	-158			string:patrol_path=outcitypat
heroic_tusken_bantha				224	0	-29			string:patrol_path=outcitypat
trigger:wcan:player:30:180:0:triggerId	p1_reinforce			-123	0	-31			
pathPoint:wc1				-80	0	-76			
pathPoint:wc2				-94	0	-28			
pathPoint:wc3				-139	0	-40			
pathPoint:wc4				-126	0	-96			
pathPoint:wc5				-106	0	-82			
pathPoint:wc6				-118	0	-52			
heroic_tusken_raid_leader		wcan		-126	0	-96			string:patrol_path=westcan
heroic_tusken_savage		wcan		-106	0	-82			string:patrol_path=westcan
heroic_tusken_bantha		wcan		-118	0	-52			string:patrol_path=westcan
pathPoint:southpat1				2	0	-221			
pathPoint:southpat2				-39	0	-239			
pathPoint:southpat3				9	0	-235			
pathPoint:southpat4				34	0	-256			
pathPoint:southpat5				61	0	-243			
pathPoint:southpat6				38	0	-193			
heroic_tusken_raider	southpat1			2	0	-221			string:patrol_path=southpat
heroic_tusken_pack_master	southpat2			9	0	-235			string:patrol_path=southpat
heroic_tusken_massiff	southpat3			61	0	-243			string:patrol_path=southpat
heroic_tusken_bantha	form1			190	0	-192			
heroic_tusken_savage	form2			189	0	-200			
heroic_tusken_sniper	form3			190	0	-184			
heroic_tusken_raid_leader	form4			205	0	-194			
pathPoint:spp1				220	0	-139			
pathPoint:spp2				197	0	-91			
pathPoint:spp3				161	0	-13			
pathPoint:spp4				43	0	-72			
pathPoint:spp5				19	0	-123			
pathPoint:spp6				32	0	-187			
pathPoint:spp7				80	0	-202			
pathPoint:spp8				127	0	-194			
pathPoint:spp9				131	0	-213			
pathPoint:spp10				189	0	-207			
heroic_tusken_raider	spp1			220	0	-139			string:patrol_path=sppat
heroic_tusken_pack_master	spp2			161	0	-13			string:patrol_path=sppat
heroic_tusken_massiff	spp3			19	0	-123			string:patrol_path=sppat
heroic_tusken_sniper	spp4			127	0	-194			string:patrol_path=sppat
trigger:swr:player:30:180:0:triggerId	p1_reinforce			-83	0	-194			
pathPoint:swr1				-95	0	-198			
pathPoint:swr2				-90	0	-171			
pathPoint:swr3				-57	0	-157			
pathPoint:swr4				-52	0	-179			
pathPoint:swr5				-71	0	-210			
pathPoint:swr6				-83	0	-191			
heroic_tusken_savage	swr1	swr		-95	0	-198			string:patrol_path=swr
heroic_tusken_sniper	swr2	swr		-90	0	-171			string:patrol_path=swr
heroic_tusken_raid_leader	swr3	swr		-57	0	-157			string:patrol_path=swr
deleteSpawn:p1_reinforce:none		end_phase_one							
"messageTo;starport;triggerFired;string:triggerType=triggerId,string:triggerName=capture"		cantina_captured							
"messageTo;university;triggerFired;string:triggerType=triggerId,string:triggerName=capture"		cantina_captured							
"messageTo;hotel;triggerFired;string:triggerType=triggerId,string:triggerName=capture"		cantina_captured							
"messageTo;hospital;triggerFired;string:triggerType=triggerId,string:triggerName=capture"		cantina_captured							
"messageTo;watto;triggerFired;string:triggerType=triggerId,string:triggerName=capture"		cantina_captured							
"messageTo;cloning;triggerFired;string:triggerType=triggerId,string:triggerName=capture"		cantina_captured							
"messageTo;combat;triggerFired;string:triggerType=triggerId,string:triggerName=capture"		cantina_captured
"waitForComplete:triggerId:end_phase_one:starport,university,hotel,hospital,watto,cloning,combat"		
"messageTo;cantina;triggerFired;string:triggerType=triggerId,string:triggerName=start_phase_two"		end_phase_one
delayAction:end_one_spam:7		end_phase_one
messagePlayers:heroic_tusken_kav_end_phase_one:object/mobile/heroic_tusken_kav_golder.iff		end_one_spam
delayAction:perform_rescue_action:120		end_phase_one
"messageTo;hotel;triggerFired;string:triggerType=triggerId,string:triggerName=remove_wp"		end_phase_one
"messageTo;cantina;triggerFired;string:triggerType=triggerId,string:triggerName=remove_wp"		end_phase_one
"randomTrigger:mr,sr1,ss1"		perform_rescue_action
"messageTo;slumsouth1;triggerFired;string:triggerType=triggerId,string:triggerName=do_rescue_event"		ss1
messagePlayers:heroic_tusken_kav_rescue_slum_south:object/mobile/heroic_tusken_kav_golder.iff		ss1
delayAction:perform_rescue_action:120		ss1
"messageTo;medium;triggerFired;string:triggerType=triggerId,string:triggerName=do_rescue_event"		mr
messagePlayers:heroic_tusken_kav_rescue_medium:object/mobile/heroic_tusken_kav_golder.iff		mr
delayAction:perform_rescue_action:120		mr
"messageTo;rescuewest;triggerFired;string:triggerType=triggerId,string:triggerName=do_rescue_event"		sr1
