object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s	s[none]	i[-1]
object/tangible/terminal/terminal_space.iff			secondaryhangar	-30	173.83	67.836	180				1			
object/tangible/terminal/terminal_elevator_up_noscript.iff			elevator01	-54.367	173.8349	20.03	90	systems.movement.paired_object_movement	"string:transition_key=hangareast,string:unique_id=down"					
object/tangible/terminal/terminal_elevator_down_noscript.iff			elevator01	-54.438	181.33	20	90	systems.movement.paired_object_movement	"string:transition_key=hangareast,string:unique_id=up"					
object/tangible/terminal/terminal_elevator_down_noscript.iff			elevator02	48.98	183.33	205.61	-90	systems.movement.paired_object_movement	"string:transition_key=observation,string:unique_id=up"					
object/tangible/terminal/terminal_elevator_up_noscript.iff			elevator02	48.98	173.83	205.63	-90	systems.movement.paired_object_movement	"string:transition_key=observation,string:unique_id=down"					
object/tangible/terminal/terminal_elevator_down_noscript.iff			elevator00	54.42	181.334	20.06	-90	systems.movement.paired_object_movement	"string:transition_key=hangarwest,string:unique_id=up"					
object/tangible/terminal/terminal_elevator_up_noscript.iff			elevator00	54.42	173.83	20.06	-90	systems.movement.paired_object_movement	"string:transition_key=hangarwest,string:unique_id=down"					
object/tangible/terminal/terminal_elevator_up_noscript.iff			elevator03	19.99	170.58	430.5768	-180	systems.movement.paired_object_movement	"string:transition_key=command,string:unique_id=down"					
object/tangible/terminal/terminal_elevator_down_noscript.iff		access_bridge	elevator03	19.99	453.35	430.5768	-180	systems.movement.paired_object_movement	"string:transition_key=command,string:unique_id=up"					
object/tangible/terminal/terminal_elevator_up_noscript.iff	reactor_button		reactorlift	19.76	170.58	347.586	0	systems.movement.paired_object_movement	"string:transition_key=engine,string:unique_id=down"					
object/tangible/terminal/terminal_elevator_down_noscript.iff		olum_story2	reactorlift	19.76	140.58	347.586	0	systems.movement.paired_object_movement	"string:transition_key=engine,string:unique_id=up"					
object/tangible/terminal/terminal_elevator_down_noscript.iff			elevator04	21.44	453.6	341.89	-90	systems.movement.paired_object_movement	"string:transition_key=bridge,string:unique_id=up"					
object/tangible/terminal/terminal_elevator_up_noscript.iff		sait_dead	elevator04	21.39	448.6	341.89	-90	systems.movement.paired_object_movement	"string:transition_key=bridge,string:unique_id=down"					
object/tangible/terminal/terminal_elevator_down_noscript.iff			elevator05	-21.29	453.6	341.87	90	systems.movement.paired_object_movement	"string:transition_key=bridge2,string:unique_id=up"					
object/tangible/terminal/terminal_elevator_up_noscript.iff		sait_dead	elevator05	-21.29	448.6	341.87	90	systems.movement.paired_object_movement	"string:transition_key=bridge2,string:unique_id=down"
pathPoint:g1moveto			secondaryhangar	-35.5	181.33	44.11	90		
pathPoint:g2moveto			secondaryhangar	-35.5	181.33	28	90		
pathPoint:g3moveto			secondaryhangar	-35.5	181.33	13.32	69		
pathPoint:g4moveto			secondaryhangar	-19.19	181.33	-1.91	0		
pathPoint:g5moveto			secondaryhangar	0	181.33	-1.929	0		
pathPoint:g6moveto			secondaryhangar	19.19	181.33	-1.91	0		
pathPoint:g7moveto			secondaryhangar	35.5	181.33	13.48	-75		
pathPoint:g8moveto			secondaryhangar	35.5	181.33	28	-90		
pathPoint:g9moveto			secondaryhangar	35.5	181.33	43.185	-90		
pathPoint:krix_moveto			secondaryhangar	0	173.83	31.58			
pathPoint:east_bal_enter			secondaryhangar	38.15	181.33	19.56			
pathPoint:g9prep			secondaryhangar	37.8	181.33	43.23			
pathPoint:g8prep			secondaryhangar	37.85	181.33	28.13			
pathPoint:g7prep			secondaryhangar	38.1	181.33	13.39			
pathPoint:g6prep			secondaryhangar	21.06	181.33	-4.05			
pathPoint:west_bal_enter			secondaryhangar	-37.96	181.33	19.83					
pathPoint:g1prep			secondaryhangar	-37.81	181.33	44.1					
pathPoint:g2prep			secondaryhangar	-37.88	181.33	27.83					
pathPoint:g3prep			secondaryhangar	-38.04	181.33	12.28					
pathPoint:g4prep			secondaryhangar	-20.61	181.33	-4.65					
pathPoint:g5prep			secondaryhangar	0	181.33	-5.5					
pathPoint:hangarexit			hallway06	67.03	173.83	31.58					
pathPoint:room2			hallway03	80	173.83	114.45					
pathPoint:room3			hallway03	80	173.83	94.55					
pathPoint:event_cmd_moveto			navcomputer	65.235	173.83	159.742					
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	krix_gate		secondaryhangar	-32.484	173.83463	1.4286	45				1
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	krix_gate		secondaryhangar	32.456	173.9599	1.253	-45				1
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	krix_gate		secondaryhangar	41.98	173.9599	31.7695	90				1
object/tangible/dungeon/mustafar/decrepit_droid_factory/access_controller.iff	sec_hang_conx		secondaryhangar	34.954	173.83	24.6	-90	theme_park.heroic.star_destroyer.hangar_access	int:event_state=0		
objVarAction:sec_hang_conx:set:int:event_state:1		spawn_krix									
objVarAction:sec_hang_conx:set:int:event_state:2		krix_died									
objVarAction:sec_hang_conx:set:int:event_state:0		reset_krix											
deleteSpawn:krix:none		reset_krix											
deleteSpawn:sd_gren:none		reset_krix											
messagePlayers:krix_spawn_warning:none		spawn_krix											
messagePlayers:krix_dead_notification:none		krix_died											
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	-44.33	181.33	19.83		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g1,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g1:patrolOnce:west_bal_enter,g1prep,g1moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	-45	181.33	19.83		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g2,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g2:patrolOnce:west_bal_enter,g2prep,g2moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	-45.5	181.33	19.83		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g3,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g3:patrolOnce:west_bal_enter,g3prep,g3moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	-46	181.33	19.83		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g4,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g4:patrolOnce:west_bal_enter,g4prep,g4moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	-44	181.33	19.83		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g5,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g5:patrolOnce:west_bal_enter,g4prep,g5prep,g5moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	46.07	181.33	19.56		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g6,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g6:patrolOnce:east_bal_enter,g6prep,g6moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	46.86	181.33	19.56		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g7,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g7:patrolOnce:east_bal_enter,g7prep,g7moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	47.1	181.33	19.56		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g8,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g8:patrolOnce:east_bal_enter,g8prep,g8moveto"
heroic_sd_stormtrooper_grenadier	sd_gren	spawn_krix	secondaryhangar	47.35	181.33	19.56		theme_park.heroic.star_destroyer.grenadier	"string:patrol_path=g9,boolean:isImmobile=true"	OnDeath:triggerId:hasten_grenadier	1		"g9:patrolOnce:east_bal_enter,g9prep,g9moveto"
heroic_sd_krix_swiftshadow	krix	spawn_krix	secondaryhangar	-40	173.83	31.36	90	theme_park.heroic.star_destroyer.krix	string:moveTo=krix_moveto	"OnExitCombat:triggerId:reset_krix,OnEnterCombat:triggerId:krix_enter_combat,OnDeath:triggerId:krix_died"	1		
messageTo;sd_gren;hastenThrow;none		hasten_grenadier											
delayAction:start_krix_chat:10		spawn_krix				
doTheaterAction:krix:chat:yell:krix_greeting		start_krix_chat				
delayAction:continue_chat:10		start_krix_chat				
doTheaterAction:krix:chat:yell:krix_warning		continue_chat				
delayAction:taunt_next:10		continue_chat				
doTheaterAction:krix:chat:yell:krix_taunt		taunt_next				
delayAction:krix_engage:10		taunt_next				
doTheaterAction:krix:chat:yell:krix_engage		krix_engage				
messageTo;krix;wsToggleInvulnerability;none		krix_engage				
messageTo;sd_gren;wsToggleInvulnerability;none		krix_engage				
messageTo;krix;startCombat;none		krix_engage				
deleteSpawn:krix_gate:none		krix_died				
delayAction:spawn_south_hall:1		krix_died				
pathPoint:hallpat1			hallway03	80	173.83	72.25
pathPoint:hallpat2			hallway03	80	173.83	137.01
pathPoint:hallpat3			navcomputer	71	173.83	137.01
heroic_sd_stormtrooper		spawn_south_hall	hallway03	80	173.83	72.25			string:patrol_path=hallpat				"hallpat:patrolFlip:hallpat1,hallpat2,hallpat3"
heroic_sd_crewman		spawn_south_hall	powercore	65	173.83	103.29	-178						
heroic_sd_crewman		spawn_south_hall	powercore	60	173.8	99.42	86						
heroic_sd_crewman		spawn_south_hall	powercore	64.92	173.83	94.74	0						
heroic_sd_crewman		spawn_south_hall	powercore	69.1	173.83	99.51	-90						
pathPoint:rhpat1			hallway07	66.873	173.83	72.39							
pathPoint:rhpat2			hallway08	67.02	173.95	4.42							
pathPoint:rhpat3			hallway08	62.79	174.45	-8.51							
pathPoint:rhpat4			hallway08	56.52	174	-16.29							
pathPoint:rhpat5			hallway08	45.93	175.33	-21.15							
pathPoint:rhpat6			hallway09	17.27	175.33	-22.3							
heroic_sd_stormtrooper		spawn_south_hall	hallway07	66.98	173.83	70			string:patrol_path=rhpat				"rhpat:patrolFlip:rhpat1,rhpat2,rhpat3,rhpat4,rhpat5,rhpat6"
pathPoint:lhpat1			hallway11	-15.8	175.33	-22.64							
pathPoint:lhpat2			hallway12	-43.44	175.33	-21.63							
pathPoint:lhpat3			hallway12	-53.28	175.08	-18.2							
pathPoint:lhpat4			hallway12	-60.85	174.58	-11.74							
pathPoint:lhpat5			hallway12	-65.45	174	-1.72							
pathPoint:lhpat6			hallway12	-66.9	173.83	7.266							
pathPoint:lhpat7			hallway13	-66.48	173.83	31.66							
pathPoint:lhpat8			secondaryhangar	-46.48	173.83	31.55							
