object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s	s[none]	i[-1]
heroic_axkva_nandina	nandina		r2	-71.3	14.2	13.5	104	theme_park.heroic.axkva_min.nandina		"OnExitCombat:triggerId:resetNandina,OnEnterCombat:playEmote:say:nandina_warning,OnEnterCombat:triggerId:spawn_warden,OnExitCombat:triggerId:remove_warden,OnDeath:triggerId:remove_warden"				
heroic_axkva_gorvo	gorvo		r2	-67.1	14.2	27.7	120	theme_park.heroic.axkva_min.gorvo		OnExitCombat:triggerId:resetNandina				
"waitForComplete:triggerId:nandina_died:nandina,gorvo"														
object/building/heroic/axkva_min_crystal.iff	axkva_min_crystal		r2	-81.7	17.8	19.5	101							
object/building/heroic/axkva_lelli_hi_crystal.iff	lelli_hi_crystal		r2	-82.1	17.8	15.5	80							
object/building/heroic/axkva_kimaru_crystal.iff	kimaru_crystal		r2	-78.1	17.8	31.8	113							
object/building/heroic/axkva_suin_chalo_crystal.iff	suin_chalo_crystal		r2	-78.9	17.9	28.1	102							
heroic_axkva_axkva_shade	shade	nandina_died	r2	-79.04	17.81	23.88	102.57	theme_park.heroic.axkva_min.axkva_shade		OnArrivedAtLocation:shade_moveTo:triggerId:shade_arrived	1			
delayAction:spam_shade_up:3		nandina_died												
doTheaterAction:shade:chat:say:shade_lelli_1		spam_shade_up												
delayAction:spam_lelli_inc:4		spam_shade_up												
doTheaterAction:shade:animate:force_protection		spam_shade_up												
doTheaterAction:shade:chat:say:shade_lelli_2		spam_lelli_inc												
delayAction:face_lelli:1		spam_lelli_inc												
doTheaterAction:shade:faceTo:spawn_id:lelli_hi_crystal		face_lelli								
delayAction:do_lelli_push:1		face_lelli								
doTheaterAction:shade:animate:force_push		do_lelli_push								
delayAction:spawn_lelli_and_turn:1		do_lelli_push								
doTheaterAction:shade:faceTo:yaw:102.27		spawn_lelli_and_turn								
deleteSpawn:lelli_hi_crystal:pt_axkvamin_lightning.prt		spawn_lelli_and_turn								
heroic_axkva_lelli_hi	lelli_hi	spawn_lelli_and_turn	r2	-82.1	17.8	15.5	80	theme_park.heroic.axkva_min.lelli_hi		"OnDeath:triggerId:lelli_died,OnEnterCombat:triggerId:spawn_warden,OnExitCombat:triggerId:remove_warden,OnDeath:triggerId:remove_warden"
delayAction:lelli_speech:2		spawn_lelli_and_turn								
doTheaterAction:faceTo:yaw:120		lelli_speech								
doTheaterAction:lelli_hi:chat:say:lelli_challenge		lelli_speech								
delayAction:see_lelli_die:3		lelli_died								
doTheaterAction:shade:chat:shout:shade_kim_1		see_lelli_die								
delayAction:do_kim_preshout:2		see_lelli_die								
doTheaterAction:shade:animate:point_accusingly		do_kim_preshout								
doTheaterAction:shade:chat:say:shade_kim_2		do_kim_preshout								
delayAction:face_kim:3		do_kim_preshout								
doTheaterAction:shade:faceTo:spawn_id:kimaru_crystal		face_kim								
delayAction:do_kim_push:1		face_kim								
doTheaterAction:shade:animate:force_push		do_kim_push								
delayAction:spawn_kim_and_turn:1		do_kim_push								
deleteSpawn:kimaru_crystal:pt_axkvamin_lightning.prt		spawn_kim_and_turn								
heroic_axkva_kimaru	kimaru	spawn_kim_and_turn	r2	-78.1	17.8	31.8	113	theme_park.heroic.axkva_min.kimaru		"OnDeath:triggerId:kimaru_died,OnEnterCombat:triggerId:spawn_warden,OnExitCombat:triggerId:remove_warden,OnDeath:triggerId:remove_warden"
doTheaterAction:shade:faceTo:yaw:102.27		spawn_kim_and_turn								
delayAction:kim_challenge:3		spawn_kim_and_turn								
doTheaterAction:kimaru:chat:yell:kimaru_challenge		kim_challenge								
delayAction:see_kim_die:3		kimaru_died								
doTheaterAction:shade:chat:yell:kimaru_died		see_kim_die								
doTheaterAction:shade:animate:yawn		see_kim_die								
delayAction:suin_pre_speech:3		see_kim_die								
doTheaterAction:shade:chat:say:suin_pre_spawn		suin_pre_speech								
delayAction:face_suin:2		suin_pre_speech								
doTheaterAction:shade:faceTo:spawn_id:suin_chalo_crystal		face_suin								
delayAction:do_suin_push:1		face_suin								
doTheaterAction:shade:animate:force_push		do_suin_push								
delayAction:spawn_suin:1		do_suin_push								
deleteSpawn:suin_chalo_crystal:pt_axkvamin_lightning.prt		spawn_suin								
heroic_axkva_suin_chalo	suin_chalo	spawn_suin	r2	-78.9	17.9	28.1	102	theme_park.heroic.axkva_min.suin_chalo		"OnDeath:triggerId:suin_died,OnEnterCombat:triggerId:spawn_warden,OnExitCombat:triggerId:remove_warden,OnDeath:triggerId:remove_warden"
doTheaterAction:shade:faceTo:yaw:102.27		spawn_suin								
delayAction:suin_taunt:2		spawn_suin								
doTheaterAction:suin_chalo:chat:yell:suin_challenge		suin_taunt								
delayAction:see_suin_die:3		suin_died								
doTheaterAction:shade:chat:say:shade_suin_died		see_suin_die								
doTheaterAction:shade:animate:implore		see_suin_die								
delayAction:start_monologue:3		see_suin_die								
doTheaterAction:shade:chat:say:shade_acceptable_loss		start_monologue								
pathPoint:shade_moveTo		start_monologue	r2	-80.24	17.85	19.124				
delayAction:shade_to_crystal:2		start_monologue								
doTheaterAction:shade:chat:say:shade_free_myself		shade_to_crystal								
"messageTo;shade;doPathAction;string:pathAction=moveTo,string:pathName=shade_moveTo"		shade_to_crystal									
delayAction:shade_faceto:1		shade_arrived									
doTheaterAction:shade:faceTo:spawn_id:axkva_min_crystal		shade_faceto									
delayAction:shade_free_anim:1		shade_faceto									
doTheaterAction:shade:animate:force_destruction		shade_free_anim									
doTheaterAction:shade:chat:say:shade_now_i_am_free		shade_free_anim									
delayAction:shade_freedom:5		shade_free_anim									
deleteSpawn:shade:pt_axkvamin_lightning.prt		shade_freedom									
deleteSpawn:axkva_min_crystal:pt_axkvamin_lightning.prt		shade_freedom									
heroic_axkva_axkva_min	axkva_min	shade_freedom	r2	-81.7	17.8	19.5	101	theme_park.heroic.axkva_min.axkva		OnDeath:signalMaster:axkvaDied:none	1
doTheaterAction:axkva_min:chat:shout:axkva_freedom		shade_freedom									
doTheaterAction:axkva_min:animate:laugh_cackle		shade_freedom									
delayAction:start_warden:3		shade_freedom									
pathPoint:axkva_teleport	axkva_warpTo	start_warden	r2	-56.48	11.19	20.185					
pathPoint:warden_moveTo		start_warden	r2	-54.23	10.63	19.82					
heroic_axkva_warden	warden	start_warden	r2	-49.74	9.5	19.02	-79	theme_park.heroic.axkva_min.warden	string:moveTo=warden_moveTo		1
doTheaterAction:warden:chat:say:warden_not_so_fast		start_warden				
delayAction:response:2		start_warden				
doTheaterAction:axkva_min:faceTo:spawn_id:warden		response				
doTheaterAction:axkva_min:chat:say:axkva_cannot_stop_me		response				
delayAction:warden_counter:3		response				
doTheaterAction:warden:chat:say:warden_oh_i_can		warden_counter				
delayAction:axkva_counterattack:2		warden_counter				
