object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s	s[none]	i[-1]
object/tangible/ship/interior_components/alarm_interior.iff	alarm		r1	2	1	-22	0	theme_park.heroic.ig88.ig88_alarm						
object/tangible/ship/interior_components/alarm_interior.iff	alarm		r1	-2	1	-22	0	theme_park.heroic.ig88.ig88_alarm						
object/tangible/ship/interior_components/alarm_interior.iff	alarm		r1	21	0	-22	0	theme_park.heroic.ig88.ig88_alarm						
object/tangible/ship/interior_components/alarm_interior.iff	alarm		r1	-21	0	-22	0	theme_park.heroic.ig88.ig88_alarm						
object/tangible/ship/interior_components/alarm_interior.iff	alarm		r1	21	0	43	0	theme_park.heroic.ig88.ig88_alarm						
object/tangible/ship/interior_components/alarm_interior.iff	alarm		r1	-21	0	43	0	theme_park.heroic.ig88.ig88_alarm						
pathPoint:mouse_destination			r1	0	0	-22	0							
delayAction:spawn_starter_droid:1														
heroic_ig88_mouse_droid	mouse_droid_starter	spawn_starter_droid	r1	0	0	10	180	theme_park.heroic.ig88.ig88_mouse_droid_coward		OnArrivedAtLocation:mouse_destination:triggerId:message_start_encounter	1			
"messageTo;mouse_droid_starter;doPathAction;string:pathAction=moveTo,string:pathName=mouse_destination"		message_mouse_droid_run_away	r1	0	0	10	0							
messageTo;alarm;alarm_on;none		message_mouse_droid_run_away	r1	0	0	10	0							
deleteSpawn:mouse_droid_starter:none		message_start_encounter	r1	0	0	10	0							
delayAction:start_ig88_taunt:10		message_start_encounter	r1	0	0	10	0							
delayAction:message_ig88_waypoint1:10		message_start_encounter	r1	0	0	10	0							
messageTo;ig88;waypoint1;none		message_ig88_waypoint1	r1	0	0	10	0				
delayAction:message_ig88_regret:11		message_start_encounter	r1	0	0	10	0				
heroic_ig88_ig88_rocket	ig88	start_ig88_taunt	r1	0	0	-22	0				1
deleteSpawn:alarm:none		start_ig88_taunt									
messageTo;ig88;shoutRegret;none		message_ig88_regret	r1	0	0	10	0				
delayAction:message_ig88_bomb_droids_shout:22		message_start_encounter	r1	0	0	10	0				
heroic_ig88_bomb_droid	bomb_droid	message_ig88_bomb_droids	r1	20	0	-22	0				1
heroic_ig88_bomb_droid	bomb_droid	message_ig88_bomb_droids	r1	-20	0	-22	0				1
heroic_ig88_bomb_droid	bomb_droid	message_ig88_bomb_droids	r1	20	0	43	0				1
heroic_ig88_bomb_droid	bomb_droid	message_ig88_bomb_droids	r1	-20	0	43	0				1
messageTo;ig88;shoutBombDroids;none		message_ig88_bomb_droids_shout	r1	0	0	10	0				
messageTo;bomb_droid;findTarget;none		message_bomb_droids_charge	r1	0	0	10	0				
messageTo;bomb_droid;setBombDroidMaxHealth;none		message_bomb_droids_charge	r1	0	0	10	0				
delayAction:message_ig88_bomb_droids:22		message_start_encounter	r1	0	0	10	0				
delayAction:message_bomb_droids_charge:23		message_start_encounter	r1	0	0	10	0				
delayAction:message_ig88_bomb_droids:27		message_start_encounter	r1	0	0	10	0				
delayAction:message_bomb_droids_charge:28		message_start_encounter	r1	0	0	10	0
delayAction:message_ig88_bomb_droids:32		message_start_encounter	r1	0	0	10	0
delayAction:message_bomb_droids_charge:33		message_start_encounter	r1	0	0	10	0
delayAction:message_ig88_bomb_intermission:38		message_start_encounter	r1	0	0	10	0
messageTo;ig88;shoutBombIntermission;none		message_ig88_bomb_intermission	r1	0	0	10	0
delayAction:message_ig88_bomb_droids:42		message_start_encounter	r1	0	0	10	0
