item	cash	token18	class	script	note
s[none]	i[0]	i[0]	i[0]	s	c
weapon_gcw_dh18a_pistol_03_01		1000			
item_schematic_pvp_gcw_saber_1h_gen4		1000			
item_schematic_pvp_gcw_saber_2h_gen4		1000			
weapon_gcw_tc22_rifle_03_01		1000			
weapon_gcw_heavy_pulse_cannon_03_01		1000			
weapon_gcw_lance_03_01		1000			
weapon_gcw_carbine_charric_03_01		1000			
item_gcw_imperial_galactic_marine_belt		300			
armor_gcw_imperial_galactic_marine_bicep_l		300			
armor_gcw_imperial_galactic_marine_bicep_r		300			
armor_gcw_imperial_galactic_marine_boots		300			
armor_gcw_imperial_galactic_marine_bracer_l		300			
armor_gcw_imperial_galactic_marine_bracer_r		300			
armor_gcw_imperial_galactic_marine_chest_plate		800			
armor_gcw_imperial_galactic_marine_gloves		500
armor_gcw_imperial_galactic_marine_helmet		800
armor_gcw_imperial_galactic_marine_leggings		500
item_gcw_imperial_stormtrooper_belt		300
armor_gcw_imperial_stromtrooper_bicep_l		300
armor_gcw_imperial_stromtrooper_bicep_r		300
armor_gcw_imperial_stromtrooper_boots		300
armor_gcw_imperial_stromtrooper_bracer_l		300
armor_gcw_imperial_stromtrooper_bracer_r		300
armor_gcw_imperial_stromtrooper_chest_plate		800
armor_gcw_imperial_stromtrooper_gloves		500
armor_gcw_imperial_stromtrooper_helmet		500
armor_gcw_imperial_stromtrooper_leggings		500
armor_gcw_imperial_scouttrooper_bicep_l		300
armor_gcw_imperial_scouttrooper_bicep_r		300
armor_gcw_imperial_scouttrooper_bracer_l		300
armor_gcw_imperial_scouttrooper_bracer_r		300
armor_gcw_imperial_scouttrooper_helmet		800
armor_gcw_imperial_scouttrooper_chest_plate		800
armor_gcw_imperial_scouttrooper_leggings		500
item_gcw_imperial_scouttrooper_utility_belt		300
armor_gcw_imperial_scouttrooper_gloves		500
armor_gcw_imperial_scouttrooper_boots		500
armor_gcw_imperial_shocktrooper_bicep_l		300
armor_gcw_imperial_shocktrooper_bicep_r		300
armor_gcw_imperial_shocktrooper_bracer_l		300
armor_gcw_imperial_shocktrooper_bracer_r		300
armor_gcw_imperial_shocktrooper_helmet		800
armor_gcw_imperial_shocktrooper_chest_plate		800
armor_gcw_imperial_shocktrooper_leggings		500
item_gcw_imperial_shocktrooper_utility_belt		300
armor_gcw_imperial_shocktrooper_gloves		500
armor_gcw_imperial_shocktrooper_boots		500
item_gcw_imperial_rug_01		500
item_gcw_weapon_rack_01		500
item_gcw_weapon_rack_02		500
item_gcw_imperial_cape_01		2500
item_gcw_imperial_jacket_01		800
item_gcw_points_imperial_gcw_10_01_01		1
item_gcw_points_imperial_gcw_100_01_01		10
item_gcw_points_imperial_gcw_1000_01_01		100
prop_gcw_imp_glowstick_l		500
prop_gcw_imp_glowstick_r		500
item_gcw_invasion_binoculars		1000
item_schematic_imperial_command_hat		1000
item_gcw_mini_turret_consumable		250
item_schematic_prop_ribbon_01_01		100
item_schematic_prop_ribbon_01_02		100
item_schematic_prop_ribbon_01_03		100
item_schematic_prop_ribbon_01_04		100
item_schematic_prop_ribbon_01_05		100
item_schematic_prop_ribbon_01_06		100
item_gcw_atst_familiar		5000
