item	cash	resourceAmount	class	script	note
s[none]	i[0]	i[0]	i[0]	s	c
item_meatlump_camp_light_schematic_02_01		55			
item_meatlump_camp_light_schematic_02_02		55			
item_meatlump_grill_schematic_02_01		65			
item_meatlump_grill_schematic_02_02		65			
item_meatlump_pallet_schematic_02_01		20			
meatlump_officer_doll_leg_l_02_01		30			
meatlump_king_stuffing_02_01		30			
meatlump_newspaper_02_08		30			
meatlump_hench_stuffing_02_01		10			
meatlump_uniform_piece_02_01		10			
item_mtp_meatlump_king_reward		100			
mtp_meatlump_graffiti_reward_02_01		25			
mtp_meatlump_graffiti_reward_02_02		25			
mtp_meatlump_graffiti_reward_02_03		25			
mtp_meatlump_graffiti_reward_02_04		25
mtp_meatlump_graffiti_reward_02_05		25
mtp_meatlump_graffiti_reward_02_06		25
mtp_meatlump_graffiti_reward_02_07		25
