item	cash	token0	token1	token2	token3	token4	token5	token6	token7	token8	token9	token10	token11	token12	token13	token14	token15	token16	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_booster_pack																	20		0		"See library.utils for the int value of the classes. 0 is ""all"" but will only show if there are no items for the opener's class."
item_pgc_booster_pack_goto																	20				
item_pgc_booster_pack_comm																	20				
item_deed_landspeeder_usv5_s02																		24			"So in the case of this table only traders will see the ""all"" items."
item_deed_podracer_anakin																		30			
item_pgc_starship_storage_device_01																		16			
item_pgc_sandcrawler_house_deed																		48			
item_pgc_monitorscreen																	219				
item_pgc_monitorscreen_sm																	177				
item_pgc_glass_pane_01																	169				
item_pgc_glass_pane_02																	169				
item_pgc_jabba_chandelier																	184				
item_pgc_jabba_drapes																	199				
item_pgc_jabba_fancyrug																	192				
item_pgc_jabba_gargoyle																	171
item_pgc_jabba_generator																	203
item_pgc_jabba_table																	224
item_pgc_jabba_tassels																	184
item_pgc_jabba_windchime																	176
item_pgc_fireplace																	269
item_pgc_decal_pgc_s01																	204
item_pgc_decal_pgc_s02																	204
item_pgc_decal_pgc_s03																	204
item_pgc_decal_pgc_s04																	204
item_pgc_decal_pgc_s05																	204
item_pgc_decal_pgc_s06																	204
item_pgc_planet_hologram_corellia																	197
item_pgc_planet_hologram_dantooine																	197
item_pgc_planet_hologram_dathomir																	197
item_pgc_planet_hologram_endor																	197
item_pgc_planet_hologram_lok																	197
item_pgc_planet_hologram_naboo																	197
item_pgc_planet_hologram_rori																	197
item_pgc_planet_hologram_talus																	197
item_pgc_planet_hologram_tatooine																	197
item_pgc_planet_hologram_yavin4																	197
item_pgc_planet_hologram_corellia_02																	162
item_pgc_planet_hologram_dantooine_02																	162
item_pgc_planet_hologram_dathomir_02																	162
item_pgc_planet_hologram_endor_02																	162
item_pgc_planet_hologram_lok_02																	162
item_pgc_planet_hologram_naboo_02																	162
item_pgc_planet_hologram_rori_02																	162
item_pgc_planet_hologram_talus_02																	162
item_pgc_planet_hologram_tatooine_02																	162
item_pgc_planet_hologram_yavin4_02																	162
item_pgc_token_03																	1000
item_costume_chiss_01																	119
item_costume_exar_kun_cultist																	119
item_costume_kit	900																
