item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_event_halloween_song_book		900							
item_event_halloween_bat_pheromone_01_01	5000								
item_event_halloween_spider_pheromone_01_01	5000								
item_event_halloween_trick_device_02_01		200							
st_pr_scarecrow_01		400							
st_pr_scarecrow_02		400							
item_event_halloween_spider_web_01		200							
item_event_halloween_spider_web_02		200							
item_event_halloween_spider_web_03		200							
item_event_halloween_lantern_01		200							
item_event_halloween_lantern_02		200							
item_event_halloween_lantern_03		200							
item_event_halloween_lantern_04		200							
item_event_halloween_lantern_05		200							
item_event_halloween_painting		900
item_event_halloween_krayt_01		400
item_event_halloween_house_sign		900
item_event_halloween_house_sign_standing		900
item_event_halloween_skull_candle_01		200
item_event_halloween_skull_candle_02		200
item_event_gmf_jacket_01		600
item_event_gmf_wings_01		500
item_event_gmf_backpack_01		700
item_costume_gamorrean_guard		600
item_costume_monkey_lizard		600
item_costume_burning_ewok		800
item_costume_kit	900	
