item	cash	token17	class	script	note
s[none]	i[0]	i[0]	i[0]	s	c
weapon_gcw_dh18a_pistol_03_01		1000			
item_schematic_pvp_gcw_saber_1h_gen4		1000			
item_schematic_pvp_gcw_saber_2h_gen4		1000			
weapon_gcw_tc22_rifle_03_01		1000			
weapon_gcw_heavy_pulse_cannon_03_01		1000			
weapon_gcw_lance_03_01		1000			
weapon_gcw_carbine_charric_03_01		1000			
armor_gcw_rebel_marine_bicep_l		300			
armor_gcw_rebel_marine_bicep_r		300			
armor_gcw_rebel_marine_bracer_l		300			
armor_gcw_rebel_marine_bracer_r		300			
armor_gcw_rebel_marine_helmet		800			
armor_gcw_rebel_marine_chest_plate		800			
armor_gcw_rebel_marine_leggings		500			
armor_gcw_rebel_marine_gloves		500
armor_gcw_rebel_marine_boots		500
armor_gcw_rebel_assault_bicep_l		300
armor_gcw_rebel_assault_bicep_r		300
armor_gcw_rebel_assault_bracer_l		300
armor_gcw_rebel_assault_bracer_r		300
armor_gcw_rebel_assault_helmet		800
armor_gcw_rebel_assault_chest_plate		800
armor_gcw_rebel_assault_leggings		500
item_gcw_rebel_assault_utility_belt		300
armor_gcw_rebel_assault_gloves		500
armor_gcw_rebel_assault_boots		500
armor_gcw_rebel_battle_bicep_l		300
armor_gcw_rebel_battle_bicep_r		300
armor_gcw_rebel_battle_bracer_l		300
armor_gcw_rebel_battle_bracer_r		300
armor_gcw_rebel_battle_helmet		800
armor_gcw_rebel_battle_chest_plate		800
armor_gcw_rebel_battle_leggings		500
item_gcw_rebel_battle_utility_belt		300
armor_gcw_rebel_battle_gloves		500
armor_gcw_rebel_battle_boots		500
armor_gcw_rebel_specforce_bicep_l		300
armor_gcw_rebel_specforce_bicep_r		300
armor_gcw_rebel_specforce_bracer_l		300
armor_gcw_rebel_specforce_bracer_r		300
armor_gcw_rebel_specforce_helmet		800
armor_gcw_rebel_specforce_chest_plate		800
armor_gcw_rebel_specforce_leggings		500
item_gcw_rebel_specforce_utility_belt		300
armor_gcw_rebel_specforce_gloves		500
armor_gcw_rebel_specforce_boots		500
item_gcw_rebel_rug_01		500
item_gcw_weapon_rack_01		500
item_gcw_weapon_rack_02		500
item_gcw_rebel_cape_01		2500
item_gcw_rebel_jacket_01		800
item_gcw_points_rebel_gcw_10_01_01		1
item_gcw_points_rebel_gcw_100_01_01		10
item_gcw_points_rebel_gcw_1000_01_01		100
prop_gcw_reb_glowstick_l		500
prop_gcw_reb_glowstick_r		500
item_gcw_invasion_binoculars		1000
item_gcw_mini_turret_consumable		250
item_schematic_prop_ribbon_01_01		100
item_schematic_prop_ribbon_01_02		100
item_schematic_prop_ribbon_01_03		100
item_schematic_prop_ribbon_01_04		100
item_schematic_prop_ribbon_01_05		100
item_schematic_prop_ribbon_01_06		100
item_gcw_atxt_familiar		5000
