ATTACH_SCRIPT	JOURNAL_ENTRY_TITLE	JOURNAL_ENTRY_DESCRIPTION	IS_VISIBLE	PREREQUISITE_TASKS	EXCLUSION_TASKS	ALLOW_REPEATS	TASKS_ON_COMPLETE	TASKS_ON_FAIL	TASK_NAME	SHOW_SYSTEM_MESSAGES	MUSIC_ON_ACTIVATE	MUSIC_ON_COMPLETE	MUSIC_ON_FAILURE	CHANCE_TO_ACTIVATE	QUEST_CONTROL_ON_TASK_COMPLETION	QUEST_CONTROL_ON_TASK_FAILURE	TARGET	PARAMETER	GRANT_QUEST_ON_COMPLETE	GRANT_QUEST_ON_COMPLETE_SHOW_SYSTEM_MESSAGE	GRANT_QUEST_ON_FAIL	GRANT_QUEST_ON_FAIL_SHOW_SYSTEM_MESSAGE	SIGNALS_ON_COMPLETE	SIGNALS_ON_FAIL	CREATE_WAYPOINT	PLANET_NAME	LOCATION_X	LOCATION_Y	LOCATION_Z	INTERIOR_WAYPOINT_APPEARANCE	WAYPOINT_BUILDING_CELL_NAME	WAYPOINT_NAME	CREATE_ENTRANCE_WAYPOINT	ENTRANCE_LOCATION_X	ENTRANCE_LOCATION_Y	ENTRANCE_LOCATION_Z	ENTRANCE_WAYPOINT_NAME	TASK_QUEST_NAME_1	TASK_TASK_NAME_1	TASK_DISPLAY_STRING_1	TASK_QUEST_NAME_2	TASK_TASK_NAME_2	TASK_DISPLAY_STRING_2	TASK_QUEST_NAME_3	TASK_TASK_NAME_3	TASK_DISPLAY_STRING_3	TASK_QUEST_NAME_4	TASK_TASK_NAME_4	TASK_DISPLAY_STRING_4	TASK_QUEST_NAME_5	TASK_TASK_NAME_5	TASK_DISPLAY_STRING_5	TASK_QUEST_NAME_6	TASK_TASK_NAME_6	TASK_DISPLAY_STRING_6	TIMER_AMOUNT	SIGNAL_NAME	WAIT_MARKER_CREATE	WAIT_MARKER_TEMPLATE	WAIT_MARKER_PLANET_NAME	WAIT_MARKER_BUILDING	WAIT_MARKER_CELL_NAME	WAIT_MARKER_X	WAIT_MARKER_Y	WAIT_MARKER_Z
s	s	s	b	s	s	b	s	s	s	b	s	s	s	i	e(none=0,complete=1,clear=2)[none]	e(none=0,complete=1,clear=2)[none]	s	s	s	b	s	b	s	s	b	s	s	s	s	s	s	s	b	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	i	s	b	s	s	s	s	f	f	f
quest.task.ground.nothing	@quest/ground/mtp_corsec_intelligence_officer_safe:task00_journal_entry_title		0			0	1,7		safeMasterNothingTask	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0																													
quest.task.ground.wait_for_tasks	@quest/ground/mtp_corsec_intelligence_officer_safe:task01_journal_entry_title		0			0	2,3,4,5,6		InvisibleWaitForTasks2	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0		quest/mtp_corsec_intelligence_officer_safe	solvedSafe6	@quest/ground/mtp_corsec_intelligence_officer_safe:task01_task_display_string_1	quest/mtp_corsec_intelligence_officer_safe	solvedSafe7	@quest/ground/mtp_corsec_intelligence_officer_safe:task01_task_display_string_2	quest/mtp_corsec_intelligence_officer_safe	solvedSafe8	@quest/ground/mtp_corsec_intelligence_officer_safe:task01_task_display_string_3	quest/mtp_corsec_intelligence_officer_safe	solvedSafe9	@quest/ground/mtp_corsec_intelligence_officer_safe:task01_task_display_string_4	quest/mtp_corsec_intelligence_officer_safe	solvedSafe10	@quest/ground/mtp_corsec_intelligence_officer_safe:task01_task_display_string_5				0									
quest.task.ground.wait_for_signal	@quest/ground/mtp_corsec_intelligence_officer_safe:task02_journal_entry_title	@quest/ground/mtp_corsec_intelligence_officer_safe:task02_journal_entry_description	1			0			solvedSafe10	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0																				0	mtpSafe01_10	0			0		0	0	0
quest.task.ground.wait_for_signal	@quest/ground/mtp_corsec_intelligence_officer_safe:task03_journal_entry_title	@quest/ground/mtp_corsec_intelligence_officer_safe:task03_journal_entry_description	1			0			solvedSafe9	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0																				0	mtpSafe01_09	0			0		0	0	0
quest.task.ground.wait_for_signal	@quest/ground/mtp_corsec_intelligence_officer_safe:task04_journal_entry_title	@quest/ground/mtp_corsec_intelligence_officer_safe:task04_journal_entry_description	1			0			solvedSafe8	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0																				0	mtpSafe01_08	0			0		0	0	0
quest.task.ground.wait_for_signal	@quest/ground/mtp_corsec_intelligence_officer_safe:task05_journal_entry_title	@quest/ground/mtp_corsec_intelligence_officer_safe:task05_journal_entry_description	1			0			solvedSafe7	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0																				0	mtpSafe01_07	0			0		0	0	0
quest.task.ground.wait_for_signal	@quest/ground/mtp_corsec_intelligence_officer_safe:task06_journal_entry_title	@quest/ground/mtp_corsec_intelligence_officer_safe:task06_journal_entry_description	1			0			solvedSafe6	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0																				0	mtpSafe01_06	0			0		0	0	0
quest.task.ground.wait_for_tasks	@quest/ground/mtp_corsec_intelligence_officer_safe:task07_journal_entry_title		0			0	8,9,10,11,12		InvisibleWaitForTasks1	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0		quest/mtp_corsec_intelligence_officer_safe	solvedSafe1	@quest/ground/mtp_corsec_intelligence_officer_safe:task07_task_display_string_1	quest/mtp_corsec_intelligence_officer_safe	solvedSafe2	@quest/ground/mtp_corsec_intelligence_officer_safe:task07_task_display_string_2	quest/mtp_corsec_intelligence_officer_safe	solvedSafe3	@quest/ground/mtp_corsec_intelligence_officer_safe:task07_task_display_string_3	quest/mtp_corsec_intelligence_officer_safe	solvedSafe4	@quest/ground/mtp_corsec_intelligence_officer_safe:task07_task_display_string_4	quest/mtp_corsec_intelligence_officer_safe	solvedSafe5	@quest/ground/mtp_corsec_intelligence_officer_safe:task07_task_display_string_5				0									
quest.task.ground.wait_for_signal	@quest/ground/mtp_corsec_intelligence_officer_safe:task08_journal_entry_title	@quest/ground/mtp_corsec_intelligence_officer_safe:task08_journal_entry_description	1			0			solvedSafe5	0				0	none	none				1		1			0	tatooine	0.0	0.0	0.0				0	0.0	0.0	0.0																				0	mtpSafe01_05	0			0		0	0	0
