name	template	hueColor1	hueColor2	lengthNorm	lengthMin	lengthMax	resourceType	resourceNorm	resourceMax	resourceMin	chumNorm	trophyTemplate
s	s[object/tangible/fishing/fish/fish_generic.iff]	I[-1]	I[-1]	f	f	f	s[seafood_fish]	i	i	i	I[1]	s[trophy_generic.iff]
blowfish	object/tangible/fishing/fish/blowfish.iff	32		0.2	0.1	0.6		9	15	4	2	
faa	object/tangible/fishing/fish/faa.iff	0		0.4	0.2	0.8		12	20	4	2	
bluefish	object/tangible/fishing/fish/bluefish.iff	33		0.4	0.2	1		12	20	4	2	
ray	object/tangible/fishing/fish/ray.iff	31		0.45	0.2	0.9		15	25	5	3	
striped	object/tangible/fishing/fish/striped.iff	11		0.55	0.3	1.2		15	25	5	3	
laa	object/tangible/fishing/fish/laa.iff	26		0.5	0.2	1		17	30	5	5	
blackfish	object/tangible/fishing/fish/blackfish.iff	32		0.6	0.3	1.5		20	35	6	2	
blowfish_tatooine	object/tangible/fishing/fish/blowfish.iff	4		0.2	0.1	0.6		9	15	4	2	
blowfish_corellia	object/tangible/fishing/fish/blowfish.iff	51		0.2	0.1	0.6		9	15	4	2	
blowfish_naboo	object/tangible/fishing/fish/blowfish.iff	27		0.2	0.1	0.6		9	15	4	2	
blowfish_endor	object/tangible/fishing/fish/blowfish.iff	32		0.2	0.1	0.6		12	19	6	2	
blowfish_talus	object/tangible/fishing/fish/blowfish.iff	8		0.2	0.1	0.6		10	17	5	2	
blowfish_lok	object/tangible/fishing/fish/blowfish.iff	39		0.2	0.1	0.6		11	18	5	2	
blowfish_dantooine	object/tangible/fishing/fish/blowfish.iff	46		0.2	0.1	0.6		11	18	5	2	
blowfish_dathomir	object/tangible/fishing/fish/blowfish.iff	17		0.2	0.1	0.6		12	19	6	2
blowfish_yavin4	object/tangible/fishing/fish/blowfish.iff	63		0.2	0.1	0.6		11	18	5	2
blowfish_rori	object/tangible/fishing/fish/blowfish.iff	21		0.2	0.1	0.6		10	17	5	2
faa_tatooine	object/tangible/fishing/fish/faa.iff	11		0.4	0.2	0.8		12	20	4	2
faa_corellia	object/tangible/fishing/fish/faa.iff	21		0.4	0.2	0.8		12	20	4	2
faa_naboo	object/tangible/fishing/fish/faa.iff	0		0.4	0.2	0.8		12	20	4	2
faa_endor	object/tangible/fishing/fish/faa.iff	45		0.4	0.2	0.8		15	25	6	2
faa_talus	object/tangible/fishing/fish/faa.iff	53		0.4	0.2	0.8		13	22	4	2
faa_lok	object/tangible/fishing/fish/faa.iff	31		0.4	0.2	0.8		14	23	5	2
faa_dantooine	object/tangible/fishing/fish/faa.iff	39		0.4	0.2	0.8		14	23	5	2
faa_dathomir	object/tangible/fishing/fish/faa.iff	49		0.4	0.2	0.8		15	25	6	2
faa_yavin4	object/tangible/fishing/fish/faa.iff	59		0.4	0.2	0.8		14	23	5	2
faa_rori	object/tangible/fishing/fish/faa.iff	64		0.4	0.2	0.8		13	22	4	2
bluefish_tatooine	object/tangible/fishing/fish/bluefish.iff	43		0.4	0.2	1		12	20	4	2
bluefish_corellia	object/tangible/fishing/fish/bluefish.iff	53		0.4	0.2	1		12	20	4	2
bluefish_naboo	object/tangible/fishing/fish/bluefish.iff	12		0.4	0.2	1		12	20	4	2
bluefish_endor	object/tangible/fishing/fish/bluefish.iff	48		0.4	0.2	1		15	25	6	2
