strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	9	15	5	25			tatooine_dwarf_nuna_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	5	25			tatooine_dwarf_nuna_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	9	15	5	25			tatooine_gorg_lair_neutral_small	
object/tangible/lair/npc_lair.iff	-1	9	15	5	25			tatooine_kreetle_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	5	25			tatooine_kreetle_lair_neutral_small	
object/tangible/lair/npc_lair.iff	-1	9	15	5	25			tatooine_gorg_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	10	25			tatooine_jawa_squad_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	10	25			tatooine_womprat_lair_neutral_small	
object/tangible/lair/npc_lair.iff	-1	9	15	10	25			tatooine_rill_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	10	25			tatooine_rill_lair_neutral_small	
object/tangible/lair/npc_lair.iff	-1	9	15	10	25			tatooine_womprat_city_slum_rat_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	10	25			tatooine_gorg_glutton_neutral_none	
