strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			jawa_camp	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			tatooine_jawa_warband_neutral_none	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			tatooine_bocatt_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			tatooine_dewback_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			dune_stalker_camp	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			tatooine_ronto_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			tatooine_dune_lizard_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			tatooine_rock_beetle_click_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	20	25	15	25			global_imperial_major_camp_imperial_medium_theater	
object/tangible/lair/npc_lair.iff	1	20	25	15	25	1		tatooine_elite_bocatt_lair_neutral_medium	
