strObject	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts
s	f	f	f	f	f	f	f	f	f	p	s
object/tangible/space/content_infrastructure/basic_spawner.iff	0.009701	0.995523	-0.094024	-0.203719	0.094024	0.974504	6427.69	-6877.16	-5763.12	fltMaxSpawnDistance|2|20|fltMaxSpawnTime|2|120|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|1|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|17|strPatrolPoints_mangled.segment.0|5|nym_gunboat_to_imp_00:nym_gunboat_to_imp_01:nym_gunboat_to_imp_02:nym_gunboat_to_imp_03:nym_gunboat_to_imp_04:nym_gunboat_to_imp_05:nym_gunboat_to_imp_06:nym_gunboat_to_imp_07:nym_gunboat_to_imp_08:nym_gunboat_to_imp_09:|strPatrolPoints_mangled.segment.1|5|nym_gunboat_to_imp_10:nym_gunboat_to_imp_11:nym_gunboat_to_imp_12:nym_gunboat_to_imp_13:nym_gunboat_to_imp_14:nym_gunboat_to_imp_15:nym_gunboat_to_imp_16:|strSpawnerName|4|nym_gunboat_to_imp|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|nym_gunship_tier3:|$|	script.space.content_tools.spawner
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	6416.70	-6863.73	-5631.28	$|	
object/tangible/space/content_infrastructure/quest_nav_point.iff	-0.140179	0.777400	-0.613187	-0.848371	-0.413615	-0.330439	5995.00	-6027.00	-6474.00	nav_name|4|navpoint_poi_bloodlight_sea|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/quest_nav_point.iff	-0.392936	0.802413	0.449149	0.141407	-0.429900	0.891734	5050.92	-5907.54	-7340.26	nav_name|4|tatooine_privateer_tier4_leg_4_assassinate_one_5|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.115525	0.991802	-0.054610	-0.931769	-0.127254	-0.340018	6959.20	-5822.69	-6004.09	fltMaxCircleDistance|2|300|fltMaxSpawnDistance|2|30|fltMaxSpawnTime|2|60|fltMinCircleDistance|2|150|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|30|intSpawnCount|0|2|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|nym_fodder_2|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|nym_bomber_tier3:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.000000	1.000000	0.000000	-0.795725	0.000000	0.605659	5820.73	-6045.11	-6201.12	fltMaxSpawnDistance|2|30|fltMaxSpawnTime|2|60|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|30|intSpawnCount|0|3|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|30|strPatrolPoints_mangled.segment.0|5|nym_asteroid_patrol_1_00:nym_asteroid_patrol_1_01:nym_asteroid_patrol_1_02:nym_asteroid_patrol_1_03:nym_asteroid_patrol_1_04:nym_asteroid_patrol_1_05:nym_asteroid_patrol_1_06:nym_asteroid_patrol_1_07:nym_asteroid_patrol_1_08:nym_asteroid_patrol_1_09:|strPatrolPoints_mangled.segment.1|5|nym_asteroid_patrol_1_10:nym_asteroid_patrol_1_11:nym_asteroid_patrol_1_12:nym_asteroid_patrol_1_13:nym_asteroid_patrol_1_14:nym_asteroid_patrol_1_15:nym_asteroid_patrol_1_16:nym_asteroid_patrol_1_17:nym_asteroid_patrol_1_18:nym_asteroid_patrol_1_19:|strPatrolPoints_mangled.segment.2|5|nym_asteroid_patrol_1_20:nym_asteroid_patrol_1_21:nym_asteroid_patrol_1_22:nym_asteroid_patrol_1_23:nym_asteroid_patrol_1_24:nym_asteroid_patrol_1_25:nym_asteroid_patrol_1_26:nym_asteroid_patrol_1_27:nym_asteroid_patrol_1_28:nym_asteroid_patrol_1_29:|strSpawnerName|4|nym_asteroid_patrol_1|strSpawnerType|4|generic|strSpawns_mangled.count|0|2|strSpawns_mangled.segment.0|5|nym_bomber_tier2:nym_enforcer_tier3:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.423720	-0.904696	0.044581	-0.013230	-0.055394	-0.998377	5042.23	-5731.54	-5965.59	nav_name|4|tatooine_privateer_tier4_leg_4_assassinate_one_4|$|	script.space.quest_logic.quest_nav_point
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	5273.60	-5877.38	-5542.16	$|	
object/static/space/spacestation/rsf_spacestation.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	5994.32	-6026.31	-6473.10	$|	
