strObject	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts
s	f	f	f	f	f	f	f	f	f	p	s
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.371935	-0.874364	-0.311694	-0.415282	0.143572	-0.898292	-2188.77	-21.31	564.55	nav_name|4|tier3_privateer_rancor_path_03|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.730538	-0.562259	-0.387529	0.483906	0.826662	-0.287169	-6621.30	-6310.98	-1147.01	nav_name|4|corellia_privateer_assassinate_42a_1|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/quest_nav_point.iff	-0.949699	0.313164	0.000870	0.241659	0.734615	-0.633988	-1914.75	-7056.55	1779.13	nav_name|4|corellia_imperial_tier4_recoveryduty1_5|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.580038	-0.770223	0.265166	-0.630083	-0.630537	-0.453232	-4084.92	-7307.71	2090.41	nav_name|4|corellia_imperial_tier4_recoveryduty1_4|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.246574	0.668997	0.701174	-0.614895	-0.667226	0.420373	-3934.14	-6968.72	2011.40	fltMaxCircleDistance|2|120|fltMaxSpawnDistance|2|40|fltMaxSpawnTime|2|300|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|20|fltMinSpawnTime|2|180|intSpawnCount|0|1|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|corellia_imperial_tier4_inspect2|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|velocity_merc_group_leader_tier5:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.458182	0.319925	0.829287	-0.387229	-0.911635	0.137749	-3807.69	-6665.25	1966.89	fltMaxCircleDistance|2|320|fltMaxSpawnDistance|2|40|fltMaxSpawnTime|2|300|fltMinCircleDistance|2|60|fltMinSpawnDistance|2|20|fltMinSpawnTime|2|180|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|pirate_beacon_defense|strSpawnerType|4|generic|strSpawns_mangled.count|0|2|strSpawns_mangled.segment.0|5|velocity_merc_fighter_tier3:velocity_smuggler_tier3:|$|	script.space.content_tools.spawner
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-4091.40	-7286.57	2045.22	$|	
object/tangible/space/content_infrastructure/basic_spawner.iff	0.713652	0.691588	-0.111391	0.660209	-0.717198	-0.223051	-3800.08	6192.85	-4469.14	fltMaxCircleDistance|2|300|fltMaxSpawnDistance|2|20|fltMaxSpawnTime|2|300|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|180|intSpawnCount|0|6|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|rebel_base_defense_2|strSpawnerType|4|generic|strSpawns_mangled.count|0|12|strSpawns_mangled.segment.0|5|reb_xwing_tier3:reb_xwing_tier3_dantooine:reb_ywing_tier3:reb_ywing_tier3_dantooine:reb_z95_tier2:reb_z95_tier3:reb_xwing_tier2:reb_awing_tier2:reb_awing_tier3:reb_bwing_tier2:|strSpawns_mangled.segment.1|5|reb_bwing_tier3:reb_ywing_tier2:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.855556	0.088680	0.510058	-0.262538	0.923459	0.279818	-4300.00	5100.00	-4865.00	nav_name|4|navpoint_station_rebel_2|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/basic_spawner.iff	0.589025	0.667850	-0.455002	0.645365	-0.727620	-0.232538	-3838.20	5840.12	-3806.84	fltMaxCircleDistance|2|120|fltMaxSpawnDistance|2|20|fltMaxSpawnTime|2|30|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|10|intSpawnCount|0|1|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|naboo_rebel_tier3_inspect_target|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|naboo_tier3_imperial_spy:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/quest_nav_point.iff	-0.017204	-0.979616	-0.200140	0.931803	0.056875	-0.358480	-2327.34	5908.31	-2768.88	nav_name|4|naboo_rebel_tier3_survival_point|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/basic_spawner.iff	0.510929	0.837638	0.193168	-0.838628	0.436342	0.326050	-2871.13	5027.66	-3071.00	fltMaxSpawnDistance|2|20|fltMaxSpawnTime|2|300|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|180|intSpawnCount|0|6|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|16|strPatrolPoints_mangled.segment.0|5|rebel_base_defense_1_00:rebel_base_defense_1_01:rebel_base_defense_1_02:rebel_base_defense_1_03:rebel_base_defense_1_04:rebel_base_defense_1_05:rebel_base_defense_1_06:rebel_base_defense_1_07:rebel_base_defense_1_08:rebel_base_defense_1_09:|strPatrolPoints_mangled.segment.1|5|rebel_base_defense_1_10:rebel_base_defense_1_11:rebel_base_defense_1_12:rebel_base_defense_1_13:rebel_base_defense_1_14:rebel_base_defense_1_15:|strSpawnerName|4|rebel_base_defense_1|strSpawnerType|4|generic|strSpawns_mangled.count|0|7|strSpawns_mangled.segment.0|5|reb_xwing_tier2:reb_xwing_tier3_dantooine:reb_ywing_tier2:reb_ywing_tier3_dantooine:reb_awing_tier2:reb_bwing_tier2:reb_z95_tier2:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.090950	-0.947982	-0.305055	-0.693275	0.159634	-0.702770	-2585.73	5075.96	-3250.51	nav_name|4|naboo_rebel_tier3_point_4|$|	script.space.quest_logic.quest_nav_point
