strObject	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts
s	f	f	f	f	f	f	f	f	f	p	s
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.895191	0.295160	0.333937	0.017597	0.772093	-0.635266	3686.83	1552.18	3339.19	fltMaxCircleDistance|2|400|fltMaxSpawnDistance|2|50|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|100|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|6|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|imperial_tie_hyper1_patrol4|strSpawnerType|4|generic|strSpawns_mangled.count|0|6|strSpawns_mangled.segment.0|5|imp_tie_fighter_tier3:imp_tie_interceptor_tier3:imp_tie_bomber_tier3:imp_tie_advanced_tier3:imp_tie_aggressor_tier3:imp_tie_oppressor_tier3:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.661046	0.726265	0.188566	-0.710470	-0.524995	-0.468629	3413.22	-92.40	3462.73	fltMaxCircleDistance|2|400|fltMaxSpawnDistance|2|50|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|6|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|imperial_tie_hyper1_patrol1|strSpawnerType|4|generic|strSpawns_mangled.count|0|6|strSpawns_mangled.segment.0|5|imp_tie_fighter_tier3:imp_tie_interceptor_tier2:imp_tie_interceptor_tier3:imp_tie_bomber_tier3:imp_tie_advanced_tier3:imp_tie_aggressor_tier3:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.186637	0.979288	-0.078492	-0.977202	0.193282	0.087860	3490.39	73.81	3514.85	fltMaxSpawnDistance|2|15|fltMaxSpawnTime|2|120|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|2|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|7|strPatrolPoints_mangled.segment.0|5|imperial_supply_route_1_00:imperial_supply_route_1_01:imperial_supply_route_1_02:imperial_supply_route_1_03:imperial_supply_route_1_04:imperial_supply_route_1_05:imperial_supply_route_1_06:|strSpawnerName|4|imperial_supply_route_1|strSpawnerType|4|generic|strSpawns_mangled.count|0|4|strSpawns_mangled.segment.0|5|imp_freighterlight_tier3:imp_tie_fighter_tier3:imp_freighterheavy_tier3:imp_freightermedium_tier3:|$|	script.space.content_tools.spawner
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	3490.63	-0.97	3627.63	$|	
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.881079	0.470239	0.050743	-0.024300	-0.152150	0.988059	2829.91	-4794.99	1393.20	fltMaxCircleDistance|2|350|fltMaxSpawnDistance|2|50|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|100|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|hutt_asteroid_patrol2|strSpawnerType|4|generic|strSpawns_mangled.count|0|2|strSpawns_mangled.segment.0|5|hutt_bomber_s02_tier2:hutt_fighter_s01_tier2:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.006308	0.999975	0.003089	0.989557	-0.006687	0.143986	2420.00	-3700.00	2219.00	nav_name|4|massassi_corellia_deep_mining_02|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.006308	0.999975	0.003089	0.989557	-0.006687	0.143986	2400.00	-3700.00	2219.00	nav_name|4|massassi_corellia_deep_mining_01|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/quest_nav_point.iff	0.430146	0.593650	-0.680114	-0.873721	0.084221	-0.479081	2247.68	-3184.75	1569.67	nav_name|4|yavin_rebel_region_scan_5|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.919034	0.377382	0.113838	-0.388081	-0.916862	-0.093575	2428.50	-5996.11	1259.60	fltMaxCircleDistance|2|300|fltMaxSpawnDistance|2|50|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|200|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|hutt_asteroid_patrol|strSpawnerType|4|generic|strSpawns_mangled.count|0|3|strSpawns_mangled.segment.0|5|hutt_bomber_s01_tier2:hutt_fighter_s01_tier2:hutt_heavy_s01_tier3:|$|	script.space.content_tools.spawner
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	4240.00	6384.00	7024.00	$|	
object/tangible/space/content_infrastructure/basic_spawner.iff	0.004053	0.999984	-0.003893	-0.721241	0.005620	0.692661	-6904.05	4998.10	6054.05	fltMaxSpawnDistance|2|10|fltMaxSpawnTime|2|10800|fltMinSpawnDistance|2|5|fltMinSpawnTime|2|7200|intSpawnCount|0|1|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|8|strPatrolPoints_mangled.segment.0|5|imperial_squad_1_00:imperial_squad_1_01:imperial_squad_1_02:imperial_squad_1_03:imperial_squad_1_04:imperial_squad_1_05:imperial_squad_1_06:imperial_squad_1_07:|strSpawnerName|4|imperial_squad_1|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|squad_imperial_fleet:|$|	script.space.content_tools.spawner
