strObject	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts
s	f	f	f	f	f	f	f	f	f	p	s
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.398999	0.511812	-0.760821	0.910472	0.319595	-0.262486	-7133.08	1932.65	-977.52	fltMaxSpawnDistance|2|20|fltMaxSpawnTime|2|120|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|5|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|19|strPatrolPoints_mangled.segment.0|5|rogue_droid_generator_00:rogue_droid_generator_01:rogue_droid_generator_02:rogue_droid_generator_03:rogue_droid_generator_04:rogue_droid_generator_05:rogue_droid_generator_06:rogue_droid_generator_07:rogue_droid_generator_08:rogue_droid_generator_09:|strPatrolPoints_mangled.segment.1|5|rogue_droid_generator_10:rogue_droid_generator_11:rogue_droid_generator_12:rogue_droid_generator_13:rogue_droid_generator_14:rogue_droid_generator_15:rogue_droid_generator_16:rogue_droid_generator_17:rogue_droid_generator_18:|strSpawnerName|4|rogue_droid_generator|strSpawnerType|4|generic|strSpawns_mangled.count|0|6|strSpawns_mangled.segment.0|5|rogue_droid_bomber:rogue_droid_defender_tier1:rogue_droid_defender_tier1_naboo:rogue_droid_fighter_tier1:rogue_droid_fighter_tier1_naboo:rogue_droid_scrapper_tier1_naboo:|$|	script.space.content_tools.spawner
object/static/space/beacon/hyperspace_generator_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-7118.45	1977.79	-1015.95	$|	
object/tangible/space/content_infrastructure/basic_spawner.iff	0.155928	0.812781	0.561315	0.133882	-0.580412	0.803242	-7118.43	1949.92	-1078.28	fltMaxSpawnDistance|2|15|fltMaxSpawnTime|2|10800|fltMinSpawnDistance|2|5|fltMinSpawnTime|2|7200|intSpawnCount|0|1|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|48|strPatrolPoints_mangled.segment.0|5|rogue_droid_boss_00:rogue_droid_boss_01:rogue_droid_boss_02:rogue_droid_boss_03:rogue_droid_boss_04:rogue_droid_boss_05:rogue_droid_boss_06:rogue_droid_boss_07:rogue_droid_boss_08:rogue_droid_boss_09:|strPatrolPoints_mangled.segment.1|5|rogue_droid_boss_10:rogue_droid_boss_11:rogue_droid_boss_12:rogue_droid_boss_13:rogue_droid_boss_14:rogue_droid_boss_15:rogue_droid_boss_16:rogue_droid_boss_17:rogue_droid_boss_18:rogue_droid_boss_19:|strPatrolPoints_mangled.segment.2|5|rogue_droid_boss_20:rogue_droid_boss_21:rogue_droid_boss_22:rogue_droid_boss_23:rogue_droid_boss_24:rogue_droid_boss_25:rogue_droid_boss_26:rogue_droid_boss_27:rogue_droid_boss_28:rogue_droid_boss_29:|strPatrolPoints_mangled.segment.3|5|rogue_droid_boss_30:rogue_droid_boss_31:rogue_droid_boss_32:rogue_droid_boss_33:rogue_droid_boss_34:rogue_droid_boss_35:rogue_droid_boss_36:rogue_droid_boss_37:rogue_droid_boss_38:rogue_droid_boss_39:|strPatrolPoints_mangled.segment.4|5|rogue_droid_boss_40:rogue_droid_boss_41:rogue_droid_boss_42:rogue_droid_boss_43:rogue_droid_boss_44:rogue_droid_boss_45:rogue_droid_boss_46:rogue_droid_boss_47:|strSpawnerName|4|rogue_droid_boss|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|rogue_droid_boss:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.564262	0.806649	0.175857	0.823645	-0.564643	-0.052788	-7167.13	1933.40	-1052.15	fltMaxSpawnDistance|2|30|fltMaxSpawnTime|2|120|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|5|strDefaultBehavior|4|patrolNoRecycle|strPatrolPoints_mangled.count|0|11|strPatrolPoints_mangled.segment.0|5|rogue_droid_scrapper_route_00:rogue_droid_scrapper_route_01:rogue_droid_scrapper_route_02:rogue_droid_scrapper_route_03:rogue_droid_scrapper_route_04:rogue_droid_scrapper_route_05:rogue_droid_scrapper_route_06:rogue_droid_scrapper_route_07:rogue_droid_scrapper_route_08:rogue_droid_scrapper_route_09:|strPatrolPoints_mangled.segment.1|5|rogue_droid_scrapper_route_10:|strSpawnerName|4|rogue_droid_scrapper_route|strSpawnerType|4|generic|strSpawns_mangled.count|0|2|strSpawns_mangled.segment.0|5|rogue_droid_scrapper_tier1:rogue_droid_scrapper_tier1_naboo:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.652317	0.699912	-0.290872	0.072718	-0.324201	-0.943189	-6635.20	2035.20	-1686.89	intDangerLevel|0|1|intDangerPct|0|6|intMaxResourcePool|0|6000|intMinResourcePool|0|1000|strAsteroidType|4|carbonaceous|strSpawnerName|4|naboo_asteroid_1|strSpawnerType|4|asteroid|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/quest_nav_point.iff	-0.231565	0.967907	-0.097638	0.194183	0.144335	0.970289	-6644.00	5084.00	1116.00	nav_name|4|talus_station_mission4_2|$|	script.space.quest_logic.quest_nav_point
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.262971	0.925930	0.271108	-0.898351	-0.337474	0.281206	-2389.45	-5285.72	-810.96	fltMaxCircleDistance|2|300|fltMaxSpawnDistance|2|30|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|4|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|borvo_static_patrol_three|strSpawnerType|4|generic|strSpawns_mangled.count|0|6|strSpawns_mangled.segment.0|5|borvo_bomber_tier1:borvo_bomber_tier1_naboo:borvo_defender_tier1:borvo_defender_tier1_naboo:borvo_fighter_tier1:borvo_fighter_tier1_naboo:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.129206	0.977668	-0.165744	-0.310049	0.198595	0.929747	-3672.42	-7131.85	2145.88	fltMaxCircleDistance|2|300|fltMaxSpawnDistance|2|30|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|4|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|borvo_static_patrol_four|strSpawnerType|4|generic|strSpawns_mangled.count|0|4|strSpawns_mangled.segment.0|5|borvo_bomber_tier1:borvo_bomber_tier1_naboo:borvo_defender_tier1:borvo_defender_tier1_naboo:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.020659	0.771544	0.635841	0.031010	-0.636165	0.770930	-3654.49	-5367.08	2378.50	fltMaxSpawnDistance|2|20|fltMaxSpawnTime|2|10800|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|7200|intSpawnCount|0|1|strDefaultBehavior|4|patrol|strPatrolPoints_mangled.count|0|53|strPatrolPoints_mangled.segment.0|5|borvo_boss_00:borvo_boss_01:borvo_boss_02:borvo_boss_03:borvo_boss_04:borvo_boss_05:borvo_boss_06:borvo_boss_07:borvo_boss_08:borvo_boss_09:|strPatrolPoints_mangled.segment.1|5|borvo_boss_10:borvo_boss_11:borvo_boss_12:borvo_boss_13:borvo_boss_14:borvo_boss_15:borvo_boss_16:borvo_boss_17:borvo_boss_18:borvo_boss_19:|strPatrolPoints_mangled.segment.2|5|borvo_boss_20:borvo_boss_21:borvo_boss_22:borvo_boss_23:borvo_boss_24:borvo_boss_25:borvo_boss_26:borvo_boss_27:borvo_boss_28:borvo_boss_29:|strPatrolPoints_mangled.segment.3|5|borvo_boss_30:borvo_boss_31:borvo_boss_32:borvo_boss_33:borvo_boss_34:borvo_boss_35:borvo_boss_36:borvo_boss_37:borvo_boss_38:borvo_boss_39:|strPatrolPoints_mangled.segment.4|5|borvo_boss_40:borvo_boss_41:borvo_boss_42:borvo_boss_43:borvo_boss_44:borvo_boss_45:borvo_boss_46:borvo_boss_47:borvo_boss_48:borvo_boss_49:|strPatrolPoints_mangled.segment.5|5|borvo_boss_50:borvo_boss_51:borvo_boss_52:|strSpawnerName|4|borvo_boss|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|borvo_boss_tier3:|$|	script.space.content_tools.spawner
