strObject	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts
s	f	f	f	f	f	f	f	f	f	p	s
object/static/space/beacon/hyperspace_generator_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2916.35	-7016.33	-6863.98	$|	
object/static/space/beacon/hyperspace_generator_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	7157.44	7198.46	7337.14	$|	
object/static/space/spacestation/pirate_outpost_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	6356.15	5697.93	6748.74	$|	
object/static/space/spacestation/mining_outpost_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	6594.44	948.03	6747.52	$|	
object/static/space/spacestation/pirate_outpost_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-7292.95	-6538.04	-6398.39	$|	
object/static/space/asteroid/planetoid_iron_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-6278.77	58.70	1601.70	$|	
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	598.00	6075.00	-7170.00	$|	
object/static/space/ship/cargo_freighter.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	3584.58	-5909.12	3956.66	$|	
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	3777.95	-5613.45	4113.65	$|	
object/static/space/ship/cargo_freighter.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	3927.12	-5630.30	3925.90	$|	
object/static/space/beacon/hyperspace_generator_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1996.00	-2300.00	4099.00	$|	
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-869.00	-91.00	3756.00	$|	
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	676.05	-5644.22	-66.90	$|	
object/static/space/ship/cargo_freighter.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	407.73	-5630.30	-264.41	$|	
object/static/space/ship/cargo_freighter.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	842.07	-5656.42	134.77	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2894.07	-2771.86	-2974.05	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2902.11	-2743.32	-2941.49	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2833.86	-2757.75	-2962.27	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2844.49	-2743.72	-2937.41	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2830.17	-2701.97	-2943.68	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2839.68	-2729.81	-2975.74	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2844.35	-2750.83	-2913.70	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2854.04	-2679.78	-2913.14	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2893.54	-2715.93	-2889.60	$|	
object/static/space/debris/cargo_pristine_large_a.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2867.52	-2696.86	-2868.84	$|	
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1344.28	-3053.80	283.21	$|	
object/static/structure/general/lucky_despot_debris_forward_hull.iff	0.924606	0.286382	0.251176	0.000000	-0.659385	0.751806	809.25	1592.70	-436.83	$|	
object/static/structure/general/lucky_despot_debris_aft_hull.iff	-0.071714	0.573771	-0.815870	-0.216404	0.789541	0.574277	961.12	1429.40	-596.80	$|	
object/static/space/beacon/hyperspace_route_beacon_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-820.00	-90.00	2862.00	$|	
object/static/space/spacestation/destroyed_neutral_spacestation_01.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	-2886.07	6709.68	1248.57	$|	
object/static/space/spacestation/pirate_outpost_asteroid.iff	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1296.67	5965.51	-5488.45	$|	
object/static/space/spacestation/destroyed_rebel_spacestation_01.iff	0.194280	0.976045	0.097936	-0.317945	-0.031793	0.947576	-1507.00	1904.00	-3392.00	$|	
object/ship/spacestation_neutral.iff	0.171286	0.984036	-0.048317	0.603356	-0.143540	-0.784448	2311.89	-5872.72	1865.29	convo.appearance|4|object/mobile/space_comm_station_tatooine.iff|fltCostPerDamagePoint|2|1|intDockable|0|1|intInvincible|0|1|loot.intCredits|0|5619|loot.intNumItems|0|1|loot.strLootTable|4|treasure_2|ship.pilotType|4||ship.shipName|4|spacestation_neutral|strCapitalShipType|4|test_capital_ship|strName|4|station_tatooine|xp.intXP|0|20|$|	script.space.content_tools.spacestation,script.space.ai.space_ai,script.space.combat.combat_ship_capital,script.conversation.station_tatooine
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.719231	0.131177	0.682276	-0.089983	-0.991331	0.095741	1428.75	7355.21	-5554.37	fltMaxCircleDistance|2|120|fltMaxSpawnDistance|2|50|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|hutt_guards_base_4|strSpawnerType|4|generic|strSpawns_mangled.count|0|8|strSpawns_mangled.segment.0|5|hutt_bomber_s01_tier1:hutt_bomber_s01_tier1:hutt_bomber_s01_tier1_tatooine:hutt_fighter_s01_tier1:hutt_fighter_s01_tier1:hutt_fighter_s01_tier1:hutt_fighter_s01_tier1:hutt_fighter_s01_tier1_tatooine:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.290371	0.955834	0.045463	0.916824	-0.291499	0.272878	1752.38	-1247.86	531.58	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|100|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|iron_roid_pirate_01|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|bestine_pirate_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.379132	0.900475	0.213080	0.923404	-0.353273	-0.150077	2514.19	-1699.29	307.36	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|100|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|iron_roid_pirate_02|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|bestine_pirate_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.658759	0.733457	0.167562	-0.682345	0.676272	-0.277600	2406.00	-1187.00	165.00	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|100|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|iron_roid_pirate_03|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|bestine_pirate_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.719107	-0.608300	-0.335941	-0.654570	0.755255	0.033589	-2875.78	-2740.88	-2927.42	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|100|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|4|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|hutt_hideout|strSpawnerType|4|generic|strSpawns_mangled.count|0|11|strSpawns_mangled.segment.0|5|hutt_fighter_s01_tier1:hutt_fighter_s01_tier1:hutt_starbomber:hutt_fighter_s01_tier1_tatooine:hutt_fighter_s01_tier1_tatooine:hutt_fighter_s01_tier1:hutt_fighter_s01_tier1:hutt_fighter_s01_tier1:hutt_bomber_s01_tier1:hutt_bomber_s01_tier1:|strSpawns_mangled.segment.1|5|hutt_bomber_s01_tier1_tatooine:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.541737	-0.092266	-0.835469	0.798439	-0.367144	-0.477180	-2010.49	1612.79	-2227.07	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|100|fltMaxSpawnTime|2|420|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|300|intSpawnCount|0|1|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|freighter_victim|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|freighterlight_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.395537	0.864924	-0.308963	-0.739468	-0.499415	-0.451411	-3665.22	618.78	2970.98	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|12|fltMaxSpawnTime|2|90|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|4|fltMinSpawnTime|2|40|intSpawnCount|0|6|strDefaultBehavior|4|patrolFixedCircle|strSpawnerName|4|imp_base_defense_02|strSpawnerType|4|generic|strSpawns_mangled.count|0|8|strSpawns_mangled.segment.0|5|imp_tie_advanced_tier1:imp_tie_aggressor_tier1:imp_tie_bomber_tier1:imp_tie_bomber_tier1_tatooine:imp_tie_fighter_tier1:imp_tie_fighter_tier1_tatooine:imp_tie_interceptor_tier1:imp_tie_oppressor_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.054300	0.980510	0.188817	-0.086320	0.192998	-0.977395	1098.55	767.79	-2978.04	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|14|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|6|fltMinSpawnTime|2|60|intSpawnCount|0|6|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|blacksun_threat_2|strSpawnerType|4|generic|strSpawns_mangled.count|0|9|strSpawns_mangled.segment.0|5|blacksun_ace_s04_tier1:blacksun_aggressor_tier1:blacksun_bomber_s01_tier1:blacksun_dune_lizard_tier1:blacksun_fighter_s01_tier1:blacksun_fighter_s02_tier1:blacksun_heavy_fighter_tier1:blacksun_marauder_tier1:blacksun_vehement_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.261248	0.961698	-0.082984	-0.941774	0.272798	0.196580	-2203.00	-2389.56	518.82	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|16|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|4|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|reb_recon_threat_2|strSpawnerType|4|generic|strSpawns_mangled.count|0|5|strSpawns_mangled.segment.0|5|imp_tie_bomber_tier1:imp_tie_fighter_tier1:imp_tie_fighter_tier1:imp_tie_fighter_tier1:imp_tie_fighter_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	0.126374	0.957787	0.258212	0.785990	-0.255482	0.562982	2816.22	336.69	-1908.64	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|20|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|9|fltMinSpawnTime|2|60|intSpawnCount|0|8|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|blacksun_threat_3|strSpawnerType|4|generic|strSpawns_mangled.count|0|10|strSpawns_mangled.segment.0|5|blacksun_aggressor_tier1:blacksun_bomber_s01_tier1:blacksun_bomber_s01_tier2:blacksun_bomber_s01_tier2_tatooine:blacksun_fighter_s01_tier1:blacksun_fighter_s01_tier2:blacksun_fighter_s01_tier2_tatooine:blacksun_heavy_fighter_tier1:blacksun_marauder_tier1:blacksun_vehement_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.096094	0.692966	-0.714537	0.332669	0.698939	0.633100	896.73	1268.68	-2850.68	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|30|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|60|intSpawnCount|0|3|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|bestine_pirates|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|bestine_pirate_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.462290	0.764929	0.448521	0.655219	0.635490	-0.408461	-6388.80	4911.98	-1055.89	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|30|fltMaxSpawnTime|2|90|fltMinCircleDistance|2|50|fltMinSpawnDistance|2|10|fltMinSpawnTime|2|40|intSpawnCount|0|6|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|imperial_base_guard_1|strSpawnerType|4|generic|strSpawns_mangled.count|0|8|strSpawns_mangled.segment.0|5|imp_tie_bomber_tier1:imp_tie_bomber_tier1_tatooine:imp_tie_fighter_tier1:imp_tie_fighter_tier1_tatooine:imp_tie_aggressor_tier1:imp_tie_advanced_tier1:imp_tie_interceptor_tier1:imp_tie_oppressor_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.180583	0.983220	0.025864	-0.642596	-0.098033	-0.759908	-982.09	-104.91	-1281.07	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|32|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|100|fltMinSpawnDistance|2|12|fltMinSpawnTime|2|60|intSpawnCount|0|6|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|anchorhead_supply_threat_1|strSpawnerType|4|generic|strSpawns_mangled.count|0|7|strSpawns_mangled.segment.0|5|imp_tie_bomber_tier1:imp_tie_bomber_tier1_tatooine:imp_tie_fighter_tier1:imp_tie_fighter_tier1_tatooine:imp_tie_advanced_tier1:imp_tie_aggressor_tier1:imp_tie_interceptor_tier1:|$|	script.space.content_tools.spawner
object/tangible/space/content_infrastructure/basic_spawner.iff	-0.686612	-0.438178	-0.580142	-0.654623	0.719754	0.231136	230.60	1165.34	-2275.50	fltMaxCircleDistance|2|200|fltMaxSpawnDistance|2|32|fltMaxSpawnTime|2|120|fltMinCircleDistance|2|100|fltMinSpawnDistance|2|8|fltMinSpawnTime|2|60|intSpawnCount|0|1|strDefaultBehavior|4|patrolRandomPath|strSpawnerName|4|marcus_the_mad|strSpawnerType|4|generic|strSpawns_mangled.count|0|1|strSpawns_mangled.segment.0|5|marcus_the_mad:|$|	script.space.content_tools.spawner
