logical_saddle_name	saddle_capacity	saddle_appearance_name	client_data_filename	comment
s	i	s	s	c
lookup/mnt_saddle_body1_medium_s01	1	appearance/mnt_saddle_body1_medium_s01.apt		# Whatever you want here
lookup/mnt_saddle_body1_narrow_s01	1	appearance/mnt_saddle_body1_narrow_s01.apt		
lookup/mnt_saddle_body1_wide_s01	1	appearance/mnt_saddle_body1_wide_s01.apt		
lookup/mnt_saddle_body1_wide_s02	1	appearance/mnt_saddle_body1_wide_s02.apt		
lookup/mnt_saddle_varactyl_armor	1	appearance/mnt_saddle_varactyl_armor.apt		
lookup/mnt_saddle_body2_medium_s01	1	appearance/mnt_saddle_body2_medium_s01.apt		
lookup/mnt_saddle_body2_narrow_s01	1	appearance/mnt_saddle_body2_narrow_s01.apt		
lookup/mnt_saddle_body2_wide_s01	1	appearance/mnt_saddle_body2_wide_s01.apt		
lookup/mnt_saddle_body3_wide_s01	1	appearance/mnt_saddle_body3_wide_s01.apt		
lookup/mnt_saddle_body2_wide_s02	1	appearance/mnt_saddle_body2_wide_s02.apt		
lookup/landspeeder_luke	2	appearance/landspeeder_luke.apt	clientdata/vehicle/landspeeder.iff	
lookup/speeder_bike	1	appearance/speeder_bike.apt	clientdata/vehicle/speeder_bike.iff	
lookup/swoop_bike	1	appearance/swoop_bike.apt	clientdata/vehicle/swoop_bike.iff	
lookup/landspeeder_av21	2	appearance/landspeeder_av21.apt	clientdata/vehicle/landspeeder_av21.iff	
lookup/jetpack_mandalorian	1	appearance/jetpack_mandalorian_s01.apt	clientdata/vehicle/jetpack_mandalorian.iff
lookup/flash_speeder	2	appearance/flash_speeder.apt	clientdata/vehicle/speederbike_flash.iff
lookup/speeder_sorob_lars	7	appearance/speeder_sorob_lars.apt	clientdata/vehicle/speeder_sorob_lars.iff
lookup/speeder_xp_38	2	appearance/speeder_xp_38.apt	clientdata/vehicle/speeder_xp_38.iff
lookup/speeder_ab1	2	appearance/speeder_ab1.apt	clientdata/vehicle/speeder_ab1.iff
lookup/clone_barc_speeder	1	appearance/clone_barc_speeder.apt	clientdata/vehicle/barc_speeder.iff
lookup/speeder_usv5	5	appearance/speeder_usv5.apt	clientdata/vehicle/speeder_usv5.iff
lookup/speeder_desert_skiff	8	appearance/speeder_desert_skiff.apt	clientdata/vehicle/speeder_desert_skiff.iff
lookup/speeder_tantive4	8	appearance/speeder_tantive4.apt	clientdata/vehicle/speeder_tantive4.iff
lookup/speeder_lava_skiff	2	appearance/lava_skiff.apt	clientdata/vehicle/speeder_lava_skiff.iff
lookup/clone_barc_speeder_rebel	1	appearance/pvp_rebel_barc.apt	clientdata/vehicle/barc_speeder_rebel.iff
lookup/clone_barc_speeder_imperial	1	appearance/pvp_imperial_barc.apt	clientdata/vehicle/barc_speeder_imperial.iff
lookup/walker_at_rt_reg	1	appearance/walker_at_rt_reg.apt	clientdata/vehicle/walker_at_rt_camo.iff
lookup/walker_at_rt_camo	1	appearance/pv_walker_at_rt_camo.sat	clientdata/vehicle/walker_at_rt_camo.iff
lookup/barc_speeder_light_bend	1	appearance/light_bending_barc_speeder.apt	clientdata/vehicle/barc_speeder_light_bending.iff
lookup/pod_racer_one	1	appearance/gasgano_pod_racer.sat	clientdata/vehicle/pod_racer_one.iff
lookup/pod_racer_two	1	appearance/mawhonical_pod_racer.sat	clientdata/vehicle/pod_racer_two.iff
lookup/hover_chair	1	appearance/yodas_levitator.apt	clientdata/vehicle/hover_chair.iff
lookup/sith_speeder	1	appearance/sith_speeder.apt	clientdata/vehicle/sith_speeder.cdf
lookup/bail_organa_speeder	2	appearance/bail_organa_speeder.apt	clientdata/vehicle/bail_organa_speeder.cdf
lookup/mechno_chair	1	appearance/mechno_chair.apt	clientdata/vehicle/mechno_chair.iff
lookup/snowspeeder	1	appearance/pv_snowspeeder.sat	clientdata/vehicle/snowspeeder.cdf
