objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-820811248	0	object/static/particle/pt_flocking_glowzees.iff	0	709.791	3.88511	1366.21	1	0	0	0		$|
-1303245878	0	object/static/particle/pt_flocking_glowzees.iff	0	695.586	1.63462	1376.02	1	0	0	0		$|
-1010142534	0	object/static/particle/pt_flocking_glowzees.iff	0	677.249	1.96718	1368.23	1	0	0	0		$|
-1544011369	0	object/static/particle/pt_flocking_glowzees.iff	0	686.124	1.93684	1352.23	1	0	0	0		$|
-47099733	0	object/static/particle/pt_flocking_willowisp.iff	0	716.544	0.17131	1369.39	0.939373	0	-0.342898	0		$|
-1681717382	0	object/static/particle/pt_flocking_willowisp.iff	0	687.044	1.85607	1369.75	0.771246	0	-0.636537	0		$|
-2075261448	0	object/static/particle/pt_flocking_willowisp.iff	0	696.148	1.8226	1348.39	-0.703845	0	0.710353	0		$|
-1126949083	0	object/building/kashyyyk/wookiee_gravestone_s01.iff	0	697.931	4.77128	1367.25	0.894978	0.0345701	0.418033	-0.151878		$|
-1422925543	0	object/building/kashyyyk/mun_kash_imprv_streetlamp_s02.iff	0	691.759	4.17483	1365.23	0.685868	0	0.727726	0		$|
-1150292555	0	object/building/kashyyyk/wookiee_gravestone_s01.iff	0	689.488	3.2569	1362.51	0.0652757	-0.119453	0.99066	-0.00787089		$|
-69658392	0	object/building/kashyyyk/wookiee_gravestone_s01.iff	0	690.246	3.15586	1372.18	0.908477	-0.0682638	0.411162	0.0308951		$|
-270020226	0	object/building/kashyyyk/wookiee_gravestone_s01.iff	0	701.989	3.79505	1372.22	0.730645	0.0115056	0.673874	0.109174		$|
-1657877999	0	object/building/kashyyyk/thm_all_bones_wookiee_s01.iff	0	701.337	3.08091	1367.17	0.517718	0.136963	0.807825	-0.246226		$|
-941008142	0	object/static/particle/pt_fog_kashyyyk_deadforest.iff	0	711.67	3.22063	1370.44	1	0	0	0		$|
-495266149	0	object/static/particle/pt_fog_kashyyyk_deadforest.iff	0	680.101	4.31183	1361.12	1	0	0	0		$|
-459325527	0	object/static/structure/general/skeleton_human_head.iff	0	694.176	5.22025	1366.98	0.999388	0	-0.0349929	0		$|
-1988516686	0	object/static/structure/general/skeleton_human_head.iff	0	694.956	5.3135	1366.64	0.911039	0	0.412321	0		$|
-1370801356	0	object/static/structure/general/skeleton_human_head.iff	0	695.373	5.3923	1365.91	0.728273	0	0.685287	0		$|
-377483592	0	object/static/structure/general/skeleton_human_head.iff	0	694.966	5.45944	1365.1	0.413046	0	0.91071	0		$|
-694739544	0	object/static/structure/general/skeleton_human_head.iff	0	694.264	5.57441	1364.63	0.00578023	-0.000434332	0.997172	0.0749284		$|
-1914586911	0	object/static/structure/general/skeleton_human_head.iff	0	693.119	5.30088	1365.76	0.712676	0.0499687	-0.697997	0.0489398		$|
-1634048171	0	object/static/structure/general/skeleton_human_head.iff	0	693.455	5.2326	1366.57	0.911413	0.0822493	-0.401558	0.0362381		$|
-1178650759	0	object/static/structure/general/skeleton_human_head.iff	0	693.479	5.4737	1364.98	-0.362358	0	0.932039	0		$|
-152182541	0	object/static/structure/dantooine/dant_jedi_temple_pillar.iff	0	700.246	4.17	1439.93	0.889293	0	-0.457338	0		$|
-405305830	0	object/static/structure/dantooine/dant_jedi_temple_pillar.iff	0	707.42	4.17	1450.64	0.955219	0	0.295901	0		$|
-549532491	0	object/static/particle/pt_poi_electricity_2x2_green.iff	0	700.289	18.3547	1439.84	0.932327	0	0.361615	0		$|
-734616087	0	object/static/particle/pt_poi_electricity_2x2_green.iff	0	707.301	18.6427	1450.67	0.932328	0	0.361615	0		$|
-712002707	0	object/static/particle/pt_exar_kun_pb_skull.iff	0	701.296	5.02154	1440.11	0.891568	0	-0.452886	0		$|
-1430885311	0	object/static/particle/pt_exar_kun_pb_skull.iff	0	700.422	5.02704	1438.88	0.950796	0	0.309816	0		$|
