mobiles	spawnLimit	comments	buildingsToSpawn	veryEasy	easy	medium	hard	veryHard
s	i[-1]	c	c	s	s	s	s	s
borvos_champion		This and several other NPC lairs (created on 12/13/2002) are just copies of the Jawa_camp.tab	Everything to the right of this column deals with the types of buildings each difficulty level range is allowed to spawn.  One item is chosen randomly from the list.	object/building/poi/hq/pirate_base_small.iff	object/building/poi/hq/pirate_base_small.iff	object/building/poi/hq/pirate_base_small.iff	object/building/poi/hq/pirate_base_small.iff	object/building/poi/hq/pirate_base_small.iff
borvos_mercenary		You will need to update the structure spawn list with appropriate theatres as they come online		object/static/poi/scene/escape_pod.iff	object/static/poi/scene/escape_pod.iff			
borvos_thug								
borvos_champion								
borvos_mercenary								
borvos_thug								
borvos_thug								
bith_sniper	1							
commando	1							
domestic_eopie	1							
bantha	1							
fringer	1							
fugitive	1							
gambler	1							
gunrunner	1
ig_assassin_droid	1
jawa_smuggler	1
jawa_henchman	1
le_repair_droid	1
master_thief	1
medic	1
mercenary	1
moisture_thief	1
outlaw	1
r2	1
r3	1
r4	1
r5	1
wed_treadwell	1
rodian_thug	1
roughneck	1
scavenger	1
scoundrel	1
sharpshooter	1
slave	1
slavemaster	1
smuggler	1
spice_fiend	1
terrorist	1
thief	
thug	
wastrel	
wookiee_brawler	
bandit	
bandit	
bandit	
bandit	
bandit	
bandit	
bandit	
bandit	
bandit	
bandit	
bandit	
bandit	
roughneck	1
scavenger	1
scoundrel	1
roughneck	1
scavenger	1
scoundrel	1
roughneck	1
scavenger	1
scoundrel	1
thug	
thug	
thug	
thug	
