mobiles	spawnLimit	comments	buildingsToSpawn	veryEasy	easy	medium	hard	veryHard
s	i[_1]	c	c	s	s	s	s	s
mission_info_broker	1	Leave the spawnLimit blank if there's no limit to the number of this type of creature which can be spawned	Everything to the right of this column deals with the types of buildings each difficulty level range is allowed to spawn.  One item is chosen randomly from the list.	object/building/military/military_outpost_guard_house_rebel.iff	object/building/military/military_outpost_guard_house_rebel.iff	object/building/military/military_base_shed_rebel_style_01.iff	object/building/military/military_base_shed_rebel_style_01.iff	object/building/military/military_base_police_station_rebel_style_01.iff
mission_technician	3							
mission_miner	1							
mission_explorer	1							
comm_operator	1							
mission_medic								
mission_rebel_corporal								
mission_rebel_lance_corporal								
mission_rebel_scout								
mission_rebel_trooper								
mission_rebel_sergeant								
mission_rebel_staff_corporal								
mission_rebel_staff_sergeant								
mission_rebel_warrant_officer_ii	1							
rebel_master_sergeant	1
rebel_sergeant_major	1
rebel_specforce_guerrilla	4
rebel_specforce_pathfinder	4
rebel_warrant_officer_i	1
rebel_second_lieutenant	2
rebel_first_lieutenant	1
rebel_army_captain	1
rebel_specforce_sergeant	1
rebel_major	1
rebel_lieutenant_colonel	1
rebel_colonel	1
rebel_brigadier_general	1
rebel_commando	6
rebel_specforce_captain	2
rebel_major_general	1
rebel_lieutenant_general	1
rebel_specforce_colonel	1
rebel_general	1
rebel_specforce_general	1
rebel_high_general	1
rebel_surface_marshal	1
