strTemplate	intMinDifficulty	intMaxDifficulty	strDetailTemplate	strIdFileName	intStringId	intSize	intNumToSpawn	strTemplateToSpawn	intMinReward	intMaxReward	strBuildingType	strLairType	strObjective	strObjectiveTarget	fltKillPercentage	strTargetType
s	i	i	s	s	i	i	i	s	i	I	s	s	s	s	f	s
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_leaf_small_evil_fire_green.iff			40			175	450	none	corellia_corellian_butterfly_flight_neutral_none		object/tangible/lair/base/poi_all_lair_leaf_small_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_rocks_large_evil_fire_green.iff			5			210	540	none	corellia_vrelt_lair_neutral_small		object/tangible/lair/base/poi_all_lair_insecthill_small.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_insecthill_small_evil_fire_green.iff			1			210	540	none	corellia_vrelt_pack_neutral_none		object/tangible/lair/base/poi_all_lair_insecthill_small_evil_fire_green.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_leaf_large_fog_green.iff			40			210	540	none	corellia_gubbur_herd_neutral_none		object/tangible/lair/base/poi_all_lair_leaf_large_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_leaf_large_fog_mustard.iff			40			210	540	none	corellia_gubbur_lair_neutral_small		object/tangible/lair/base/poi_all_lair_leaf_large_fog_mustard.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_garbage_large_fog_gray.iff			7			245	630	none	corellia_durni_warren_neutral_small		object/tangible/lair/base/poi_all_lair_garbage_large_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_garbage_large_fog_green.iff			1			245	630	none	corellia_durni_herd_neutral_none		object/tangible/lair/base/poi_all_lair_garbage_large_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_insecthill_large_fog_gray.iff			15			245	630	none	corellia_wooded_paralope_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_insecthill_large_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_insecthill_large_fog_green.iff			1			245	630	none	corellia_wooded_paralope_herd_neutral_none		object/tangible/lair/base/poi_all_lair_insecthill_large_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_leaf_large_fog_red.iff			40			245	630	none	corellia_durni_herd_neutral_none		object/tangible/lair/base/poi_all_lair_leaf_large_fog_red.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_rock_shelter_small_fog_gray.iff			40			245	630	none	corellia_durni_warren_neutral_small		object/tangible/lair/base/poi_all_lair_leaf_small.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_garbage_small_fog_mustard.iff			10			280	720	none	corellia_scavenger_rat_neutral_small		object/tangible/lair/base/poi_all_lair_garbage_small_fog_mustard.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_garbage_small_fog_red.iff			1			280	720	none	corellia_scavenger_rat_pack_neutral_none		object/tangible/lair/base/poi_all_lair_garbage_small_fog_red.iff		creature
object/tangible/lair/npc_lair.iff	20	90	object/tangible/lair/base/poi_all_lair_insecthill_small_evil_fire_red.iff			5			280	720	none	corellia_diseased_vrelt_lair_neutral_small		object/tangible/lair/base/poi_all_lair_insecthill_small_evil_fire_red.iff		creature
