reservedName	reason	matchWholeName
s	s	b
''	name_declined_syntax	
--	name_declined_syntax	
"(d|pr)[il]+[ck]{1,3}"	name_declined_profane	1
"(f|ff|ph|pf)[uv]+[ck]{1,3}"	name_declined_profane	1
[^a-z1-9 '-]	name_declined_syntax	1
[^a-z '-]	name_declined_number	1
[ck][uv]+n+[iy]	name_declined_profane	1
[ck]ock	name_declined_profane	1
[ei]mp[oea]r[oea]r	name_declined_reserved	1
[jg][eo]+r+[ghj].*l+[eou]+[ck]+a+s	name_declined_developer	1
"[szc]{1,3}h[il]+t"	name_declined_profane	1
\*dev\*	name_declined_developer	
\.	name_declined_syntax	
^dev$	name_declined_developer	
developer	name_declined_developer
(-|')dev(-|')	name_declined_developer
^[ck][uv]+nt	name_declined_profane
"^[ck]o[ck]{1,3}"	name_declined_profane
^group$	name_declined_reserved
star.?wars	name_declined_fictionally_reserved
empire	name_declined_fictionally_reserved
divide	name_declined_fictionally_reserved
^ackbar$	name_declined_fictionally_reserved
^adega$	name_declined_fictionally_reserved
^agamar$	name_declined_fictionally_reserved
^alderaan$	name_declined_fictionally_reserved
^almania$	name_declined_fictionally_reserved
^almanian$	name_declined_fictionally_reserved
^alzoc$	name_declined_fictionally_reserved
^ambria$	name_declined_fictionally_reserved
^amedda$	name_declined_fictionally_reserved
^amidala$	name_declined_fictionally_reserved
^ammuud$	name_declined_fictionally_reserved
^ando$	name_declined_fictionally_reserved
^anoth$	name_declined_fictionally_reserved
^antar$	name_declined_fictionally_reserved
^aquaris$	name_declined_fictionally_reserved
^aridus$	name_declined_fictionally_reserved
^arkania$	name_declined_fictionally_reserved
^ass	name_declined_profane
^atat$	name_declined_fictionally_reserved
^athega$	name_declined_fictionally_reserved
^atst$	name_declined_fictionally_reserved
^atzerri$	name_declined_fictionally_reserved
^baas$	name_declined_fictionally_reserved
^badass$	name_declined_profane
^bagwa$	name_declined_fictionally_reserved
^bakura$	name_declined_fictionally_reserved
^balmorra$	name_declined_fictionally_reserved
^band$	name_declined_reserved
^bank$	name_declined_reserved
^barab$	name_declined_fictionally_reserved
^barada$	name_declined_fictionally_reserved
^belsavis$	name_declined_fictionally_reserved
^beshqek$	name_declined_fictionally_reserved
^bespin$	name_declined_fictionally_reserved
^bestine$	name_declined_fictionally_reserved
^bilbringi$	name_declined_fictionally_reserved
^bimmisaari$	name_declined_fictionally_reserved
^binks$	name_declined_fictionally_reserved
^blackmoon$	name_declined_fictionally_reserved	
^blue ?max$	name_declined_fictionally_reserved	1
^boba$	name_declined_fictionally_reserved	
^bollux$	name_declined_fictionally_reserved	
^bonadan$	name_declined_fictionally_reserved	
^borleais$	name_declined_fictionally_reserved	
^bossk$	name_declined_fictionally_reserved	
^both$	name_declined_fictionally_reserved	
^bothawui$	name_declined_fictionally_reserved	
^brakiss$	name_declined_fictionally_reserved	
^byss$	name_declined_fictionally_reserved	
^callista$	name_declined_fictionally_reserved	
^carida$	name_declined_fictionally_reserved	
^caridan$	name_declined_fictionally_reserved	
^carratos$	name_declined_fictionally_reserved	
^centerpoint$	name_declined_fictionally_reserved	
^chandrila$	name_declined_fictionally_reserved
^christ$	name_declined_reserved
^chume$	name_declined_fictionally_reserved
^circarpous$	name_declined_fictionally_reserved
^codru$	name_declined_fictionally_reserved
^corellia$	name_declined_fictionally_reserved
^corellian$	name_declined_fictionally_reserved
^coruscant$	name_declined_fictionally_reserved
^csr	name_declined_reserved
^cvetaen$	name_declined_fictionally_reserved
^cyax$	name_declined_fictionally_reserved
^dagobah$	name_declined_fictionally_reserved
^dantooine$	name_declined_fictionally_reserved
^darglum$	name_declined_fictionally_reserved
^dathomir$	name_declined_fictionally_reserved
^dellalt$	name_declined_fictionally_reserved
^dengar$	name_declined_fictionally_reserved
^dio$	name_declined_fictionally_reserved
^dios$	name_declined_fictionally_reserved
^djinn$	name_declined_fictionally_reserved
^djo$	name_declined_fictionally_reserved
^doornik$	name_declined_fictionally_reserved
^dorsk$	name_declined_fictionally_reserved
^dr.?evanzan$	name_declined_fictionally_reserved
^drall$	name_declined_fictionally_reserved
^driver$	name_declined_reserved
^drovian$	name_declined_fictionally_reserved
^duro$	name_declined_fictionally_reserved
^eisley$	name_declined_fictionally_reserved
^elder$	name_declined_reserved
^endor$	name_declined_fictionally_reserved
^eph[oa]ntm[oa]n$	name_declined_fictionally_reserved
^eriadu$	name_declined_fictionally_reserved
^espa$	name_declined_fictionally_reserved
^etti$	name_declined_fictionally_reserved
^evanzan$	name_declined_fictionally_reserved
^fac$	name_declined_fictionally_reserved
^fag$	name_declined_profane
^female$	name_declined_reserved
^fett$	name_declined_fictionally_reserved
^fey.?lya$	name_declined_fictionally_reserved
^fida$	name_declined_fictionally_reserved
^firrerre$	name_declined_fictionally_reserved
^fisto$	name_declined_fictionally_reserved
^flarestar$	name_declined_fictionally_reserved
^fondor$	name_declined_fictionally_reserved
^galantos$	name_declined_fictionally_reserved
^gall$	name_declined_fictionally_reserved
^gallandro$	name_declined_fictionally_reserved
^gallia$	name_declined_fictionally_reserved
^gamorr$	name_declined_fictionally_reserved
^garindan$	name_declined_fictionally_reserved
^garois$	name_declined_fictionally_reserved
^garos$	name_declined_fictionally_reserved
^gartogg$	name_declined_fictionally_reserved
^geonosis$	name_declined_fictionally_reserved
^gethzerion$	name_declined_fictionally_reserved
^god$	name_declined_reserved
^gondor$	name_declined_fictionally_reserved
^grand$	name_declined_reserved
^greedo$	name_declined_fictionally_reserved
^hapan$	name_declined_fictionally_reserved
^hapes$	name_declined_fictionally_reserved
^hethrir$	name_declined_fictionally_reserved
^hetnkik$	name_declined_fictionally_reserved
^hit$	name_declined_reserved
^hits$	name_declined_reserved
^homo$	name_declined_profane
^honoghr$	name_declined_fictionally_reserved
^horuset$	name_declined_fictionally_reserved
^hoth$	name_declined_fictionally_reserved
^ithor$	name_declined_fictionally_reserved
^jade$	name_declined_fictionally_reserved
^japrael$	name_declined_fictionally_reserved
^jesus$	name_declined_reserved
^jew$	name_declined_profane
^jin$	name_declined_fictionally_reserved
^jinn$	name_declined_fictionally_reserved
^ka$	name_declined_fictionally_reserved
^kabe$	name_declined_fictionally_reserved
^kaishicho$	name_declined_reserved
^kaisho$	name_declined_reserved
^kaisocho$	name_declined_reserved
^kalarba$	name_declined_fictionally_reserved
^kalsohono$	name_declined_reserved
^kamino$	name_declined_fictionally_reserved
^kashyyyk$	name_declined_fictionally_reserved
^kee$	name_declined_fictionally_reserved
^kessel$	name_declined_fictionally_reserved
^khabarakh$	name_declined_fictionally_reserved
^khomm$	name_declined_fictionally_reserved
^kile$	name_declined_fictionally_reserved
^kkhruk$	name_declined_fictionally_reserved
^kneesaa$	name_declined_fictionally_reserved
^koon$	name_declined_fictionally_reserved
^korriban$	name_declined_fictionally_reserved
^kosai$	name_declined_fictionally_reserved
^koth$	name_declined_fictionally_reserved
^kothlis$	name_declined_fictionally_reserved
^krayn$	name_declined_fictionally_reserved
^kuat$	name_declined_fictionally_reserved
^kumasi$	name_declined_fictionally_reserved
^kun$	name_declined_fictionally_reserved
^kushicho$	name_declined_reserved
^kusho$	name_declined_reserved
^kushoho$	name_declined_reserved
^kusocho$	name_declined_reserved
^labria$	name_declined_fictionally_reserved
^lady$	name_declined_reserved
^lars$	name_declined_fictionally_reserved
^lexidio$	name_declined_fictionally_reserved
^lobot$	name_declined_fictionally_reserved
^lom$	name_declined_fictionally_reserved
^lord$	name_declined_reserved
^lowbacca$	name_declined_fictionally_reserved
^lwhekk$	name_declined_fictionally_reserved
^lybeya$	name_declined_fictionally_reserved
^mace$	name_declined_fictionally_reserved
^male$	name_declined_reserved
^man$	name_declined_reserved
^mara$	name_declined_fictionally_reserved
^marr$	name_declined_fictionally_reserved
^maul$	name_declined_fictionally_reserved
^mennaalii$	name_declined_fictionally_reserved
^mimban$	name_declined_fictionally_reserved
^minister$	name_declined_reserved
^mirgoshir$	name_declined_fictionally_reserved
^miss$	name_declined_reserved
^misses$	name_declined_reserved
^moff$	name_declined_reserved
^mon$	name_declined_fictionally_reserved
^morobe$	name_declined_fictionally_reserved
^mrlsst$	name_declined_fictionally_reserved
^muftak$	name_declined_fictionally_reserved
^myrkr$	name_declined_fictionally_reserved
^mytus$	name_declined_fictionally_reserved
^n[-']?zoth$	name_declined_fictionally_reserved
^naboo$	name_declined_fictionally_reserved
^nevoota$	name_declined_fictionally_reserved
^nink$	name_declined_fictionally_reserved
^nkllon$	name_declined_fictionally_reserved
^nu$	name_declined_fictionally_reserved
^nudo$	name_declined_fictionally_reserved
^nunb$	name_declined_fictionally_reserved
^nym	name_declined_fictionally_reserved
^o[-']?pahz$	name_declined_fictionally_reserved
^offee$	name_declined_fictionally_reserved
^onderon$	name_declined_fictionally_reserved
^oola	name_declined_fictionally_reserved
^opoku$	name_declined_fictionally_reserved
^ord$	name_declined_fictionally_reserved
^ossus$	name_declined_fictionally_reserved
^ottega$	name_declined_fictionally_reserved
^paddie$	name_declined_fictionally_reserved
^padme$	name_declined_fictionally_reserved
^perave$	name_declined_fictionally_reserved
^piell$	name_declined_fictionally_reserved
^pilot$	name_declined_reserved
^plynn$	name_declined_fictionally_reserved
^poggle$	name_declined_fictionally_reserved
^polith$	name_declined_fictionally_reserved
^ponudo$	name_declined_fictionally_reserved
^poof$	name_declined_fictionally_reserved
"^pr[ie]{1,3}m[ie]{1,3}r$"	name_declined_reserved
^prime$	name_declined_reserved
^primeminister$	name_declined_reserved
^prindaar$	name_declined_fictionally_reserved
^pydyr$	name_declined_fictionally_reserved
^pyria$	name_declined_fictionally_reserved
^pzob$	name_declined_fictionally_reserved
^qwixux$	name_declined_fictionally_reserved
^rafa$	name_declined_fictionally_reserved
^ralltiir$	name_declined_fictionally_reserved
^rebo$	name_declined_fictionally_reserved
^rikuocho$	name_declined_reserved
^rikushicho$	name_declined_reserved
^rikushoho$	name_declined_reserved
^rillao$	name_declined_fictionally_reserved
^rodia$	name_declined_fictionally_reserved
^roon$	name_declined_fictionally_reserved
^rori$	name_declined_fictionally_reserved
^ryloth$	name_declined_fictionally_reserved
^saariha$	name_declined_fictionally_reserved
^sacorria$	name_declined_fictionally_reserved
^sacorrian$	name_declined_fictionally_reserved
^sai$	name_declined_fictionally_reserved
^sebulba	name_declined_fictionally_reserved
^selonia$	name_declined_fictionally_reserved
^serenno$	name_declined_fictionally_reserved
^sex$	name_declined_profane
^shmi$	name_declined_fictionally_reserved
^shug.?ninx$	name_declined_fictionally_reserved
^sing$	name_declined_fictionally_reserved	
^sir$	name_declined_reserved	
^siritachi$	name_declined_fictionally_reserved	
^sistooine$	name_declined_fictionally_reserved	
^sith$	name_declined_fictionally_reserved	
^sly$	name_declined_fictionally_reserved	
^slymoore$	name_declined_fictionally_reserved	
^smed$	name_declined_developer	
^ssi[-' ]?kaat$	name_declined_fictionally_reserved	1
^station$	name_declined_fictionally_reserved	
