fireTeam	squad	platoon	company	sandTroopers	mechSquad	mechPlatoon	mechCompany	armorPlatoon	armorCompany	heavyWeaponSquad	heavyWeaponPlatoon	hqCompany
s	s	s	s	s	s	s	s	s	s	s	s	s
stormtrooper_bombardier	stormtrooper_squad_leader	stormtrooper_captain	stormtrooper_major	stormtrooper_squad_leader				at_st	at_st			imperial_colonel
stormtrooper	stormtrooper_bombardier	stormtrooper_bombardier	stormtrooper_bombardier	sand_trooper				stormtrooper	at_st			imperial_surface_marshal
stormtrooper	stormtrooper	stormtrooper	stormtrooper	sand_trooper				stormtrooper	at_st			command_security_guard
stormtrooper_rifleman	stormtrooper	stormtrooper	stormtrooper	sand_trooper				stormtrooper	stormtrooper			command_security_guard
	stormtrooper_rifleman	stormtrooper_rifleman	stormtrooper_rifleman					stormtrooper_rifleman	stormtrooper			command_security_guard
	stormtrooper_bombardier	stormtrooper_bombardier	stormtrooper_bombardier						stormtrooper			command_security_guard
	stormtrooper	stormtrooper	stormtrooper						stormtrooper_rifleman			command_security_guard
	stormtrooper	stormtrooper	stormtrooper						stormtrooper			comm_operator
	stormtrooper_rifleman	stormtrooper_rifleman	stormtrooper_rifleman						stormtrooper			specialist_noncom
	stormtrooper_sniper	stormtrooper_sniper	stormtrooper_sniper						stormtrooper			specialist_noncom
	stormtrooper	stormtrooper	stormtrooper						stormtrooper_rifleman			
	stormtrooper	stormtrooper	stormtrooper									
	stormtrooper_medic	stormtrooper_medic	stormtrooper_medic									
		stormtrooper_squad_leader	stormtrooper_squad_leader									
		stormtrooper_bombardier	stormtrooper_bombardier
		stormtrooper	stormtrooper
		stormtrooper	stormtrooper
		stormtrooper_rifleman	stormtrooper_rifleman
		stormtrooper_bombardier	stormtrooper_bombardier
		stormtrooper	stormtrooper
		stormtrooper	stormtrooper
		stormtrooper_rifleman	stormtrooper_rifleman
		stormtrooper_sniper	stormtrooper_sniper
		stormtrooper	stormtrooper
		stormtrooper	stormtrooper
		stormtrooper_medic	stormtrooper_medic
		stormtrooper_squad_leader	stormtrooper_squad_leader
		stormtrooper_bombardier	stormtrooper_bombardier
		stormtrooper	stormtrooper
		stormtrooper	stormtrooper
		stormtrooper_rifleman	stormtrooper_rifleman
		stormtrooper_bombardier	stormtrooper_bombardier
		stormtrooper	stormtrooper
		stormtrooper	stormtrooper
		stormtrooper_rifleman	stormtrooper_rifleman
		stormtrooper_sniper	stormtrooper_sniper
		stormtrooper	stormtrooper
		stormtrooper	stormtrooper
		stormtrooper_medic	stormtrooper_medic
			stormtrooper_squad_leader
			stormtrooper_bombardier
			stormtrooper
			stormtrooper
			stormtrooper_rifleman
			stormtrooper_bombardier
			stormtrooper
			stormtrooper
			stormtrooper_rifleman
			stormtrooper_sniper
			stormtrooper
			stormtrooper
			stormtrooper_medic
			stormtrooper_squad_leader
			stormtrooper_bombardier
			stormtrooper
			stormtrooper
			stormtrooper_rifleman
			stormtrooper_bombardier
			stormtrooper
			stormtrooper
			stormtrooper_rifleman
			stormtrooper_sniper
			stormtrooper
			stormtrooper
			stormtrooper_medic
			stormtrooper_squad_leader
			stormtrooper_bombardier
			stormtrooper
			stormtrooper
			stormtrooper_rifleman
			stormtrooper_bombardier
			stormtrooper
			stormtrooper
			stormtrooper_rifleman
			stormtrooper_sniper
			stormtrooper
			stormtrooper
			stormtrooper_medic
			assault_trooper
			assault_trooper
			assault_trooper
			assault_trooper
			stormtrooper_bombardier
			stormtrooper_bombardier
			stormtrooper_bombardier
			stormtrooper_bombardier
