NAME	TYPE	SUBTYPE	OTHER	comments
s	s	s	s	c
absorption_bleeding	skill	absorption_bleeding		HAY U GUZY THIS IS ALPHABETIZED NOW - ORLY
absorption_disease	skill	absorption_disease		
absorption_fire	skill	absorption_fire		
absorption_poison	skill	absorption_poison		
accuracy_modifier	skill	accuracy_modifier		
action	attrib	action		
action_burn	actionBurn	action_burn		
action_regen	actionRegen	N_A		
actionPercent	attribPercent	action		
advanced_assembly	skill	advanced_assembly		
aggro_channel_self	aggroChannel	self		
aggro_channel_target	aggroChannel	target		
agility_modified	skill	agility_modified		
agility_percent	skillPercent	agility_modified		
armor_assembly	skill	armor_assembly
armor_experimentation	skill	armor_experimentation
armor_station	scriptVar	armor_station
attack_override_by_buff	skill	attack_override_by_buff
avoid_incap	skill	avoid_incap
avoid_incap_heal	onIncapHeal	gcw_critical_heal
axkva_contagion	axkvaContagion	axkva_contagion
bh_dire_root	skill	bh_dire_root
bh_dire_snare	skill	bh_dire_snare
bh_fast_arakyd	skill	bh_fast_arakyd
bh_flawless_bead	skill	bh_flawless_bead
bh_flawless_proc_chance	bhFlawless	bh_flawless_proc_chance
bh_flawless_strike	commandGrant	bh_flawless_strike
bh_orbital_arakyd	skill	bh_orbital_arakyd
bh_swift_seeker	skill	bh_swift_seeker
block	skill	block
bm_beast_family_all	bmBeastFamily	all
bm_beast_family_monkey	bmBeastFamily	monkey
bm_beast_family_pig	bmBeastFamily	pig
bm_beast_xp_buff	bmBeastXpBuff	beastXpBonusPercent
bm_xp_mod_boost	skill	bm_xp_mod_boost
booster_assembly	skill	booster_assembly
booster_experimentation	skill	booster_experimentation
buff_purge	immunity	buff_purge
buffing_efficiency	skill	buffing_efficiency
buildabuff	buildabuff	buildabuff
call_for_pickup	callPickupCraft	call_for_pickup
camouflage	skill	camouflage
carbine_accuracy	skill	carbine_accuracy
carbine_speed	skill	carbine_speed
caretaker_debuff_handler	caretakerHandler	caretaker_debuff_handler
channel_heal_health	channelHeal	health
chassis_assembly	skill	chassis_assembly
chassis_experimentation	skill	chassis_experimentation
closed_fist_burn_debuff_handler	closedFistBurnDebuff	closed_fist_burn_debuff_handler
closed_fist_burn_handler	closedFistBurnHandler	closed_fist_burn_handler
clothing_assembly	skill	clothing_assembly
clothing_experimentation	skill	clothing_experimentation
co_enrage_1	commandGrant	co_enrage_1
combat_add_damage_dealt	skill	combat_add_damage_dealt
combat_add_damage_taken	skill	combat_add_damage_taken
combat_all_attack_avoidance	skill	combat_all_attack_avoidance
combat_all_attack_miss	skill	combat_all_attack_miss
combat_all_attack_miss_reduction	skill	combat_all_attack_miss_reduction
combat_all_attack_miss_vulnerability	skill	combat_all_attack_miss_vulnerability
combat_block_chance	skill	combat_block_chance
combat_block_reduction	skill	combat_block_reduction
combat_block_value	skill	combat_block_value
combat_critical_hit	skill	combat_critical_hit
combat_critical_hit_reduction	skill	combat_critical_hit_reduction
combat_divide_damage_dealt	skill	combat_divide_damage_dealt
combat_divide_damage_taken	skill	combat_divide_damage_taken
combat_dodge	skill	combat_dodge
combat_dodge_reduction	skill	combat_dodge_reduction
combat_evasion_chance	skill	combat_evasion_chance
combat_evasion_value	skill	combat_evasion_value
combat_glancing	skill	combat_glancing
combat_glancing_blow_reduction	skill	combat_glancing_blow_reduction
combat_haste	skill	combat_haste
combat_melee_attack_avoidance	skill	combat_melee_attack_avoidance
combat_melee_attack_miss	skill	combat_melee_attack_miss
combat_melee_attack_miss_reduction	skill	combat_melee_attack_miss_reduction
combat_melee_attack_vulnerability	skill	combat_melee_attack_vulnerability
combat_multiply_damage_dealt	skill	combat_multiply_damage_dealt
combat_multiply_damage_taken	skill	combat_multiply_damage_taken
combat_parry	skill	combat_parry
combat_parry_reduction	skill	combat_parry_reduction
combat_ranged_attack_avoidance	skill	combat_ranged_attack_avoidance
combat_ranged_attack_miss	skill	combat_ranged_attack_miss
combat_ranged_attack_miss_reduction	skill	combat_ranged_attack_miss_reduction
combat_ranged_attack_vulnerability	skill	combat_ranged_attack_vulnerability
combat_slow	skill	combat_slow
combat_strikethrough_chance	skill	combat_strikethrough_chance
combat_strikethrough_value	skill	combat_strikethrough_value
combat_stun	combatStun	combat_stun
combat_subtract_damage_dealt	skill	combat_subtract_damage_dealt
combat_subtract_damage_taken	skill	combat_subtract_damage_taken
commando_snare_bonus	commandoSnareBonus	commando_snare_bonus
constitution	attrib	constitution
constitution_modified	skill	constitution_modified
constitution_percent	skillPercent	constitution_modified
constitutionPercent	attribPercent	constitution
cooldown_execute_all	cooldownModify	cooldown_execute_all
cooldown_percent_of_group_buff	skill	cooldown_percent_of_group_buff
craft_bonus_architect	craftBonus	architect
craft_bonus_armorsmith	craftBonus	armorsmith
craft_bonus_artisan	craftBonus	artisan
craft_bonus_bioengineer	craftBonus	bioengineer
craft_bonus_chef	craftBonus	chef
craft_bonus_droidengineer	craftBonus	droidengineer
craft_bonus_shipwright	craftBonus	shipwright
craft_bonus_tailor	craftBonus	tailor
craft_bonus_weaponsmith	craftBonus	weaponsmith
creature_harvesting	skill	creature_harvesting
creature_hit_bonus	skill	creature_hit_bonus
crit_acid_dot	dot	acid
crit_cold_dot	dot	cold
crit_electricity_dot	dot	electricity
crit_energy_dot	dot	energy
crit_fire_dot	dot	fire
critical_hit_vulnerable	skill	critical_hit_vulnerable
cure_efficiency	skill	cure_efficiency
cybernetic_assembly	skill	cybernetic_assembly
cybernetic_experimentation	skill	cybernetic_experimentation
damage_dealt_mod	damageDealtMod	damage_dealt_mod
damage_decrease_percentage	skill	damage_decrease_percentage
damage_immune	damageImmune	damage_immune
damage_taken_increase	scriptVar	damage_taken_increase
dance_party	danceParty	dance_party
debuff_purge	immunity	debuff_purge
defense	skill	defense
defense_modifier	skill	defense_modifier
delay_attack	delayAttack	N_A
detect_hidden	skill	detect_hidden
dot_acid	dot	acid
dot_bleed	dot	bleeding
dot_cold	dot	cold
dot_divisor_acid	dotDivisor	dot_divisor_acid
dot_divisor_all	dotDivisor	dot_divisor_all
dot_divisor_bleeding	dotDivisor	dot_divisor_bleeding
dot_divisor_cold	dotDivisor	dot_divisor_cold
dot_divisor_disease	dotDivisor	dot_divisor_disease
dot_divisor_electrical	dotDivisor	dot_divisor_electrical
dot_divisor_elemental	dotDivisor	dot_divisor_elemental
dot_divisor_energy	dotDivisor	dot_divisor_energy
dot_divisor_heat	dotDivisor	dot_divisor_heat
dot_divisor_kinetic	dotDivisor	dot_divisor_kinetic
dot_divisor_natural	dotDivisor	dot_divisor_natural
dot_divisor_poison	dotDivisor	dot_divisor_poison
dot_electricity	dot	electricity
dot_energy	dot	energy
dot_fire	dot	fire
dot_immunity	immunity	dot_immunity
dot_kinetic	dot	kinetic
dot_poison	dot	poison
dot_reduction_acid	dotReduction	dot_reduction_acid
dot_reduction_all	dotReduction	dot_reduction_all
dot_reduction_bleeding	dotReduction	dot_reduction_bleeding
dot_reduction_cold	dotReduction	dot_reduction_cold
dot_reduction_disease	dotReduction	dot_reduction_disease
dot_reduction_electrical	dotReduction	dot_reduction_electrical
dot_reduction_elemental	dotReduction	dot_reduction_elemental
dot_reduction_energy	dotReduction	dot_reduction_energy
dot_reduction_heat	dotReduction	dot_reduction_heat
dot_reduction_kinetic	dotReduction	dot_reduction_kinetic
dot_reduction_natural	dotReduction	dot_reduction_natural
dot_reduction_poison	dotReduction	dot_reduction_poison
dot_resist_acid	skill	dot_resist_acid
dot_resist_all	skill	dot_resist_all
dot_resist_bleeding	skill	dot_resist_bleeding
dot_resist_cold	skill	dot_resist_cold
dot_resist_disease	skill	dot_resist_disease
dot_resist_electrical	skill	dot_resist_electrical
dot_resist_elemental	skill	dot_resist_elemental
dot_resist_energy	skill	dot_resist_energy
dot_resist_heat	skill	dot_resist_heat
dot_resist_kinetic	skill	dot_resist_kinetic
dot_resist_natural	skill	dot_resist_natural
dot_resist_poison	skill	dot_resist_poison
dot_vulnerability_bleed	skill	dot_vulnerability_bleed
droid_assembly	skill	droid_assembly
droid_experimentation	skill	droid_experimentation
droid_track_speed	skill	droid_track_speed
droid_tracks	skill	droid_tracks
dt_vulnerability_acid	vulnerability	dt_vulnerability_acid
dt_vulnerability_cold	vulnerability	dt_vulnerability_cold
dt_vulnerability_electricity	vulnerability	dt_vulnerability_electricity
dt_vulnerability_exclusive_acid	vulnerability	dt_vulnerability_exclusive_acid
dt_vulnerability_exclusive_cold	vulnerability	dt_vulnerability_exclusive_cold
dt_vulnerability_exclusive_electricity	vulnerability	dt_vulnerability_exclusive_electricity
dt_vulnerability_exclusive_heat	vulnerability	dt_vulnerability_exclusive_heat
dt_vulnerability_heat	vulnerability	dt_vulnerability_heat
durni_picture	loopingParticleRoot	pt_durni_camera
engine_assembly	skill	engine_assembly
engine_experimentation	skill	engine_experimentation
enzyme_bonus_mod	forageBonusMod	enzyme
event_halloween_bat_swarm	eventParticle	event_halloween_bat_swarm
event_halloween_costume	costume	event_halloween_costume
event_halloween_trick_cooldown	halloweenCooldown	event_halloween_trick_cooldown
exclude_self	excludeSelf	exclude_self
exclusive_proxy	exclusiveProxy	
exclusive_proxy_of_vortex_root_1	exclusiveProxy	"of_vortex_root,of_vortex_bleed_1"
exclusive_proxy_of_vortex_root_2	exclusiveProxy	"of_vortex_root,of_vortex_bleed_2"
exclusive_proxy_of_vortex_root_3	exclusiveProxy	"of_vortex_root,of_vortex_bleed_3"
exclusive_proxy_of_vortex_root_4	exclusiveProxy	"of_vortex_root,of_vortex_bleed_4"
exclusive_proxy_of_vortex_root_5	exclusiveProxy	"of_vortex_root,of_vortex_bleed_5"
expertise_action_all	skill	expertise_action_all
expertise_action_line_co_grenade	skill	expertise_action_line_co_grenade
expertise_action_line_dm	skill	expertise_action_line_dm
expertise_action_line_dm_crit	skill	expertise_action_line_dm_crit
expertise_action_line_fs_ae_dm_cc	skill	expertise_action_line_fs_ae_dm_cc
expertise_action_line_fs_cc_crit	skill	expertise_action_line_fs_cc_crit
expertise_action_line_fs_dm	skill	expertise_action_line_fs_dm
expertise_action_line_fs_sweep	skill	expertise_action_line_fs_sweep
expertise_action_line_me_burst	skill	expertise_action_line_me_burst
expertise_action_line_me_dm	skill	expertise_action_line_me_dm
expertise_action_line_me_smash	skill	expertise_action_line_me_smash
expertise_action_line_of_aoe	skill	expertise_action_line_of_aoe
expertise_action_line_of_group_buff	skill	expertise_action_line_of_group_buff
expertise_action_line_of_paint	skill	expertise_action_line_of_paint
expertise_action_line_of_sure	skill	expertise_action_line_of_sure
expertise_action_line_sm_dm	skill	expertise_action_line_sm_dm
expertise_action_line_sp_dm	skill	expertise_action_line_sp_dm
expertise_action_line_sp_dot	skill	expertise_action_line_sp_dot
expertise_action_weapon_2	skill	expertise_action_weapon_2
expertise_armor_bypass_fs_ae_dm_cc	skill	expertise_armor_bypass_fs_ae_dm_cc
expertise_attacker_action_gain	skill	expertise_attacker_action_gain
expertise_avoidance_overpower	skill	expertise_avoidance_overpower
expertise_block_chance	skill	expertise_block_chance
expertise_buff_chance_fs_force_throw_root	skill	expertise_buff_chance_fs_force_throw_root
expertise_buff_chance_line_fs_force_throw	skill	expertise_buff_chance_line_fs_force_throw
expertise_buff_duration_line_bh_return_fire	skill	expertise_buff_duration_line_bh_return_fire
expertise_buff_duration_line_me_debuff	skill	expertise_buff_duration_line_me_debuff
expertise_buff_duration_line_me_enhance	skill	expertise_buff_duration_line_me_enhance
expertise_buff_duration_line_sp_preparation	skill	expertise_buff_duration_line_sp_preparation
expertise_channel_action_heal	expertiseChannelActionHeal	expertise_channel_action_heal
expertise_co_burst_fire_proc	skill	expertise_co_burst_fire_proc
expertise_co_killing_spree_target	skill	expertise_co_killing_spree_target
expertise_cooldown_bountycheck	skill	expertise_cooldown_bountycheck
expertise_cooldown_line_bh_detect_camouflage_1	skill	expertise_cooldown_line_bh_detect_camouflage_1
expertise_cooldown_line_bh_flawless_strike	skill	expertise_cooldown_line_bh_flawless_strike
expertise_cooldown_line_bh_return_fire	skill	expertise_cooldown_line_bh_return_fire
