TEMPLATE	STF_NAME	PRICE
s	s	i
object/tangible/deed/event_perk/banner_style_1_static_deed.iff	pro_banner_1_static	5000
object/tangible/deed/event_perk/banner_style_2_static_deed.iff	pro_banner_2_static	5000
object/tangible/deed/event_perk/bantha_static_deed.iff	pro_bantha_static	5000
object/tangible/deed/event_perk/corellia_flag_deed.iff	pro_corellia_flag_static	5000
object/tangible/deed/event_perk/corellian_banner_static_deed.iff	pro_corellian_banner_static	5000
object/tangible/deed/event_perk/dantooine_flag_deed.iff	pro_dantooine_flag_static	5000
object/tangible/deed/event_perk/dathomir_flag_deed.iff	pro_dathomir_flag_static	5000
object/tangible/deed/event_perk/endor_flag_deed.iff	pro_endor_flag_static	5000
object/tangible/deed/event_perk/lambda_shuttle_static_deed.iff	pro_lambda_shuttle_static	10000
object/tangible/deed/event_perk/lok_flag_deed.iff	pro_lok_flag_static	5000
object/tangible/deed/event_perk/marble_gazebo_static_deed.iff	pro_marble_gazebo_static	10000
object/tangible/deed/event_perk/naboo_flag_deed.iff	pro_naboo_flag_static	5000
object/tangible/deed/event_perk/naboo_gazebo_static_deed.iff	pro_naboo_gazebo_static	10000
object/tangible/deed/event_perk/pavillion_1_static_deed.iff	pro_pavillion_1_static	10000
object/tangible/deed/event_perk/pavillion_2_static_deed.iff	pro_pavillion_2_static	10000
object/tangible/deed/event_perk/rori_flag_deed.iff	pro_rori_flag_static	5000
object/tangible/deed/event_perk/shuttle_static_deed.iff	pro_shuttle_static	10000
object/tangible/deed/event_perk/stone_base_banner_static_deed.iff	pro_stone_based_banner_static	5000
object/tangible/deed/event_perk/talus_flag_deed.iff	pro_talus_flag_deed	5000
object/tangible/deed/event_perk/tatooine_banner_static_deed.iff	pro_tatooine_banner_static	5000
object/tangible/deed/event_perk/tatooine_flag_deed.iff	pro_tatooine_flag_static	5000
object/tangible/deed/event_perk/yavin_flag_deed.iff	pro_yavin_flag_static	5000
object/tangible/deed/event_perk/imperial_banner_static_deed.iff	pro_imperial_banner_static	5000
object/tangible/deed/event_perk/tie_bomber_static_deed.iff	pro_tie_bomber_static_deed	15000
object/tangible/deed/event_perk/rebel_banner_static_deed.iff	pro_rebel_banner_static	5000
object/tangible/deed/event_perk/xwing_static_deed.iff	pro_xwing_static	15000
object/tangible/deed/event_perk/military_outpost_deed.iff	pro_military_outpost	10000
object/tangible/deed/event_perk/web_tree_deed.iff	pro_web_tree	5000
object/tangible/deed/event_perk/sandcrawler_deed.iff	pro_sandcrawler	15000
object/tangible/deed/event_perk/gravestone_deed.iff	pro_gravestone	5000
object/tangible/deed/event_perk/fruit_stand_deed.iff	pro_fruit_stand	5000
object/tangible/deed/event_perk/meat_rack_deed.iff	pro_meat_rack	5000
