TEMPLATE	STF_NAME	PRICE
s	s	i
object/tangible/deed/event_perk/game_flag_deed.iff	pro_flag_game	25000
object/tangible/deed/event_perk/shuttle_beacon.iff	pro_shuttle_beacon_game	25000
object/tangible/deed/event_perk/treasure_box_chest_deed.iff	pro_treasure_chest_game	15000
object/tangible/deed/event_perk/treasure_crate_chest_deed.iff	pro_crate_chest_game	15000
object/tangible/deed/event_perk/radiologically_shielded_chest_deed.iff	pro_radiological_chest_game	15000
object/tangible/deed/event_perk/skeleton_chest_deed.iff	pro_skeleton_chest_deed	15000
object/tangible/deed/event_perk/sparking_treasure_box_chest_deed.iff	pro_sparking_chest_deed	15000
object/tangible/deed/event_perk/technical_chest_deed.iff	pro_technical_chest_game	15000
object/tangible/deed/event_perk/lottery_droid_deed.iff	pro_lottery_droid_game	25000
object/tangible/deed/event_perk/race_droid_deed.iff	pro_race_droid_game	25000
object/tangible/deed/event_perk/scavenger_droid_deed.iff	pro_scavenger_droid_game	25000
object/tangible/terminal/terminal_jukebox.iff	pro_jukebox	25000
