spawns	name	room	loc_x	loc_y	loc_z	scriptOne	scriptTwo	scriptThree	convo_script	yaw	mood	respawn_time	spawn_objvar	spawn_objvar_value	spawn_objvar2	spawn_objvar_value2	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	s	s	s	s	f	s	i	s	s	s	s	s	s	s	s	s
mos_entha_police_officer		world	1747	7	3159.8	theme_park.script_spawner.spawner_methods.ss_setup				-176		180	spawn_objvar	city_wander	spawn_objvar2	customs					
mos_entha_police_officer		world	1660.1	7	3127.5	theme_park.script_spawner.spawner_methods.ss_setup				-111		180	spawn_objvar	city_wander	spawn_objvar2	customs					
mos_entha_police_officer		world	1568.5	11	3246.9	theme_park.script_spawner.spawner_methods.ss_setup				-84		180	spawn_objvar	city_wander	spawn_objvar2	customs					
mos_entha_police_officer		world	1482.8	7	3247.2	theme_park.script_spawner.spawner_methods.ss_setup				-66		180	spawn_objvar	city_wander	spawn_objvar2	customs					
mos_entha_police_officer		world	1254.9	4	3258.1	theme_park.script_spawner.spawner_methods.ss_setup				-96		180	spawn_objvar	city_wander	spawn_objvar2	customs					
mos_entha_police_officer		world	1344.7	7	3080.5	theme_park.script_spawner.spawner_methods.ss_setup				50		180	spawn_objvar	city_wander	spawn_objvar2	customs					
mos_entha_police_officer		world	1632	7	3119.4	theme_park.script_spawner.spawner_methods.ss_setup				81		180	spawn_objvar	city_wander	spawn_objvar2	customs					
crackdown_sand_trooper		world	1738.6	7.6	3191.1	theme_park.script_spawner.spawner_methods.ss_setup				178		180	spawn_objvar	static							
crackdown_sand_trooper		world	1715.3	7	3147.1	theme_park.script_spawner.spawner_methods.ss_setup				176		180	spawn_objvar	static							
crackdown_sand_trooper		world	1688.8	7	3125.2	theme_park.script_spawner.spawner_methods.ss_setup				-2		180	spawn_objvar	static							
crackdown_elite_sand_trooper		world	1618.9	11	3241.7	theme_park.script_spawner.spawner_methods.ss_setup				86		180	spawn_objvar	static							
crackdown_imperial_sharpshooter		world	1538.7	10.9	3219.9	theme_park.script_spawner.spawner_methods.ss_setup				-94		180	spawn_objvar	static							
crackdown_scout_trooper		world	1487.2	7	3240.8	theme_park.script_spawner.spawner_methods.ss_setup				-42		180	spawn_objvar	static							
crackdown_scout_trooper		world	1455.2	7	3232.5	theme_park.script_spawner.spawner_methods.ss_setup				-172		180	spawn_objvar	static							
crackdown_elite_sand_trooper		world	1376.6	7	3267.5	theme_park.script_spawner.spawner_methods.ss_setup				133		180	spawn_objvar	static
crackdown_storm_commando		world	1289.2	7	3128	theme_park.script_spawner.spawner_methods.ss_setup				26		180	spawn_objvar	static
crackdown_storm_commando		world	1282.4	7	3133.1	theme_park.script_spawner.spawner_methods.ss_setup				28		180	spawn_objvar	static
crackdown_sand_trooper		world	1759.6	7	3186.1	theme_park.script_spawner.spawner_methods.ss_setup				78		180	spawn_objvar	static
crackdown_sand_trooper		world	1663	7	3109.8	theme_park.script_spawner.spawner_methods.ss_setup				147		180	spawn_objvar	static
crackdown_imperial_exterminator		world	1593.3	7	3020.2	theme_park.script_spawner.spawner_methods.ss_setup				82		180	spawn_objvar	static
crackdown_sand_trooper		world	1637.2	7	2980.3	theme_park.script_spawner.spawner_methods.ss_setup				-179		180	spawn_objvar	static
crackdown_sand_trooper		world	1557.7	9.5	3045.7	theme_park.script_spawner.spawner_methods.ss_setup				173		180	spawn_objvar	static
crackdown_sand_trooper		world	1508.1	7	3127.9	theme_park.script_spawner.spawner_methods.ss_setup				174		180	spawn_objvar	static
crackdown_imperial_exterminator		world	1502.5	7	3156.9	theme_park.script_spawner.spawner_methods.ss_setup				-1		180	spawn_objvar	static
crackdown_sand_trooper		world	1444.6	7	3106.9	theme_park.script_spawner.spawner_methods.ss_setup				90		180	spawn_objvar	static
crackdown_sand_trooper		world	1380.4	9.5	3012.4	theme_park.script_spawner.spawner_methods.ss_setup				-179		180	spawn_objvar	static
crackdown_storm_commando		world	1320.9	9.5	3382.9	theme_park.script_spawner.spawner_methods.ss_setup				90		180	spawn_objvar	static
crackdown_stormtrooper		world	1401	7	3094.3	theme_park.script_spawner.spawner_methods.ss_setup				176		180	spawn_objvar	static
crackdown_stormtrooper		world	1399.4	7	3094.3	theme_park.script_spawner.spawner_methods.ss_setup				178		180	spawn_objvar	static
crackdown_stormtrooper_captain		world	1400.2	7	3090.2	theme_park.script_spawner.spawner_methods.ss_setup				0		180	spawn_objvar	static
crackdown_sand_trooper		world	1333.6	7	3490	theme_park.script_spawner.spawner_methods.ss_setup				93		180	spawn_objvar	static		
crackdown_sand_trooper		world	1286.3	7.7	2954.7	theme_park.script_spawner.spawner_methods.ss_setup				42		180	spawn_objvar	static		
crackdown_stormtrooper_rifleman		world	1256	7.7	2954.3	theme_park.script_spawner.spawner_methods.ss_setup				-54		180	spawn_objvar	static		
crackdown_sand_trooper		world	1181.3	7	3087.9	theme_park.script_spawner.spawner_methods.ss_setup				-79		180	spawn_objvar	static		
crackdown_sand_trooper		world	1264	7	3159.3	theme_park.script_spawner.spawner_methods.ss_setup				-82		180	spawn_objvar	static		
crackdown_sand_trooper		world	1272.7	7	3255.9	theme_park.script_spawner.spawner_methods.ss_setup				87		180	spawn_objvar	static		
crackdown_sand_trooper		world	1431.6	9.5	3372.5	theme_park.script_spawner.spawner_methods.ss_setup				-179		180	spawn_objvar	static		
mos_entha_police_officer		world	1486.9	7	3061.4	theme_park.script_spawner.spawner_methods.ss_setup				161		180	spawn_objvar	city_wander	spawn_objvar2	customs
mos_entha_police_officer		world	1209.9	7	2970.6	theme_park.script_spawner.spawner_methods.ss_setup				-68		180	spawn_objvar	city_wander	spawn_objvar2	customs
mos_entha_police_officer		world	1492.9	7	3441.9	theme_park.script_spawner.spawner_methods.ss_setup				98		180	spawn_objvar	city_wander	spawn_objvar2	customs
mos_entha_police_officer		world	1470.6	7	3249.8	theme_park.script_spawner.spawner_methods.ss_setup				93		180	spawn_objvar	city_wander	spawn_objvar2	customs
