index	name	note
i	s	s
1	there/is/no/1	DO NOT EVER CHANGE AN ITEM'S INDEX! Adding things to the bottom is fine.
2	object/tangible/loot/npc_loot/aero_magnifier_generic.iff	item_junk_npc_11thru15_01_02
3	object/tangible/loot/npc_loot/answering_machine_generic.iff	item_junk_npc_21thru25_01_05
4	object/tangible/loot/npc_loot/armor_repair_device_generic.iff	item_junk_npc_66thru70_01_01
5	object/tangible/loot/npc_loot/artifact_generic.iff	item_junk_npc_83plus_01_01
6	object/tangible/loot/npc_loot/bacta_ampules_generic.iff	item_junk_npc_51thru55_01_04
7	object/tangible/loot/npc_loot/blue_wiring_generic.iff	item_junk_npc_46thru50_01_05
8	object/tangible/loot/npc_loot/broad_spectrum_med_device_generic.iff	item_junk_npc_41thru45_01_03
9	object/tangible/loot/npc_loot/camera_generic.iff	item_junk_npc_66thru70_01_05
10	object/tangible/loot/npc_loot/canister_small_device_generic.iff	item_junk_npc_76thru82_01_02
11	object/tangible/loot/npc_loot/chassis_blueprint_device_generic.iff	item_junk_droid_46thru50_01_05
12	object/tangible/loot/npc_loot/chem_dispersion_device_generic.iff	item_junk_npc_46thru50_01_01
13	object/tangible/loot/npc_loot/circuit_board_generic.iff	item_junk_npc_83plus_01_05
14	object/tangible/loot/npc_loot/clipon_id_badge_generic.iff	item_junk_npc_76thru82_01_04
15	object/tangible/loot/npc_loot/clothing_repair_device_generic.iff	item_junk_npc_56thru60_01_02
16	object/tangible/loot/npc_loot/comlink_civilian_generic.iff	item_junk_droid_1thru5_01_04
17	object/tangible/loot/npc_loot/copper_battery_generic.iff	item_junk_droid_6thru10_01_02
18	object/tangible/loot/npc_loot/datadisk_generic.iff	item_junk_droid_16thru20_01_03
19	object/tangible/loot/npc_loot/datapad_flashy_generic.iff	item_junk_droid_83plus_01_03
20	object/tangible/loot/npc_loot/decryptor_generic.iff	item_junk_droid_51thru55_01_04
21	object/tangible/loot/npc_loot/disk_drive_generic.iff	item_junk_droid_16thru20_01_05
22	object/tangible/loot/npc_loot/elect_module_complex_generic.iff	item_junk_droid_21thru25_01_03
23	object/tangible/loot/npc_loot/elect_module_misc_01.iff	item_junk_droid_1thru5_01_05
24	object/tangible/loot/npc_loot/elect_module_simple_generic.iff	item_junk_droid_56thru60_01_05
25	object/tangible/loot/npc_loot/elect_module_wires.iff	item_junk_droid_41thru45_01_03
26	object/tangible/loot/npc_loot/elect_power_unit_generic.iff	item_tow_junk_droid_power_cell_02_01
27	object/tangible/loot/npc_loot/electronic_key_generic.iff	item_junk_droid_61thru65_01_03
28	object/tangible/loot/npc_loot/engineer_analysis_board_generic.iff	item_junk_droid_76thru82_01_03
29	object/tangible/loot/npc_loot/frequency_jammer_wire_generic.iff	item_junk_droid_61thru65_01_05
30	object/tangible/loot/npc_loot/generator_device_generic.iff	item_junk_droid_66thru70_01_03
31	object/tangible/loot/npc_loot/handheld_viewscreen_2_generic.iff	item_junk_npc_83plus_01_03
32	object/tangible/loot/npc_loot/healing_chemical_generic.iff	item_junk_npc_21thru25_01_02
33	object/tangible/loot/npc_loot/hyperdrive_part_generic.iff	item_junk_npc_66thru70_01_04
34	object/tangible/loot/npc_loot/id_chip_generic.iff	item_junk_npc_56thru60_01_01
35	object/tangible/loot/npc_loot/impulse_detector_01_generic.iff	item_junk_npc_1thru5_01_05
36	object/tangible/loot/npc_loot/impulse_detector_02_generic.iff	item_junk_npc_31thru35_01_04
37	object/tangible/loot/npc_loot/installation_repair_device_generic.iff	item_junk_npc_46thru50_01_03
38	object/tangible/loot/npc_loot/large_dispersal_unit_generic.iff	item_junk_npc_51thru55_01_02
39	object/tangible/loot/npc_loot/laser_trap_generic.iff	item_junk_npc_56thru60_01_05
40	object/tangible/loot/npc_loot/launcher_tube_generic.iff	item_junk_npc_6thru10_01_02
41	object/tangible/loot/npc_loot/ledger_generic.iff	item_junk_npc_61thru65_01_02
42	object/tangible/loot/npc_loot/magseal_detector_generic.iff	item_junk_npc_6thru10_01_05
43	object/tangible/loot/npc_loot/medical_console_generic.iff	item_junk_npc_66thru70_01_03
44	object/tangible/loot/npc_loot/medical_device_generic.iff	item_junk_npc_26thru30_01_02
45	object/tangible/loot/npc_loot/metal_barrel_generic.iff	item_junk_npc_21thru25_01_03
46	object/tangible/loot/npc_loot/motivator_device_generic.iff	item_junk_npc_31thru35_01_05
47	object/tangible/loot/npc_loot/notebook_generic.iff	item_junk_npc_36thru40_01_03
