object	stage	locx	locy	locz	yaw	script	wp_name	path
s	i[1]	i[0]	i[0]	i[0]	i[0]	s[none]	s[none]	s
object/tangible/ground_spawning/patrol_waypoint.iff	2	-81	0	128		theme_park.dungeon.mustafar_trials.establish_the_link.droid_spawner	none	firstCorner:secondCorner:oppositeSide:firstSpawn:tSection:firstLegBend:firstRelay:secondLegBend:secondSpawn:finalEncounter:finalRelay
object/tangible/ground_spawning/patrol_waypoint.iff	1	-105	-1	124			firstCorner	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-106	-2	79			secondCorner	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-78	-2	71			oppositeSide	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-56	0	40			firstSpawn	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-70	-1	0			tSection	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-54	-1	-30			firstLegBend	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-8	-2	-1			firstRelay	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-82	0	-5			secondLegBend	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-99	-3	-45			secondSpawn	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-101	-2	-73			finalEncounter	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-102	-3	-26			finalRelay	
object/tangible/dungeon/mustafar/uplink_trial/beetle_lair.iff	1	-100	-6	37		theme_park.dungeon.mustafar_trials.establish_the_link.bug_spawner		
object/tangible/dungeon/mustafar/uplink_trial/beetle_lair.iff	1	-71	-1	-1		theme_park.dungeon.mustafar_trials.establish_the_link.bug_spawner		
object/tangible/dungeon/mustafar/uplink_trial/beetle_lair.iff	1	-36	-3	-27		theme_park.dungeon.mustafar_trials.establish_the_link.bug_spawner	
object/tangible/dungeon/mustafar/uplink_trial/beetle_lair.iff	1	-93	-3	-44		theme_park.dungeon.mustafar_trials.establish_the_link.bug_spawner	
object/tangible/ground_spawning/patrol_waypoint.iff	1	-61	0	77			random1
object/tangible/ground_spawning/patrol_waypoint.iff	1	-62	-1	124			random2
object/tangible/ground_spawning/patrol_waypoint.iff	1	-64	-4	11			random3
object/tangible/ground_spawning/patrol_waypoint.iff	1	-106	-6	32			random4
object/tangible/ground_spawning/patrol_waypoint.iff	3	-58	-5	11		theme_park.dungeon.mustafar_trials.establish_the_link.foreman_spawner	
object/tangible/ground_spawning/patrol_waypoint.iff	3	-74	0	75		theme_park.dungeon.mustafar_trials.establish_the_link.foreman_drone_spawner	
object/tangible/ground_spawning/patrol_waypoint.iff	3	-6	-1	0		theme_park.dungeon.mustafar_trials.establish_the_link.foreman_drone_spawner	
object/tangible/ground_spawning/patrol_waypoint.iff	3	-102	0	-87		theme_park.dungeon.mustafar_trials.establish_the_link.foreman_drone_spawner	
object/building/mustafar/structures/must_uplink_bunker_entrance.iff	1	-90	0	117	4		
object/tangible/dungeon/mustafar/uplink_trial/exit_door.iff	1	-90	0	117	4	theme_park.dungeon.mustafar_trials.establish_the_link.exit_door	
