objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-322718499	0	object/tangible/collection/rare_carbine_modified_x1.iff	0	379.668	172.175	1359.28	-0.58472	-0.380373	0.358495	0.620404	systems.collections.consume_click	collection.slotName|4|col_rare_carbine_02:modified_x1_01|$|
-16030000	0	object/tangible/ground_spawning/area_spawner.iff	0	454.57	138.824	371.96	0.998716	0	0.0506496	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|414.000000|fltMinSpawnTime|2|324.000000|fltRadius|2|8.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_walluga_01|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_walluga_smasher|$|
-16029999	0	object/tangible/ground_spawning/area_spawner.iff	0	423.46	142.353	430.7	0.994554	0	0.104223	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|412.000000|fltMinSpawnTime|2|345.000000|fltRadius|2|6.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_walluga_02|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_walluga_smasher|$|
-16029998	0	object/tangible/ground_spawning/area_spawner.iff	0	457.15	138.824	475.89	0.951813	0	0.306679	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|406.000000|fltMinSpawnTime|2|345.000000|fltRadius|2|8.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_walluga_03|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_walluga_smasher|$|
-16029997	0	object/tangible/ground_spawning/area_spawner.iff	0	498.77	172.414	185.21	0.969973	0	0.243214	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|407.000000|fltMinSpawnTime|2|325.000000|fltRadius|2|8.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_rebel_01|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_rebels|$|
-16029996	0	object/tangible/ground_spawning/area_spawner.iff	0	530.05	143.529	252.92	0.895765	0	0.444527	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|420.000000|fltMinSpawnTime|2|350.000000|fltRadius|2|8.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_rebel_02|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_rebels|$|
-16029995	0	object/tangible/ground_spawning/area_spawner.iff	0	571.757	170.588	177.66	0.607235	0	0.794522	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|412.000000|fltMinSpawnTime|2|354.000000|fltRadius|2|8.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_rebel_03|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_rebels|$|
-16029994	0	object/tangible/ground_spawning/area_spawner.iff	0	568.226	171.765	199.71	-0.449298	0	0.893382	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|413.000000|fltMinSpawnTime|2|329.000000|fltRadius|2|9.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_rebel_04|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_rebels|$|
-16029993	0	object/tangible/ground_spawning/area_spawner.iff	0	543.83	138.824	673.98	0.987031	0	0.160531	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|415.000000|fltMinSpawnTime|2|334.000000|fltRadius|2|6.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_bolotaur_01|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_bolotaur|$|
