server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
h	i	f	f	f	f	f	f	f	s	p
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	378.25	100.444	27.99	0.750743	0.00471109	-0.660575	0.00167494		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	129.62	87.4277	190.81	0.947639	0.00494003	-0.319305	0.0007719		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	708.35	102.232	54.76	-0.66999	0.00357208	0.742355	-0.00349855		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	550.99	96.5307	39.92	-0.625511	0.000470304	0.780199	-0.00497779		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a2.iff	0	1031.78	34.9984	276.69	0.833702	0.00416854	0.552192	-0.00276098		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	42.77	81.1926	335.85	0.995004	0	-0.0998336	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	210.51	71.0056	719.99	0.855127	0	0.518418	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	1668.45	91.694	698.81	-0.158532	0	0.987354	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1501.94	116.494	257.1	-0.227202	0	0.973848	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1546.81	105.224	408.56	-0.0791209	0	0.996864	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	892.13	106.158	67.67	-0.66627	0.00355454	0.745696	-0.00351637		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a1.iff	0	119.76	0	287.17	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a2.iff	0	296.21	0	336.85	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a1.iff	0	116.74	0	442.85	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a2.iff	0	295.8	0	667.85	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a2.iff	0	466.5	0	275.64	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a1.iff	0	304.21	0	517.03	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a1.iff	0	519.58	21.6957	350.42	0.233617	0	0.972329	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a2.iff	0	534.5	23.5654	412.58	0.577609	0	0.816314	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	456.9	24.5734	411.69	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a1.iff	0	451.5	43.7216	210.41	-0.183164	0	0.983083	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a2.iff	0	274.6	34.064	297	0.935897	0	-0.352274	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a1.iff	0	645.02	20.9879	363.75	0.233617	0	0.972329	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s01.iff	0	590.01	18.841	350.69	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	774.43	23.6068	465.26	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	709.96	22.3398	409.93	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a2.iff	0	323	15.5377	212.3	0.738469	0	0.674287	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a1.iff	0	270.61	28.2149	446.5	0.796084	0	0.605186	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1060.69	117.733	107.85	-0.538961	0	0.842331	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a1.iff	0	683.43	22.9364	484.45	-0.275591	0	0.961275	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	774.36	20.9981	378.56	0.453596	0	0.891207	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a2.iff	0	617.69	0	871.8	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a2.iff	0	497.17	0	521.14	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl3_base_tree_a1.iff	0	606.52	53.8371	608.5	0.741831	0	0.670587	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a2.iff	0	462.88	0	699.23	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	451.93	22.9281	321	0.453596	0	0.891207	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a1.iff	0	342.57	53.7091	555.17	-0.183164	0	0.983083	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	375.45	73.2076	769.71	0.799099	0	0.601199	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a1.iff	0	676.07	32.2049	197.6	0.42666	0	0.904412	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1211.39	116.834	131.1	-0.688335	0.00365842	0.725377	-0.00340818		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1384.24	128.409	160.94	-0.580386	0	0.814341	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	1640.17	93.8941	1005.86	0.238476	0	0.971148	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1682.36	95.8391	851.04	0.0107959	0	0.999941	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	1508.08	88.9029	1294.13	0.371659	0	0.928369	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1578.84	90.848	1160.46	0.18964	0	0.981853	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a2.iff	0	1056.13	28.5416	634.36	0.833702	0.00416854	0.552192	-0.00276098		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_near_roots_a2.iff	0	641.34	0	1060.72	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	1432.4	92.5536	1423.42	0.223882	0	0.974617	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	517.19	87.5262	874.31	0.96639	0	0.257081	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s01.iff	0	834.58	19.9136	409.49	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a1.iff	0	892.16	22.2223	403.41	0.849899	0	0.526945	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s01.iff	0	951.74	19.9252	386.75	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	1023.54	22.3517	416.84	0.921061	0	0.389418	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a1.iff	0	860.57	49.3408	261.44	0.63329	0	0.773915	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a1.iff	0	1237.88	49.6637	299.85	0.338946	0	0.940806	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a1.iff	0	495.38	47.4256	646.6	0.789013	0	-0.614376	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_tree_a2.iff	0	409.72	39.7065	554.01	0.989494	0.00259548	0.14449	-0.00427355		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	1593.66	94.5755	550.18	-0.217453	0	0.976071	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a2.iff	0	220.53	100.184	84.83	0.821583	0.00448778	-0.570067	0.00220446		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	40.82	56.2486	497.32	0.997888	0	0.064954	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_far_treewall_a1.iff	0	84.71	57.9594	665.14	0.961056	0	0.276355	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	379.95	26.2879	371.69	0.0157958	0	0.999875	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a1.iff	0	1021.14	22.5679	512.57	0.747443	0	-0.664326	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	1080.35	21.3706	464.87	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s01.iff	0	1148.7	18.6171	485.58	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	1206.83	21.4378	538.25	0.552863	0	0.833272	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a1.iff	0	1226.08	21.9856	630.05	-0.66254	0	0.749027	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s01.iff	0	1230.84	18.1501	681.07	0.674876	0	0.737931	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s01.iff	0	838.16	23.2896	508.03	0.904752	0	-0.425939	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	855.09	25.687	572.93	0.367014	0	0.930215	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	820.03	27.4632	652.74	1	0	0	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a2.iff	0	805.68	28.6641	718.62	0.577609	0	0.816314	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	883.91	28.8052	717.27	0.735088	0	0.677972	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	859.06	28.3647	788.22	-0.572214	0	0.820104	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	939.19	27.5759	785.49	0.453596	0	0.891207	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a2.iff	0	914.72	27.1523	851.46	0.577609	0	0.816314	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	997.36	25.8022	858.47	0.394751	0	0.918788	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a2.iff	0	1000.45	25.8237	779.39	0.577609	0	0.816314	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a2.iff	0	967.28	26.7593	730.29	0.577609	0	0.816314	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s01.iff	0	970.59	25.1697	919.65	0.789992	0	0.613117	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	938.08	26.0923	959.95	0.453596	0	0.891207	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	906.08	25.54	1047.3	0.367014	0	0.930215	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a3.iff	0	1131.79	21.2318	412.24	0.501902	0	0.864924	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	1319.49	19.2895	829.37	0.453596	0	0.891207	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_bridge_s02.iff	0	1304.59	18.8	909.51	0.13538	0	0.990793	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a2.iff	0	1249.48	23.6217	928.09	0.577609	0	0.816314	0		$|
object/building/kashyyyk/poi_kash_rryatt_lvl2_walk_tree_a2.iff	0	1372.49	20.8037	890.1	0.926199	0	-0.377035	0		$|
