objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-1375655756	0	object/tangible/ground_spawning/area_spawner.iff	0	394.948	-21.0964	484.718	0.999234	0	0.0391288	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|61.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_lobarror|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_lobarorr|$|
-794755184	0	object/tangible/collection/rare_melee_wke_heartlance.iff	0	972.275	-22.6118	425.343	0.589788	0	0	0.807558	systems.collections.consume_click	collection.slotName|4|col_rare_melee_04:wke_heartlance_01|$|
-16120000	0	object/tangible/ground_spawning/area_spawner.iff	0	916.617	-25.3027	400.816	-0.638644	0	0.769502	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|999.000000|fltMinSpawnTime|2|909.000000|fltRadius|2|5.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_katarn|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_katarn|$|
-16119999	0	object/tangible/ground_spawning/area_spawner.iff	0	880.521	-24.8379	416.915	0.999958	0	-0.00921299	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|605.000000|fltMinSpawnTime|2|509.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_nestlings_01|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_nestling|$|
-16119998	0	object/tangible/ground_spawning/area_spawner.iff	0	870.365	-25.9983	391.903	0.999958	0	-0.00921299	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|605.000000|fltMinSpawnTime|2|509.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_nestlings_01b|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_nestling|$|
-16119997	0	object/tangible/ground_spawning/area_spawner.iff	0	994.82	-24.732	443.066	0.964522	0	0.264004	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|609.000000|fltMinSpawnTime|2|504.000000|fltRadius|2|6.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_nestling_02|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_nestling|$|
-16119996	0	object/tangible/ground_spawning/area_spawner.iff	0	970.95	-26.3431	394.388	-0.175661	0	0.984451	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|609.000000|fltMinSpawnTime|2|508.000000|fltRadius|2|6.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_nestling_03|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_nestling|$|
-16119995	0	object/tangible/ground_spawning/area_spawner.iff	0	931.209	-25.5102	438.41	0.97922	0	-0.202803	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|608.000000|fltMinSpawnTime|2|506.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_nestling_04b|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_nestling|$|
-16119994	0	object/tangible/ground_spawning/area_spawner.iff	0	914.63	-27.6033	346.18	0.97922	0	-0.202803	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|608.000000|fltMinSpawnTime|2|506.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rryatt_nestling_04|strSpawnerType|4|area|strSpawns|4|kashyyyk/rryatt_nestling|$|
