TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/installation/battlefield/destructible/bfield_column_strong.iff	7.39453	0	3.11475	-49.27442768
object/installation/battlefield/destructible/bfield_column_strong.iff	24.3945	0	5.11475	38.96113007
object/installation/battlefield/destructible/bfield_column_strong.iff	9.39453	0	-12.8853	-141.7033489
object/installation/battlefield/destructible/bfield_column_strong.iff	26.3945	0	-10.8853	85.94366927
object/installation/battlefield/destructible/bfield_target_power_transformer_02.iff	-35.5588	0	-4.28027	4.583656631
object/installation/battlefield/destructible/bfield_target_power_transformer_02.iff	-40.0535	0	-3.35449	0
object/installation/battlefield/destructible/bfield_target_power_transformer_02.iff	-42.1511	0	-3.69727	4.583622254
object/installation/battlefield/destructible/bfield_wall_barbed.iff	16.3945	0	4.11475	174.7521275
object/installation/battlefield/destructible/bfield_wall_barbed.iff	18.3945	0	-11.8853	174.7521275
object/installation/battlefield/destructible/bfield_wall_barbed.iff	8.39453	0	-4.88525	-95.2479309
object/installation/battlefield/destructible/bfield_wall_barbed.iff	25.3945	0	-2.88525	-95.2479309
object/installation/battlefield/destructible/bfield_wall_barbed.iff	-37.5618	0	-1.45996	4.583662361
object/installation/battlefield/destructible/bfield_wall_barbed.iff	-38.0283	0	-6.78955	4.583622254
object/installation/battlefield/destructible/bfield_wall_strong.iff	-46.0928	0	-3.45313	94.72080973
object/static/installation/mockup_factory_machine_style_1.iff	-16.884	0	-4.42676	94.14785194
object/static/installation/mockup_power_generator_photo_bio_style_1.iff	-17.0654	0	-20.0098	-176.0808166
object/static/item/item_con_bag_ingredients_lg_s1.iff	23.877	0	11.0708	-122.6129682
object/static/item/item_con_bag_ingredients_lg_s1.iff	22.1348	0	18.2451	31.69516579
object/static/item/item_con_bag_ingredients_lg_s1.iff	25.3477	0	14.0679	-54.43093324
object/static/item/item_con_barrel_lg_s1.iff	17.5664	0	-17.0552	-28.07493196
object/static/item/item_con_barrel_lg_s1.iff	18.2251	0	-16.3008	82.5059225
object/static/item/item_con_barrel_lg_s1.iff	18.6008	0	-17.1069	-84.79775368
object/static/item/item_container_energy_gas.iff	20.1379	0	18.1445	-43.54484973
object/static/item/item_container_energy_gas.iff	21.1353	0	18.1948	153.1625048
object/static/item/item_container_energy_gas.iff	16.9106	0	-16.0449	-50.99324377
object/static/item/item_container_energy_radioactive.iff	17.8972	0	-18.2114	-40.10704566
object/static/item/item_container_energy_solid.iff	19.0747	0	-17.7793	-67.60901983
object/static/item/item_container_energy_solid.iff	19.3022	0	-16.7134	-118.0293058
object/static/item/item_tank_gas.iff	-20.0901	0	6.88623	-46.79999485
object/static/item/item_tank_gas.iff	-20.1843	0	5.51563	43.54479243
object/static/item/item_tank_gas.iff	-11.9919	0	6.31885	-46.22709435
object/static/item/item_tank_gas.iff	-11.9553	0	5.60156	95.86672532
object/static/item/item_tank_gas.iff	-20.1299	0	6.20801	-153.5526891
object/static/item/item_tank_gas.iff	-12.0613	0	4.98779	26.53854563
object/static/structure/general/campfire_fresh.iff	16.2009	0	-26.7451	87.84474323
object/static/structure/general/prp_engine.iff	-36.4326	0	-10.7842	-89.38141604
object/static/structure/general/prp_junk_s1.iff	-0.13208	0	-1.25781	-24.63718519
object/static/structure/general/prp_junk_s2.iff	2.89771	0	-5.94287	-24.63718519
object/static/structure/general/prp_junk_s3.iff	-33.01	0	6.20215	-81.9329647
object/static/structure/general/prp_junk_s4.iff	-39.8892	0	-10.6279	-80.78704911
object/static/structure/general/prp_junk_s5.iff	-33.2773	0	-10.8672	-152.9797313
object/static/structure/general/prp_junk_s6.iff	-35.7659	0	-12.6465	-89.38141604
object/static/structure/general/prp_junk_s7.iff	-41.1917	0	5.68018	-21.77239621
object/static/structure/general/tankfarm_s01.iff	-23.7322	0	9.54297	-179.3357899
object/static/structure/general/tankfarm_s01.iff	-6.54004	0	8.91992	4.010704566
object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	21.4412	0	12.2017	19.48050774
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	20.3914	0	13.1499	-69.90085101
object/static/structure/tatooine/debris_tatt_drum_storage_2.iff	20.3911	0	13.1499	-127.1966305
object/static/structure/tatooine/debris_tatt_pipe_dual_unconnected.iff	20.595	0	9.15527	169.2047501
object/static/structure/tatooine/debris_tatt_pipe_widemouth.iff	22.5417	0	10.2544	-163.8659294
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	13.7354	0	-20.1665	-69.71865043
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	21.2886	0	15.1997	-54.43093324
object/tangible/furniture/cheap/cabinet_s01.iff	18.2927	0	15.0459	68.18197762
object/tangible/furniture/cheap/chair_s01.iff	19.342	0	14.0986	28.07487467
object/tangible/furniture/cheap/chair_s01.iff	19.2395	0	16.0957	118.0293058
object/tangible/furniture/cheap/coffee_table_s01.iff	24.2346	0	16.3496	-127.7695883
