regionName	geometry	minX_or_centerX	minZ_or_centerZ	maxX_or_radius	maxZ	pvpType	geographicalType	minDifficultyType	maxDifficultyType	spawnableType	missionType	buildable	municipal	visible	notify	environmentFlags
s	"e(rectangle=0,circle=1)[rectangle]"	f	f	f	f	"e(normal=0,truce=1,pvp_battlefield=2,pve_battlefield=3,pvp_advanced=4)[normal]"	"e(desert=0,forest=1,jungle=2,plateau=3,oasis=4,canyon=5,lake=6,lakeshore=7,beach=8,ocean=9,underwater=10,river=11,volcano=12,swamp=13,plains=14,prairie=15,mountains=16,hills=17,grassland=18,wasteland=19,city=20,fictional=21,pathfind=22,default=23,theater=24,overload=25)[default]"	i	i	"e(spawnFalse=0,spawnTrue=1,mission=2,default=3,difficulty=5)[spawnFalse]"	"e(none=0,destroy=1,other=2,tatooine_anchorhead=3,tatooine_bestine=4,tatooine_mos_eisley=5,tatooine_mos_entha=6,tatooine_mos_espa=7,tatooine_mos_teike=8,tatooine_wayfar=9,naboo_theed=10,naboo_deeja_peak=11,naboo_kaadara=12,naboo_moenia=13,naboo_keren=14,tatooine_bib_1=15,corellia_coronet=16,corellia_tyrena=17,corellia_bela_vistal=18,corellia_vreni_island=19,corellia_kor_vella=20,corellia_daoba_guerfel=21,rori_narmle=22,rori_restuss=23,talus_dearic=24,talus_nashal=25,yavin4_labor_outpost=26,yavin4_mining_outpost=27,endor_neutral_outpost=28,dantooine_mining_outpost=29,dantooine_pirate_outpost=30,dathomir_trade_outpost=31,dathomir_survey_outpost=32,lok_nyms_stronghold=33)[none]"	b[1]	b[0]	b[0]	b[0]	s
@naboo_region_names:gallo_mountains	rectangle	-4584	-7999	7999	-1500	normal	plains	20	90	mission	none	1	0	0	0	
@naboo_region_names:kaadara	circle	5168	6704	320		normal	city	0	0	spawnFalse	none	0	1	1	0	
@naboo_region_names:deeja_peak	circle	5048	-1528	616		normal	city	0	0	spawnFalse	none	0	1	1	0	
@naboo_region_names:emperors_retreat	circle	2280	-3944	280		normal	city	0	0	spawnFalse	none	0	0	1	0	
@naboo_region_names:keren	rectangle	336	2140	2512	3264	normal	city	0	0	spawnFalse	none	0	1	1	0	
@naboo_region_names:moenia	circle	4800	-4784	336		normal	city	0	0	spawnFalse	none	0	1	1	1	
@naboo_region_names:theed	rectangle	-6160	3920	-4480	4816	normal	city	0	0	spawnFalse	none	0	1	1	0	
@naboo_region_names:lake_retreat	circle	-5568	0	176		normal	city	0	0	spawnFalse	none	0	0	1	0	
kaadara_nobuild_1	circle	5168	6704	640		normal	default	0	0	spawnFalse	none	0	0	0	0	
deeja_peak_nobuild_1	circle	5048	-1528	1200		normal	default	0	0	spawnFalse	none	0	0	0	0	
keren_nobuild_1	rectangle	-200	1756	3000	3700	normal	default	0	0	spawnFalse	none	0	0	0	0	
moenia_nobuild_1	circle	4800	-4784	700		normal	default	0	0	spawnFalse	none	0	0	0	0	
theed_nobuild_1	rectangle	-6600	3420	-3980	5316	normal	default	0	0	spawnFalse	none	0	0	0	0	
@naboo_region_names:gallo_mountains_1	circle	-4464	-3408	1639.69751		normal	plains	20	90	mission	other	1	0	0	0	
@naboo_region_names:gallo_mountains_2	circle	-5040	528	1552		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:gallo_mountains_3	circle	2464	-256	2016		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:gallo_mountains_4	circle	6816	-1696	1000		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:gallo_mountains_5	circle	1984	-3520	1760		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:gallo_mountains_6	rectangle	-8000	-3232	8000	-224	normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:swamp_1	circle	5040	-5936	1840		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:swamp_2	rectangle	-8000	-7971.21436	-558.47681	-5180.78564	normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:swamp_3	rectangle	5494	-4475	7433	-3300	normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:rainforest_1	circle	-432	2064	976		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:rainforest_2	circle	3856	2640	1000		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:rainforest_3	circle	6464	6592	500		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:forest_1	circle	-6768	2928	845		normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:gallo_jungle_1	rectangle	-8000	-448	8000	1856	normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:gallo_jungle_2	rectangle	-8000	-5276.05664	8000	-3075.94238	normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:gallo_forest_1	rectangle	-8000	-3008	8000	-448	normal	plains	20	90	mission	other	1	0	0	0
@naboo_region_names:plains_1	rectangle	-8000	1856	8000	7232	normal	plains	20	90	mission	other	1	0	0	0
deeja_peak_deliver_1	circle	4785.460938	-1260.383423	5		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_2	circle	4751.015625	-1284.861328	2		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_3	circle	4700.689453	-1440.464478	7		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_4	circle	4616.306152	-1379.195557	2		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_5	circle	4893.760742	-1377.421387	2		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_6	circle	4933.211426	-1372.507568	5		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_7	circle	5012.26416	-1459.85144	2		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_8	circle	5057.393555	-1457.275757	2		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_9	circle	5114.678711	-1427.305176	2		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
deeja_peak_deliver_10	circle	4997.929199	-1460.84314	2		normal	default	0	0	spawnFalse	naboo_deeja_peak	0	0	0	0
