regionName	geometry	minX_or_centerX	minZ_or_centerZ	maxX_or_radius	maxZ	pvpType	geographicalType	minDifficultyType	maxDifficultyType	spawnableType	missionType	buildable	municipal	visible	notify	environmentFlags
s	"e(rectangle=0,circle=1)[rectangle]"	f	f	f	f	"e(normal=0,truce=1,pvp_battlefield=2,pve_battlefield=3,pvp_advanced=4)[normal]"	"e(desert=0,forest=1,jungle=2,plateau=3,oasis=4,canyon=5,lake=6,lakeshore=7,beach=8,ocean=9,underwater=10,river=11,volcano=12,swamp=13,plains=14,prairie=15,mountains=16,hills=17,grassland=18,wasteland=19,city=20,fictional=21,pathfind=22,default=23,theater=24,overload=25)[default]"	i	i	"e(spawnFalse=0,spawnTrue=1,mission=2,default=3,difficulty=5)[spawnFalse]"	"e(none=0,destroy=1,other=2,tatooine_anchorhead=3,tatooine_bestine=4,tatooine_mos_eisley=5,tatooine_mos_entha=6,tatooine_mos_espa=7,tatooine_mos_teike=8,tatooine_wayfar=9,naboo_theed=10,naboo_deeja_peak=11,naboo_kaadara=12,naboo_moenia=13,naboo_keren=14,tatooine_bib_1=15,corellia_coronet=16,corellia_tyrena=17,corellia_bela_vistal=18,corellia_vreni_island=19,corellia_kor_vella=20,corellia_daoba_guerfel=21,rori_narmle=22,rori_restuss=23,talus_dearic=24,talus_nashal=25,yavin4_labor_outpost=26,yavin4_mining_outpost=27,endor_neutral_outpost=28,dantooine_mining_outpost=29,dantooine_pirate_outpost=30,dathomir_trade_outpost=31,dathomir_survey_outpost=32,lok_nyms_stronghold=33)[none]"	b[1]	b[0]	b[0]	b[0]	s
mission_default	rectangle	-8000	-8000	8000	8000	normal	wasteland	1	90	mission	other	1	0	0	0	
@tatooine_region_names:world_spawner	rectangle	-8000	-8000	8000	8000	normal	default	10	30	default	other	1	0	0	0	
@tatooine_region_names:bestine	circle	-1218	-3688	336		normal	city	0	0	spawnFalse	other	0	1	1	0	
@tatooine_region_names:fort_tusken	circle	-3900	6260	250		normal	city	0	0	spawnFalse	none	0	0	1	0	
@tatooine_region_names:jabbas_palace	circle	-5983	-6267	500		normal	city	0	0	spawnFalse	none	0	0	1	0	
@tatooine_region_names:mos_eisley	circle	3460	-4768	456		normal	city	0	0	spawnFalse	other	0	1	1	1	
@tatooine_region_names:mos_entha	circle	1488	3256	424		normal	city	0	0	spawnFalse	other	0	1	1	0	
@tatooine_region_names:mos_espa	circle	-2940	2190	533		normal	city	0	0	spawnFalse	other	0	1	1	0	
@tatooine_region_names:mos_teike	circle	3832	2360	264		normal	city	0	0	spawnFalse	other	0	1	1	0	
@tatooine_region_names:wayfar	circle	-5174	-6582	230		normal	city	0	0	spawnFalse	other	0	1	1	0	
@tatooine_region_names:anchorhead	circle	102	-5360	125		normal	city	0	0	spawnFalse	other	0	1	1	0	
bestine_nobuild_1	circle	-1218	-3688	700		normal	default	0	0	spawnFalse	none	0	0	0	0	
mos_eisley_nobuild_1	circle	3460	-4768	900		normal	default	0	0	spawnFalse	none	0	0	0	0	
mos_entha_nobuild_1	circle	1488	3256	900		normal	default	0	0	spawnFalse	none	0	0	0	0	
mos_espa_nobuild_1	circle	-2712	2464	1100		normal	default	0	0	spawnFalse	none	0	0	0	0
mos_teike_nobuild_1	circle	3832	2360	500		normal	default	0	0	spawnFalse	none	0	0	0	0
wayfar_nobuild_1	circle	-5174	-6582	500		normal	default	0	0	spawnFalse	none	0	0	0	0
anchorhead_nobuild_1	circle	102	-5360	400		normal	default	0	0	spawnFalse	none	0	0	0	0
@tatooine_region_names:plateau	rectangle	-1408	-7088	7760	1376	normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:eastern_oasis	circle	6289	-441	500		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:northeastern_oasis	circle	5361	3945	1175		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:southern_oasis	circle	1032	-7755	200		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:western_oasis	circle	-7127	1408	500		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:eastern_dune_sea	rectangle	2320	784	8000	7696	normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:western_dune_sea_1	rectangle	-8000	-8000	-3728	-432	normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:western_dune_sea_2	circle	-2160	-5920	1968		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:mospic_high_range_1	circle	-344	344	1648		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:mospic_high_range_2	circle	1200	-832	1808		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:mospic_high_range_3	circle	3496	-2584	1500		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:mospic_high_range_4	circle	1624	-6248	850		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:mospic_high_range_5	circle	616	-3352	900		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:mospic_high_range_6	circle	-6008	-4600	1100		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:jundland_waste_1	circle	-3488	4240	1125		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:jundland_waste_2	circle	-3296	-1016	1250		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:grand_arena	circle	872	5000	1130		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:western_dune_sea_3	circle	-4904	-2536	2424		normal	wasteland	1	90	mission	other	1	0	0	0
@tatooine_region_names:jawa_mountain_fortress	circle	-6144	1856	200		normal	city	1	10	spawnFalse	none	0	0	1	0
@tatooine_region_names:imperial_oasis	circle	-5300	2681	90		normal	city	1	10	spawnFalse	none	0	0	1	0
tatooine_bib_newbie_1	circle	-1429.785889	-3773.310547	5		normal	default	0	0	spawnFalse	tatooine_bib_1	0	0	0	0
bestine_deliver_1	circle	-1033.882813	-3644.68042	5		normal	default	0	0	spawnFalse	tatooine_bestine	0	0	0	0
bestine_deliver_2	circle	-1010.281006	-3728.594238	2		normal	default	0	0	spawnFalse	tatooine_bestine	0	0	0	0
