regionName	geometry	minX_or_centerX	minZ_or_centerZ	maxX_or_radius	maxZ	pvpType	geographicalType	minDifficultyType	maxDifficultyType	spawnableType	missionType	buildable	municipal	visible	notify	environmentFlags
s	"e(rectangle=0,circle=1)[rectangle]"	f	f	f	f	"e(normal=0,truce=1,pvp_battlefield=2,pve_battlefield=3,pvp_advanced=4)[normal]"	"e(desert=0,forest=1,jungle=2,plateau=3,oasis=4,canyon=5,lake=6,lakeshore=7,beach=8,ocean=9,underwater=10,river=11,volcano=12,swamp=13,plains=14,prairie=15,mountains=16,hills=17,grassland=18,wasteland=19,city=20,fictional=21,pathfind=22,default=23,theater=24,overload=25)[default]"	i	i	"e(spawnFalse=0,spawnTrue=1,mission=2,default=3,difficulty=5)[spawnFalse]"	"e(none=0,destroy=1,other=2,tatooine_anchorhead=3,tatooine_bestine=4,tatooine_mos_eisley=5,tatooine_mos_entha=6,tatooine_mos_espa=7,tatooine_mos_teike=8,tatooine_wayfar=9,naboo_theed=10,naboo_deeja_peak=11,naboo_kaadara=12,naboo_moenia=13,naboo_keren=14,tatooine_bib_1=15,corellia_coronet=16,corellia_tyrena=17,corellia_bela_vistal=18,corellia_vreni_island=19,corellia_kor_vella=20,corellia_daoba_guerfel=21,rori_narmle=22,rori_restuss=23,talus_dearic=24,talus_nashal=25,yavin4_labor_outpost=26,yavin4_mining_outpost=27,endor_neutral_outpost=28,dantooine_mining_outpost=29,dantooine_pirate_outpost=30,dathomir_trade_outpost=31,dathomir_survey_outpost=32,lok_nyms_stronghold=33)[none]"	b[1]	b[0]	b[0]	b[0]	s
@talus_region_names:forest	circle	4800	4544	3200		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:forest_1	circle	1296	4400	2965		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:forest_2	circle	3760	3568	1000		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:forest_3	circle	-5792	5600	1983		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:forest_4	circle	-2064	3184	1159		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:forest_5	circle	-5440	-2144	1760		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains	rectangle	-8000	6616	-499	8000	normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_1	rectangle	447	6545	8000	8000	normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_2	circle	-224	6880	1100		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_3	rectangle	-8000	-4497	-6019	7313	normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_4	rectangle	6383	-6583	8000	8000	normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_5	circle	5776	5648	870		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_6	circle	6528	2080	1066		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_7	circle	6416	-4976	1500		normal	plains	40	90	mission	other	1	0	0	0	
@talus_region_names:mountains_8	circle	-976	-1072	985		normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:swamp	circle	2976	-4000	1500		normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:grasslands	circle	-3680	1504	3525		normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:grasslands_1	rectangle	-6337	-5710	6593	1582	normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:grasslands_2	rectangle	-5471	-6632	831	-5335	normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:grasslands_3	rectangle	1952	-6560	4832	-5344	normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:grasslands_4	circle	-6576	-880	737		normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:grasslands_5	circle	-6304	-3744	800		normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:river	rectangle	2848	-6688	6112	-1120	normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:prairie	circle	-3696	1456	3533		normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:prairie_1	rectangle	-6304	-6624	6560	1568	normal	plains	40	90	mission	other	1	0	0	0
@talus_region_names:dearic	circle	425	-3000	400		normal	city	0	0	spawnFalse	other	0	1	1	0
@talus_region_names:nashal	circle	4360	5251	350		normal	city	0	0	spawnFalse	other	0	1	1	0
dearic_nobuild_1	circle	425	-3000	1000		normal	default	0	0	spawnFalse	none	0	0	0	0
nashal_nobuild_1	circle	4361	5251	800		normal	default	0	0	spawnFalse	none	0	0	0	0
dearic_deliver_1	circle	147.109436	-3073.939697	2		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_2	circle	149.763977	-3061.442139	2		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_3	circle	172.678131	-3031.561035	10		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_4	circle	197.747818	-3065.090332	5		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_5	circle	156.526535	-2960.700928	12		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_6	circle	133.107117	-3092.871582	5		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_7	circle	127.294945	-2995.114502	5		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_8	circle	237.389679	-3077.778076	5		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_9	circle	290.803192	-3074.208252	5		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_10	circle	163.968536	-2835.687988	7		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_11	circle	161.413818	-2868.574951	12		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_12	circle	204.603485	-2849.753174	5		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
dearic_deliver_13	circle	221.27533	-2803.128906	7		normal	default	0	0	spawnFalse	talus_dearic	0	0	0	0
