strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_droideka_patrol_neutral_none	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_pharple_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_pharple_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_gurnaset_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_gurnaset_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_gurnaset_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_mercenary_camp2_neutral_medium_theater	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_mercenary_patrol2_neutral_none	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_mercenary_patrol_neutral_none	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_spinded_snake_lair2_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			lok_spined_snake_pack2_neutral_none	
object/tangible/lair/npc_lair.iff	-1	60	70	15	25			global_veteran_imperial_stormtrooper_camp2_imperial_large_theater	
