strItems	strRequiredItems
s	s
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60	
cash_loot/insect_cash_loot_51_60
cash_loot/insect_cash_loot_51_60
cash_loot/insect_cash_loot_51_60
cash_loot/insect_cash_loot_51_60
consumables/simple_consumables_51_60
consumables/simple_consumables_51_60
consumables/simple_consumables_51_60
weapons/ranged_51_60
weapons/melee_51_60
crafting_loot/weapon_components:wp_comp_51_60
