SPAWN	LEVEL	SCRIPT	NUMWAVES	SYSMESSTART	SYSMESEND	SPAWNDELAY	MAXWAVETIME	TIMEBETWEENWAVES	BADGE
s	i	s	i	s	s	i	i	i	i
rebel_resistance_dissident	6	event.gcwraids.invader	5	reb_raid_start	reb_raid_end	5	10	1	0
rebel_resistance_agitator	7								
rebel_resistance_separatist	8								
rebel_resistance_anarchist	9								
rebel_resistance_leader	10								
rebel_creature_handler_apprentice	12								
rebel_scout	15								
rebel_scout_female	15								
rebel_trooper	15								
rebel_sergeant	16								
rebel_staff_sergeant	16								
rebel_warrant_officer_ii	16								
rebel_master_sergeant	17								
rebel_specforce_guerrilla	18								
rebel_specforce_pathfinder	18
rebel_second_lieutenant	19
fbase_rebel_comm_operator	24
fbase_rebel_recruit	24
fbase_rebel_command_security_guard	25
fbase_rebel_corporal	26
fbase_rebel_medic	26
fbase_rebel_sergeant	26
fbase_rebel_sharpshooter	27
fbase_rebel_master_sergeant	28
fbase_rebel_warrant_officer_ii	28
fbase_rebel_first_lieutenant	30
fbase_rebel_army_captain	31
fbase_rebel_colonel	33
fbase_rebel_soldier	45
fbase_rebel_grenadier	45
fbase_rebel_guardsman	45
fbase_rebel_guard_captain	45
fbase_rebel_rifleman	45
fbase_rebel_command_security_guard_hard	45
fbase_rebel_squad_leader	47
fbase_rebel_liberator	48
fbase_rebel_sergeant_hard	75
fbase_rebel_medic_hard	77
fbase_rebel_recruit_hard	77
fbase_rebel_warrant_officer_ii_hard	77
fbase_rebel_master_sergeant_hard	78
fbase_rebel_first_lieutenant_hard	79
fbase_rebel_heavy_trooper	80
fbase_rebel_comm_operator_hard	80
fbase_rebel_sharpshooter_hard	80
fbase_rebel_corporal_hard	84
fbase_rebel_corporal_hard	84
fbase_rebel_army_captain_hard	134
fbase_rebel_liberator_hard	134
fbase_rebel_colonel_hard	139
fbase_rebel_soldier_hard	139
fbase_rebel_guardsman_hard	139
fbase_rebel_guard_captain_hard	139
fbase_rebel_grenadier_hard	140
fbase_rebel_rifleman_hard	140
fbase_rebel_heavy_trooper_hard	142
fbase_rebel_squad_leader_hard	146
fbase_rebel_cadet_hard	150
fbase_rebel_commando_hard	159
fbase_rebel_commando_hard	159
fbase_rebel_elite_sand_rat_hard	161
fbase_rebel_elite_heavy_trooper	195
fbase_rebel_elite_heavy_trooper_hard	195
