SPAWN	LEVEL	SCRIPT	NUMWAVES	SYSMESSTART	SYSMESEND	SPAWNDELAY	MAXWAVETIME	TIMEBETWEENWAVES	BADGE
s	i	s	i	s	s	i	i	i	i
imperial_civil_patrolman	6	event.gcwraids.invader	5	imp_raid_start	imp_raid_end	5	10	1	0
imperial_civil_patrol_corporal	7								
imperial_civil_patrol_sergeant	8								
imperial_cadet	9								
imperial_civil_patrol_captain	9								
imperial_civil_patrol_commander	10								
imperial_cadet_squadleader	11								
imperial_noncom	14								
imperial_private	15								
imperial_medic	16								
imperial_master_sergeant	18								
imperial_warrant_officer_ii	18								
imperial_warrant_officer_i	19								
imperial_pilot	20								
fbase_specialist_noncom	23
fbase_comm_operator	24
fbase_imperial_noncom	24
fbase_command_security_guard	25
stormtrooper	25
fbase_imperial_corporal	26
fbase_imperial_medic	26
fbase_imperial_sergeant	26
fbase_imperial_sharpshooter	27
fbase_imperial_master_sergeant	28
fbase_imperial_warrant_officer_ii	28
fbase_imperial_first_lieutenant	30
fbase_imperial_army_captain	31
fbase_scout_trooper	33
fbase_imperial_colonel	43
fbase_stormtrooper	45
fbase_stormtrooper	45
fbase_command_security_guard_hard	45
fbase_imperial_noncom_hard	45
fbase_specialist_noncom_hard	45
fbase_stormtrooper_squad_leader	47
fbase_imperial_exterminator	48
fbase_storm_commando	74
fbase_stormtrooper_captain	74
fbase_imperial_sergeant_hard	75
fbase_imperial_medic_hard	77
fbase_imperial_warrant_officer_ii_hard	77
fbase_imperial_master_sergeant_hard	78
fbase_imperial_first_lieutenant_hard	79
fbase_dark_trooper	80
fbase_comm_operator_hard	80
fbase_imperial_sharpshooter_hard	80
fbase_imperial_corporal_hard	84
fbase_imperial_army_captain_hard	134
fbase_imperial_exterminator_hard	134
fbase_scout_trooper_hard	134
fbase_sand_trooper_hard	138
fbase_imperial_colonel_hard	139
fbase_stormtrooper_hard	139
fbase_stormtrooper_medic_hard	139
fbase_dark_trooper_hard	142
fbase_stormtrooper_squad_leader_hard	146
fbase_stormtrooper_captain_hard	150
fbase_elite_dark_trooper	155
fbase_storm_commando_hard	159
fbase_elite_sand_trooper	161
fbase_elite_sand_trooper_hard	161
fbase_elite_dark_trooper_hard	195
fbase_at_st	205
