commandName	commandCategory	defaultPriority	scriptHook	failScriptHook	cppHook	failCppHook	defaultTime	characterAbility	L:standing	L:sneaking	L:walking	L:running	L:kneeling	L:crouchSneaking	L:crouchWalking	L:prone	L:crawling	L:climbingStationary	L:climbing	L:hovering	L:flying	L:lyingDown	L:sitting	L:skillAnimating	L:drivingVehicle	L:ridingCreature	L:knockedDown	L:incapacitated	L:dead	L:blocking	S:cover	S:combat	S:peace	S:aiming	S:alert	S:berserk	S:feignDeath	S:combatAttitudeEvasive	S:combatAttitudeNormal	S:combatAttitudeAggressive	S:tumbling	S:rallied	S:stunned	S:blinded	S:dizzy	S:intimidated	S:immobilized	S:frozen	S:swimming	S:sittingOnChair	S:crafting	S:glowingJedi	S:maskScent	S:poisoned	S:bleeding	S:diseased	S:onFire	S:ridingMount	S:mountedCreature	S:pilotingShip	S:pilotingPobShip	S:shipOperations	S:shipGunner	S:shipInterior	tempScript	target	targetType	stringId	visible	callOnTarget	commandGroup	disabled	maxRangeToTarget	godLevel	displayGroup	addToCombatQueue	validWeapon	invalidWeapon	cooldownGroup	warmupTime	executeTime	cooldownTime	cooldownGroup2	cooldownTime2	toolbarOnly	fromServerOnly
s	c	"e(immediate=0,front=1,normal=2)[normal]"	s	s	s	s	f	s	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[0]	b[0]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[0]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	s	"e(friend=0,enemy=1,other=2)[other]"	"e(none=0,required=1,optional=2)[none]"	s	i[0]	b[0]	h	b[0]	f[0]	i[0]	h	b[0]	"v(RIFLE=1,CARBINE=2,PISTOL=3,HEAVY=4,1HAND_MELEE=5,2HAND_MELEE=6,UNARMED=7,POLEARM=8,THROWN=9,1HAND_LIGHTSABER=10,2HAND_LIGHTSABER=11,POLEARM_LIGHTSABER=12,GROUND_TARGETTING=13,DIRECTIONAL=14,RANGED=28,MELEE=29,ALL=30,ALL_LIGHTSABERS=31,ALL_BUT_HEAVY=32)[ALL]"	"v(RIFLE=1,CARBINE=2,PISTOL=3,HEAVY=4,1HAND_MELEE=5,2HAND_MELEE=6,UNARMED=7,POLEARM=8,THROWN=9,1HAND_LIGHTSABER=10,2HAND_LIGHTSABER=11,POLEARM_LIGHTSABER=12,GROUND_TARGETTING=13,DIRECTIONAL=14,RANGED=28,MELEE=29,ALL=30,ALL_LIGHTSABERS=31,ALL_BUT_HEAVY=32)[NONE]"	s	f[0]	f[1]	f[1]	s	f[0]	b[0]	b[0]
pilotShip		front	cmdPilotShip																																																																none				ship				ship											
unpilotShip		front	cmdLeaveStation																																																									1		0	0	1			none				ship				ship											
leaveStation		front	cmdLeaveStation																																																									1		1	1	0			none				ship				ship											
openWings		normal	cmdOpenWings																																																									1							none				ship				ship											
closeWings		normal	cmdCloseWings																																																									1							none																			
boosterOn		front			boosterOn																																																								1	0	0	0			none				ship				ship											
boosterOff		front			boosterOff																																																								1	0	0	0			none				ship				ship											
inspect		normal	cmdInspect																																																									1							required		3		ship				ship											
dock		normal	cmdDock																																																									1							required		3		ship				ship											
pumpreactor		normal	cmdReactorPumpPulse					pumpreactor																																																				1	0	1					optional		2		ship				ship											
iffscramble		normal	cmdIffScramble					iffscramble																																																				1	0	1					optional		2		ship				ship											
droid		front	droid																																																										0	1							2		astromech				astromech											
lootAll		immediate	lootAll																																																																optional																			
serverAsteroidDataListen		normal			serverAsteroidDataListen																																																														none							5												
serverAsteroidDataStopListening		normal			serverAsteroidDataStopListening																																																														none							5	
disableTarget		immediate	disableTarget					admin																																																																			
destroyTarget		immediate	destroyTarget					admin																																																																			
sendFormObjectData		normal			sendFormObjectData																																																														optional							5	
waypoint		normal	cmdSpaceWaypoint																									1	1																			0												1							optional		2						
wp		normal	cmdSpaceWaypoint																									1	1																			0												1							optional		2						
inspacerepair		normal	cmdInSpaceRepair					inspacerepair																																																				1	0	1	0	0			optional		2		ship				ship
lightEngineScramble		normal	cmdLightEngineScramble					lightEngineScramble																																																				1	0	1	0	0			optional		2		ship				ship
hyperspace		normal	hyperspaceToHyperspacePoint																																																										1	0	0	0			none				ship				ship
aborthyperspace		normal	abortHyperspace																																																										1	0	0	0			none				ship				ship
eweapons		normal	cmdEmergencyWeapons					eweapons																																																				1	0	1	0	0			optional		2		ship				ship
eshields		normal	cmdEmergencyShields					eshields																																																				1	0	1	0	0			optional		2		ship				ship
ethrust		normal	cmdEmergencyThrust					ethrust																																																				1	0	1	0	0			optional		2		ship				ship
vrepair		normal	cmdVampiricRepair					vrepair																																																				1	0	1	0	0			optional		2		ship				ship
bstrike1		normal	cmdLightBomberStrike					bstrike1																																																				1	0	1	0	0			optional		2		ship				ship
bstrike2		normal	cmdMediumBomberStrike					bstrike2																																																				1	0	1	0	0			optional		2		ship				ship
bstrike3		normal	cmdHeavyBomberStrike					bstrike3																																																				1	0	1	0	0			optional		2		ship				ship
ptrap1		normal	cmdPirateLure					ptrap1																																																				1	0	1	0	0			optional		2		ship				ship
ptrap2		normal	cmdPirateLureAdvanced					ptrap2																																																				1	0	1	0	0			optional		2		ship				ship
epulse1		normal	cmdEnergyPulseOne					epulse1																																																				1	0	1	0	0			optional		2		ship				ship
epulse2		normal	cmdEnergyPulseTwo					epulse2																																																				1	0	1	0	0			optional		2		ship				ship
epulse3		normal	cmdEnergyPulseThree					epulse3																																																				1	0	1	0	0			optional		2		ship				ship
nblast		normal	cmdNebulaBlast					nblast																																																				1	0	1	0	0			optional		2		ship				ship
vrepairother		normal	cmdVampiricRepairOther					vrepairother																																																				1	0	1	0	0			optional		2		ship				ship
undock		immediate			undock																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0			none		3		ship				ship
jstart1		normal	cmdJstartOne					jstart1																																																				1	0	1	0	0			optional		2		ship				ship
jstart2		normal	cmdJstartTwo					jstart2																																																				1	0	1	0	0			optional		2		ship				ship
jstart3		normal	cmdJstartThree					jstart3																																																				1	0	1	0	0			optional		2		ship				ship
taunt		normal	spaceTaunt																																																									1	0	0	0	0											
escapePod		normal	escapePod																																																									1	0	0	1	1											
inspacereload		normal	cmdInSpaceReload					inspacereload																																																				1	0	1	0	0			optional		2		ship				ship
inspacerr		normal	cmdInSpaceRepairAndReload					inspacerr																																																				1	0	1	0	0			optional		2		ship				ship
requestSpaceTrainer		normal	requestSpaceTrainer																																																									1	0	0	0	1											
kickFromShip		normal			kickFromShip																																																							1	0	0	0	1			required				ship				ship
requestInstance		normal	requestInstance																									1	1		0																																												
spacepvprebel		normal	cmdSpacepvprebel					spacepvprebel																																																				1	1	0	0	0			optional		2		ship				ship
spacepvpimperial		normal	cmdSpacepvpimperial					spacepvpimperial																																																				1	1	0	0	0			optional		2		ship				ship
spacerebelhelper		normal	cmdSpaceRebelHelper					spacerebelhelper																																																				1	1	0	0	0			optional		2		ship				ship
spaceimperialhelper		normal	cmdSpaceImperialHelper					spaceimperialhelper																																																				1	1	0	0	0			optional		2		ship				ship
spacefaction		normal	cmdSpaceFaction					spacefaction																																																				1	1	1	1	1			optional		2		ship				ship
