commandName	commandCategory	defaultPriority	scriptHook	failScriptHook	cppHook	failCppHook	defaultTime	characterAbility	L:standing	L:sneaking	L:walking	L:running	L:kneeling	L:crouchSneaking	L:crouchWalking	L:prone	L:crawling	L:climbingStationary	L:climbing	L:hovering	L:flying	L:lyingDown	L:sitting	L:skillAnimating	L:drivingVehicle	L:ridingCreature	L:knockedDown	L:incapacitated	L:dead	L:blocking	R:cover	S:cover	S:combat	S:peace	S:aiming	S:alert	S:berserk	S:feignDeath	S:combatAttitudeEvasive	S:combatAttitudeNormal	S:combatAttitudeAggressive	S:tumbling	S:rallied	S:stunned	S:blinded	S:dizzy	S:intimidated	S:immobilized	S:frozen	S:swimming	S:sittingOnChair	S:crafting	S:glowingJedi	S:maskScent	S:poisoned	S:bleeding	S:diseased	S:onFire	S:ridingMount	S:mountedCreature	S:pilotingShip	S:pilotingPobShip	S:shipOperations	S:shipGunner	S:shipInterior	S:disguised	S:electricBurned	S:coldBurned	S:acidBurned	S:energyBurned	S:kineticBurned	tempScript	target	targetType	stringId	visible	callOnTarget	commandGroup	disabled	maxRangeToTarget	godLevel	displayGroup	addToCombatQueue	validWeapon	invalidWeapon	cooldownGroup	warmupTime	executeTime	cooldownTime	cooldownGroup2	cooldownTime2	toolbarOnly	fromServerOnly
s	c	"e(immediate=0,front=1,normal=2)[normal]"	s	s	s	s	f	s	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[0]	b[0]	b[1]	b[0]	b[0]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	b[1]	s	"e(friend=0,enemy=1,other=2)[other]"	"e(none=0,required=1,optional=2,location=3,all=4)[none]"	s	i[0]	b[0]	h	b[0]	f[0]	i[0]	h	b[0]	"v(RIFLE=1,CARBINE=2,PISTOL=3,HEAVY=4,1HAND_MELEE=5,2HAND_MELEE=6,UNARMED=7,POLEARM=8,THROWN=9,1HAND_LIGHTSABER=10,2HAND_LIGHTSABER=11,POLEARM_LIGHTSABER=12,GROUND_TARGETTING=13,DIRECTIONAL=14,RANGED=28,MELEE=29,ALL=30,ALL_LIGHTSABERS=31)[ALL]"	"v(RIFLE=1,CARBINE=2,PISTOL=3,HEAVY=4,1HAND_MELEE=5,2HAND_MELEE=6,UNARMED=7,POLEARM=8,THROWN=9,1HAND_LIGHTSABER=10,2HAND_LIGHTSABER=11,POLEARM_LIGHTSABER=12,GROUND_TARGETTING=13,DIRECTIONAL=14,RANGED=28,MELEE=29,ALL=30,ALL_LIGHTSABERS=31)[NONE]"	s[defaultCooldownGroup]	f[0]	f[0]	f[0]	s	f[0]	b[0]	b[0]
creatureMeleeAttack	commandClicky	normal	creatureMeleeAttack				0.25		1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0									0		0	0	0	0	0								enemy	optional		2		combat_general	0				1	ALL		defaultattack		0	1			1	
creatureRangedAttack	commandClicky	normal	creatureRangedAttack				0.25		1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0									0		0	0	0	0	0								enemy	optional		2		combat_general	0				1	ALL		defaultattack		0	0.7			1	
meleeHit	commandClicky	normal	meleeHit	failSpecialAttack			1.5		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	required		2		combat_ranged	0				1	MELEE		defaultattack		0	1			1	
actOfWar	commandClicky	normal	actOfWar	failSpecialAttack			1	actOfWar	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	act_war	0	0.25	3			1	
ambush	commandClicky	normal	ambush	failSpecialAttack			1	ambush	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	ambush	0	0.25	3			1	
assault	commandClicky	normal	assault	failSpecialAttack			1	assault	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	assault	0	0.25	3			1	
bactaSpray	commandClicky	normal	bactaSpray	failSpecialAttack			1	bactaSpray	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								friend	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	bacta_spray	0	0.25	3			1	
bactaSpray	commandClicky	normal	barrage	failSpecialAttack			1	barrage	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	barrage	0	0.25	3			1	
blastAway	commandClicky	normal	blastAway	failSpecialAttack			1	blastAway	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	blast_away	0	0.25	3			1	
centerOfBeing	commandClicky	normal	centerOfBeing	failSpecialAttack			1	centerOfBeing	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									1	1	0	0	0	0	0								other	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	center_being	0	0.25	3			1	
cheapShot	commandClicky	normal	cheapShot	failSpecialAttack			1	cheapShot	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	cheap_shot	0	0.25	3			1	
crippleShot	commandClicky	normal	crippleShot	failSpecialAttack			1	crippleShot	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	cripple_shot	0	0.25	3			1	
demolition	commandClicky	normal	demolition	failSpecialAttack			1	demolition	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	demolition	0	0.25	3			1	
entrench	commandClicky	normal	entrench	failSpecialAttack			1	entrench	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								other	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	entrench	0	0.25	3			1	
forceFocus	commandClicky	normal	forceFocus	failSpecialAttack			1	forceFocus	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	fs_focus	0	0.25	3			1
forceStrike	commandClicky	normal	forceStrike	failSpecialAttack			1	forceStrike	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	fs_strike	0	0.25	3			1
hipShot	commandClicky	normal	hipShot	failSpecialAttack			1	hipShot	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	hip_shot	0	0.25	3			1
neurotoxin	commandClicky	normal	neurotoxin	failSpecialAttack			1	neurotoxin	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	neurotoxin	0	0.25	3			1
paintTarget	commandClicky	normal	paintTarget	failSpecialAttack			1	paintTarget	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	paint_target	0	0.25	3			1
smokeGrenade	commandClicky	normal	smokeGrenade	failSpecialAttack			1	smokeGrenade	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								other	none		2		combat_ranged	0			combat	1	ALL	HEAVY	smoke_grenade	0	0.25	3			1
stealth	commandClicky	normal	stealth	failSpecialAttack			1	stealth	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							other	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	stealth	0	0.25	3			1
stunGrenade	commandClicky	normal	stunGrenade	failSpecialAttack			1	stunGrenade	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0	30		combat	1	ALL	HEAVY	stun_grenade	0	0.25	3			1
targetAnatomy	commandClicky	normal	targetAnatomy	failSpecialAttack			1	targetAnatomy	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	target_anatomy	0	0.25	3			1
terminateTarget	commandClicky	normal	terminateTarget	failSpecialAttack			1	terminateTarget	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	optional		2		combat_ranged	0			combat	1	ALL	HEAVY	terminate_target	0	0.25	3			1
rangedShot	commandClicky	normal	rangedShot	failSpecialAttack			1.5	rangedShot	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	required		2		combat_ranged	0				1	ALL	HEAVY	defaultattack		0	0.4			1
rangedShotpistol	commandClicky	normal	rangedShot	failSpecialAttack			1.5		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	required		2		combat_ranged	0				1	ALL	HEAVY	defaultattack		0	0.4			1
rangedShotrifle	commandClicky	normal	rangedShot	failSpecialAttack			1.5		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	required		2		combat_ranged	0				1	ALL	HEAVY	defaultattack		0	0.8			1
rangedShotlightRifle	commandClicky	normal	rangedShot	failSpecialAttack			1.5		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0								enemy	required		2		combat_ranged	0				1	ALL	HEAVY	defaultattack		0	0.6			1
fireFlameThrowerLight	commandClicky	normal	fireFlameThrowerLight	failSpecialAttack			0.25		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0				1	DIRECTIONAL		heavy_weapon		0	0.25			1
firePlasmaFlameThrower	commandClicky	normal	firePlasmaFlameThrower	failSpecialAttack			0.25		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0				1	DIRECTIONAL		heavy_weapon		0	0.25			1
fireIceGun	commandClicky	normal	fireIceGun	failSpecialAttack			0.25		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0				1	DIRECTIONAL		heavy_weapon		0	0.25			1
fireRocketLauncher	commandClicky	normal	fireRocketLauncher	failSpecialAttack			1		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0	64			1	GROUND_TARGETTING		heavy_weapon		0	1			1
fireRocketLauncherGeneric	commandClicky	normal	fireRocketLauncherGeneric	failSpecialAttack			1		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0	64			1	GROUND_TARGETTING		heavy_weapon		0	1			1
fireAcidRifle	commandClicky	normal	fireAcidRifle	failSpecialAttack			1		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0	64			1	GROUND_TARGETTING		heavy_weapon		0	1			1
fireStunCannon	commandClicky	normal	fireStunCannon	failSpecialAttack			1		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0	64			1	GROUND_TARGETTING		heavy_weapon		0	1			1
fireParticleBeam	commandClicky	normal	fireParticleBeam	failSpecialAttack			1		1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	1	1		1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0									0		0	0	0	0	0	0							enemy	optional		2		combat_ranged	0	64			1	GROUND_TARGETTING		heavy_weapon		0	1			1
