doorStyleName	frameAppearance	doorAppearance	doorAppearance2	doorFlip2	doorMoveX	doorMoveY	doorMoveZ	openTime	closeTime	springiness	smoothness	triggerRadius	isForceField	openBeginEffect	openEndEffect	closeBeginEffect	closeEndEffect	comments
s	s	s	s	b	f	f	f	f	f	f	f	f	b	s	s	s	s	comments
error	appearance/flow_poppies_lg.apt	appearance/flow_nebulaorchid_a.apt		0	0	2	0	0.65	0.65	1.3	1	4	0	clienteffect/combat_bls_1_red_hit_creature_01.cef	clienteffect/combat_bls_1_red_hit_creature_01.cef	clienteffect/combat_bls_1_red_hit_creature_01.cef	clienteffect/combat_bls_1_red_hit_creature_01.cef	Z = FORWARD/BACK
dummy	appearance/rock_scorched_small.apt	appearance/ply_tato_house_door_s01.apt		0	0	3	0	0.65	0.65	1.3	1	4	0					Y = UP/DOWN
cantina_door		appearance/cantina_door.apt		0	-2.1	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef		clienteffect/door_close_metal_style_01.cef		X = right/left
default		appearance/cantina_door.apt		0	-2.1	0	0	0.5	0.5	1.3	1	3	0					
forcefield				0	0	0	0	0.5	0.5	1	1	5	1					
door_tato_filler_s01		appearance/door_tato_filler_s01.apt		0	-2.1	0	0	0.35	0.35	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef	
door_tato_filler_s02		appearance/door_tato_filler_s02.apt		0	-2.1	0	0	0.35	0.35	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef	
door_tato_filler_s03		appearance/door_tato_filler_s03.apt		0	-2.1	0	0	0.35	0.35	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef	
door_tato_interior_s01		appearance/door_tato_interior_s01.apt		0	-2.1	0	0	0.35	0.35	1.3	1	3	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef	
door_tato_block_s01		appearance/door_tato_block_s01.apt		0	-2.1	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef	
door_tato_interior_s02		appearance/door_tato_interior_s01.apt		0	0	3.1	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef	
door_tato_despot_s01		appearance/door_tato_despot_s01.apt		0	-3.1	0	0	0.15	0.15	1.3	1	3	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef	
door_tato_despot_s02		appearance/door_tato_despot_s02.apt		0	-2.1	0	0	0.15	0.15	1.3	1	3	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef	
door_tato_despot_s03		appearance/door_tato_despot_s03.apt		0	-2.1	0	0	0.15	0.15	1.3	1	3	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef	
door_nboo_filler_s01		appearance/door_nboo_filler_s01.apt		0	-2	0	0	0.5	0.5	1.3	1	3	0	clienfeffect/door_open_wooden_style_01.cef			clienfeffect/door_close_wooden_style_01.cef
door_nboo_filler_s02		appearance/door_nboo_filler_s02.apt		0	-2	0	0	0.5	0.5	1.3	1	3	0	clienfeffect/door_open_wooden_style_01.cef			clienfeffect/door_close_wooden_style_01.cef
door_nboo_filler_s03		appearance/door_nboo_filler_s03.apt		0	-2	0	0	0.5	0.5	1.3	1	3	0	clienfeffect/door_open_wooden_style_01.cef			clienfeffect/door_close_wooden_style_01.cef
door_nboo_filler_s04		appearance/door_nboo_filler_s04.apt		0	-3.5	0	0	0.5	0.5	1.3	1	3	0	clienfeffect/door_open_wooden_style_01.cef			clienfeffect/door_close_wooden_style_01.cef
door_nboo_filler_s05		appearance/door_nboo_filler_s05.apt		0	-2	0	0	0.5	0.5	1.3	1	3	0	clienfeffect/door_open_wooden_style_01.cef			clienfeffect/door_close_wooden_style_01.cef
door_nboo_emp_s01_x2		appearance/door_nboo_emp_s01.apt	appearance/door_nboo_emp_s01.apt	1	-1.7	0	0	0.5	0.5	1.3	1	3	0	clienfeffect/door_open_metal_style_02.cef			clienfeffect/door_close_metal_style_02.cef
door_nboo_emp_s02_x2		appearance/door_nboo_emp_s02.apt	appearance/door_nboo_emp_s02.apt	1	-1.7	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_powered_style_01.cef			clienteffect/door_closestop_powered_style_01.cef
door_nboo_emp_s03		appearance/door_nboo_emp_s03.apt		0	-3.9	0	0	1	1	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s03_x2		appearance/door_nboo_emp_s03.apt	appearance/door_nboo_emp_s03.apt	1	-3.9	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s04		appearance/door_nboo_emp_s04.apt		0	-3.9	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s05		appearance/door_nboo_emp_s05.apt		0	-3.9	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s05_s04		appearance/door_nboo_emp_s05.apt	appearance/door_nboo_emp_s04.apt	1	-3.9	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s04_s05		appearance/door_nboo_emp_s04.apt	appearance/door_nboo_emp_s05.apt	1	-3.9	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s06		appearance/door_nboo_emp_s06.apt		0	-3.9	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s06_x2		appearance/door_nboo_emp_s06.apt	appearance/door_nboo_emp_s06.apt	1	-3.9	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s07		appearance/door_nboo_emp_s07.apt		0	0	3.6	0	0.25	0.25	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_s08		appearance/door_nboo_emp_s08.apt		0	0	3.6	0	0.25	0.25	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_emp_vader		appearance/door_nboo_emp_vader.apt		0	0	3.2	0	1.25	1.25	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_cantina_up		appearance/cantina_door.apt		0	0	3	0	0.35	0.35	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_dath_nightsister_s01		appearance/door_dath_nightsister_s01.apt		0	0	4	0	2	2	1.3	1	3	0	clienteffect/door_open_heavy_wooden.cef		clienteffect/door_open_heavy_wooden.cef	
door_dath_nightsister_s02		appearance/door_dath_nightsister_s02.apt		0	0	4	0	2	2	1.3	1	3	0	clienteffect/door_open_heavy_wooden.cef		clienteffect/door_open_heavy_wooden.cef	
impl_door_s01		appearance/impl_door_s01.apt		0	-2	0	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef
door_impl_s02		appearance/door_impl_s02.apt		0	-2.25	0	0	0.15	0.15	1	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef
ply_nboo_house_door_s01		appearance/ply_nboo_house_door_s01.apt		0	1.9	0	0	0.3	0.3	1.3	1	3	0	clienteffect/door_open_wooden_style_01.cef			clienteffect/door_close_wooden_style_01.cef
ply_nboo_house_door_s02		appearance/ply_nboo_house_door_s02.apt		0	1.9	0	0	0.3	0.3	1.3	1	3	0	clienteffect/door_open_wooden_style_01.cef			clienteffect/door_close_wooden_style_01.cef
door_tato_ply_house_s02		appearance/door_tato_ply_house_s02.apt		0	-2	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef
ply_tato_house_door_s01		appearance/door_tato_ply_house_s02.apt		0	-2	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef
door_tato_shuttleport		appearance/door_tato_shuttleport.apt		0	-2	0	0	0.3	0.3	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef
door_corl_slum_s01		appearance/door_corl_slum_s01.apt		0	-1.45	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_prison_style_01.cef			clienteffect/door_close_prison_style_01.cef
door_corl_hist_s01		appearance/door_corl_hist_s01.apt		0	-1.45	0	0	0.5	0.5	1.3	1	3	0	clienteffect/door_open_wooden_style_01.cef			clienteffect/door_close_wooden_style_01.cef
door_jabba_frontdoor		appearance/door_jabba_frontdoor.apt		0	0	8.75	0	8.5	8.5	0.8	1	14	0	clienteffect/door_jabba_outside_open.cef		clienteffect/door_jabba_outside_close.cef	
door_jabba_backdoor		appearance/door_jabba_backdoor.apt		0	0	3.5	0	4	4	0.8	1	12	0	clienteffect/door_jabba_inside_open.cef		clienteffect/door_jabba_inside_close.cef	
door_jabba_inside		appearance/door_jabba_inside.apt		0	0	3.5	0	4	4	0.8	1	16	0	clienteffect/door_jabba_inside_open.cef		clienteffect/door_jabba_inside_close.cef	
door_corl_cantina_s01		appearance/door_corl_cantina_s01.apt		0	-2.1	0	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef
door_corl_cantina_s02		appearance/door_corl_cantina_s01.apt		0	0	3	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
door_corl_metal_s01		appearance/door_corl_metal_s01.apt		0	-2	0	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_corl_metal_s02		appearance/door_corl_metal_s02.apt		0	-2	0	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef
door_corl_metal_s03		appearance/door_corl_metal_s02.apt		0	-2	0	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_metal_style_01.cef			clienteffect/door_close_metal_style_01.cef
door_corl_metal_s04		appearance/door_corl_metal_s04.apt		0	-2	0	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
door_singing_mtn_s01		appearance/door_singing_mtn_s01.apt		0	0	3.5	0	1	1	1	1	4	0	clienteffect/door_open_wooden_style_02.cef			clienteffect/door_close_wooden_style_02.cef
door_jabba_insidedoor		appearance/door_jabba_insidedoor.apt		0	0	3.8	0	4	4	1.3	1	5	0	clienteffect/door_jabba_inside_open.cef		clienteffect/door_jabba_inside_close.cef	clienteffect/door_close_metal_style_02.cef
door_newbiehall		appearance/door_newbiehall.apt		0	0	3.8	0	0.25	0.25	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_cantina_up		appearance/door_nboo_cantina_s01.apt		0	0	3	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_nboo_cantina		appearance/door_nboo_cantina_s01.apt		0	-2.1	0	0	0.2	0.2	1.3	1	3	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
thm_yavn_great_massassi_temple_doubledoora		appearance/thm_yavn_great_massassi_temple_door.apt	appearance/thm_yavn_great_massassi_temple_door.apt	1	-1.45	0	0	3	2	0.5	1	3	0	clienteffect/door_open_heavy_wooden.cef		clienteffect/door_close_heavy_wooden.cef	
thm_yavn_great_massassi_temple_doubledoorb		appearance/thm_yavn_great_massassi_temple_door.apt	appearance/thm_yavn_great_massassi_temple_door.apt	1	-2.1	0	0	3	2	0.5	1	3	0	clienteffect/door_open_heavy_wooden.cef		clienteffect/door_close_heavy_wooden.cef	
poi_all_impl_bunker_int_door		appearance/poi_all_impl_bunker_door.apt	appearance/poi_all_impl_bunker_door.apt	1	0.9	0	0	0.15	0.15	1	1	4	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
poi_all_impl_bunker_elev_door		appearance/poi_all_impl_bunker_elev_door.apt	appearance/poi_all_impl_bunker_elev_door.apt	1	1.6	0	0	0.15	0.15	1	1	4	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
door_impl_guard_s01		appearance/door_impl_guard_s01.apt		0	1.5	0	0	0.15	0.15	1	1	4	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
poi_all_impl_bunker_vertical_door		appearance/poi_all_impl_bunker_vertical_door.apt		0	0	2.9	0	0.15	0.15	1	1	4	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
door_bunker_rebel		appearance/door_bunker_rebel.apt		0	0	2.75	0	0.15	0.15	1	1	4	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_bunker_rebel_x_axis		appearance/door_bunker_rebel.apt		0	-2.75	0	0	0.15	0.15	1	1	4	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
poi_bunk_mine_conc_door		appearance/poi_bunk_mine_conc_door.apt	appearance/poi_bunk_mine_conc_door.apt	1	-0.9	0	0	0.15	0.15	1	1	32	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
ply_nboo_capitol_door_s01		appearance/ply_nboo_capitol_door_s01.apt	appearance/ply_nboo_capitol_door_s01.apt	1	0.75	0	0	0.3	0.3	1	1	4	0	clienteffect/door_open_wooden_style_02.cef		clienteffect/door_open_wooden_style_02.cef	
door_blockade_runner_s01		appearance/door_blockade_runner_s01.apt		0	0	2.7	0	0.15	0.15	1	1	1.5	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
door_star_destroyer_s01		appearance/door_star_destroyer_s01.apt		0	0	3.75	0	0.2	0.17	1	1	4	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef
door_star_destroyer_s02		appearance/door_star_destroyer_s02.apt		0	0	4	0	0.2	0.15	1	1	4	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef
door_star_destroyer_s03		appearance/door_star_destroyer_s03.apt		0	0	4	0	0.2	0.15	1	1	4	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef
door_star_destroyer_s04		appearance/door_star_destroyer_s04.apt		0	0	4	0	1	0.7	1	1	5	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef
thm_spc_asteroid_door		appearance/thm_spc_asteroid_door_s01.apt	appearance/thm_spc_asteroid_door_s02.apt	1	-2	0	0	0.17	0.17	1	1	4	0	clienteffect/door_open_metal_style_02.cef			clienteffect/door_close_metal_style_02.cef
door_star_destroyer_s05		appearance/door_star_destroyer_s05.apt		0	0	3.75	0	0.3	0.3	1	1	4	0	clienteffect/door_open_blast_style_01.cef			clienteffect/door_close_blast_style_01.cef
door_djt_arena_up		appearance/door_djt_arena_up.apt			0	3	0	1	1	1	1	4	0	clienteffect/door_open_djt.cef			clienteffect/door_close_djt.cef
door_djt_arena_down		appearance/door_djt_arena_down.apt			0	-3	0	1	1	1	1	4	0	clienteffect/door_open_djt.cef			clienteffect/door_close_djt.cef
door_djt_emperor		appearance/door_djt_emperor.apt			3.2	0	0	1	1	1	1	4	0	clienteffect/door_open_djt.cef			clienteffect/door_close_djt.cef
door_djt_hall_tall		appearance/door_djt_hall_tall.apt			3	0	0	1	1	1	1	4	0	clienteffect/door_open_djt.cef			clienteffect/door_close_djt.cef
door_djt_hall_short		appearance/door_djt_hall_short.apt			2	0	0	1	1	1	1	4	0	clienteffect/door_open_djt.cef			clienteffect/door_close_djt.cef
door_djt_entrance		appearance/door_djt_entrance.apt			1.9	0	0	1	1	1	1	4	0	clienteffect/door_open_djt.cef			clienteffect/door_close_djt.cef
thm_yavn_ljt_door		appearance/thm_yavn_ljt_door.apt			2.2	0	0	1	1	1	1	4	0	clienteffect/door_open_ljt.cef			clienteffect/door_close_ljt.cef
thm_yavn_ljt_extdoor		appearance/thm_yavn_ljt_extdoor.apt			2.2	0	0	1	1	1	1	4	0	clienteffect/door_open_ljt.cef			clienteffect/door_close_ljt.cef
sorosuub_space_yacht_door		appearance/sorosuub_space_yacht_door.apt	appearance/sorosuub_space_yacht_door.apt	1	0.66	0	0	0.21	0.21	0.45	1	1.1	0	clienteffect/door_open_hydraulic_style_01.cef			clienteffect/door_close_hydraulic_style_01.cef
