spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s
crackdown_rebel_corporal_hard		foyer	1.6	-20.7	6.8	168	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking							
rebel_emperorsday_ceremony_sentry		foyer	4.8	-20.7	7.8	-105	event.emp_day.empire_day_interior_spawn_npc									
rebel_emperorsday_ceremony_sentry		foyer	5	-20.7	2.5	-74	event.emp_day.empire_day_interior_spawn_npc									
rebel_emperorsday_ceremony_sentry		foyer	-1.8	-20.7	2.5	67	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking							
crackdown_rebel_cadet_hard		foyer	-1.9	-20.7	4.5	-92	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking							
crackdown_rebel_colonel_hard		foyer	-0.1	-20.7	11.2	88	event.emp_day.empire_day_interior_spawn_npc									
crackdown_rebel_command_security_guard_hard		foyer	1.6	-20.7	11	-73	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking							
crackdown_rebel_commando_hard		foyer	3.1	-20.7	4.7	-97	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking							
crackdown_rebel_corporal_hard		foyer	0.7	-20.7	5.1	86	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking							
rebel_emperorsday_ceremony_sentry		hall1	-4.8	0.3	3	82	event.emp_day.empire_day_interior_spawn_npc									
rebel_emperorsday_ceremony_sentry		hall1	-3.5	0.3	-5	-7	event.emp_day.empire_day_interior_spawn_npc									
rebel_emperorsday_ceremony_sentry		ramp1	3.5	-3.3	6	176	event.emp_day.empire_day_interior_spawn_npc									
rebel_emperorsday_ceremony_sentry		ramp2	-4.6	-10.3	-7	-7	event.emp_day.empire_day_interior_spawn_npc									
rebel_emperorsday_ceremony_sentry		ramp2	4.3	-13.8	-6	78	event.emp_day.empire_day_interior_spawn_npc									
rebel_emperorsday_ceremony_sentry		room3	6.5	-13.8	10	-141	event.emp_day.empire_day_interior_spawn_npc		
rebel_emperorsday_ceremony_sentry		room3	-9.5	-13.8	10	129	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_corporal_hard		room3	-8.8	-13.8	5.3	171	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_cadet_hard		room3	-1.2	-13.8	5.4	-100	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_colonel_hard		room3	-2.4	-13.8	5.3	80	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_command_security_guard_hard		bunker	1.1	-20.8	29.4	172	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_commando_hard		bunker	2.5	-20.8	29.5	171	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_corporal_hard		bunker	1.6	-20.8	27.3	-9	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_elite_heavy_trooper_hard		bunker	7.5	-20.8	29.2	77	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_first_lieutenant_hard		bunker	-4.3	-20.8	29.4	-94	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_grenadier_hard		bunker	-4.7	-20.8	21.8	-95	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_guard_captain_hard		bunker	7.4	-20.8	21.7	72	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_heavy_trooper_hard		bunker	3.2	-20.8	21.6	-53	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_master_sergeant_hard		bunker	2.1	-20.8	22.9	130	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_medic_hard		bunker	0.1	-20.8	18.7	174	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_rifleman_hard		bunker	0.1	-20.8	17.3	0	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
rebel_emperorsday_ceremony_sentry		bunker	7.2	-20.7	13.7	-51	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_sergeant_hard		bunker	6.9	-20.8	15.8	168	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_sharpshooter_hard		bunker	6	-20.8	15.1	130	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_soldier_hard		bunker	5.4	-20.7	13.9	86	event.emp_day.empire_day_interior_spawn_npc		
rebel_emperorsday_ceremony_sentry		bunker	5.4	-20.8	36	173	event.emp_day.empire_day_interior_spawn_npc		
rebel_emperorsday_ceremony_sentry		bunker	-3	-20.8	36	176	event.emp_day.empire_day_interior_spawn_npc		
rebel_emperorsday_ceremony_sentry		bunker	-4.2	-20.7	14.2	85	event.emp_day.empire_day_interior_spawn_npc		
crackdown_rebel_squad_leader_hard		bunker	0.4	-20.8	32.9	80	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
crackdown_rebel_warrant_officer_ii_hard		bunker	2.2	-20.8	32.9	-98	event.emp_day.empire_day_interior_spawn_npc		npc_standing_drinking
