strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_capper_spineflap_flight_neutral_none	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_capper_spineflap_pod_neutral_small	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_hermit_spider_neutral_none	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_nightspider_lair_neutral_small	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_nightspider_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_capper_spineflap_workerpod_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_ikopi_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_ikopi_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_squall_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_squall_warren_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_squall_meek_avenger_neutral_none	
object/tangible/lair/npc_lair.iff	-1	1	500	50	15			rori_borgle_gruntling_neutral_none	
