strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/shipcontrol/turretcontrol_falcon.iff	0	1	0	-1	0	2.38E-06	-3.27517	-0.302832	0.0228496	$|	script.space.ship.turret_falcon	turretaccess	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	-0.17903	0	0.983844	4.54257	-1.69578	-9.45241	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage6	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0.237703	0	0.971338	6.20475	-1.69578	-3.90684	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage6	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	4.20539	-1.69578	-2.93077	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage6	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	7.99124	-1.69578	-6.77497	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage6	1	locSparkers
object/tangible/ship/interior_components/reactor_interior.iff	-0.704269	-0.000391006	-0.709933	-0.709601	-0.0301743	0.703957	8.61313	-0.241133	-9.87393	intSlot|0|0|strManagerName|4|reactor_test|$|	script.space.crafting.interior_component	storage6	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0.999831	-3.63E-07	-0.0184061	0.0184061	4.66E-09	0.999831	2.0353	-0.399247	-7.10374	intConduitSlot|0|0|intSlot|0|-3|strManagerName|4|reactor_conduit|$|	script.space.crafting.interior_component	storage6	0	
object/tangible/ship/interior_components/capacitor_interior.iff	0	1	0	-0.0299956	0	-0.99955	3.46789	-0.146265	-2.00947	intSlot|0|6|strManagerName|4|capacitor_test|$|	script.space.crafting.interior_component	storage6	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	1	0	-0.0299954	0	-0.99955	3.51057	0.612681	-1.99796	intConduitSlot|0|6|intSlot|0|-3|strManagerName|4|capacitor_conduit|$|	script.space.crafting.interior_component	storage6	0	
object/tangible/ship/interior_components/alarm_interior.iff	-0.819954	1.04E-07	0.572429	-1.49E-07	1	-7.45E-08	10.727	0.107887	-7.75442	$|	script.space.crafting.alarm	storage6	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	-8.19852	-1.69578	-6.53245	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage5	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	-2	-1.69578	-3.36745	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage5	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	-4.36709	-1.69578	-9.76104	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage5	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	-9.08765	-1.69578	-4.6026	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage5	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	-7.64107	-1.69578	-1.95686	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage5	1	locSparkers
object/tangible/ship/interior_components/engine_interior.iff	-0.703845	0.000795871	0.710353	0.710354	-2.49E-05	0.703845	-8.63875	-0.0513961	-9.84519	intSlot|0|1|strManagerName|4|engine_test|$|	script.space.crafting.interior_component	storage5	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	-0.996177	0.045976	-0.0742826	-0.0756401	-0.0285242	0.996727	-2.09856	-0.336001	-7.16913	intConduitSlot|0|1|intSlot|0|-3|strManagerName|4|engine_conduit|$|	script.space.crafting.interior_component	storage5	0	
object/tangible/ship/interior_components/alarm_interior.iff	0.0725895	-0.0192029	-0.997177	-0.997361	0	-0.0726029	-4.50505	1.26483	-1.95831	$|	script.space.crafting.alarm	storage5	0	
object/tangible/ship/interior_components/weapon_interior.iff	0.99955	8.54E-08	0.0299954	0.0299954	4.66E-09	-0.99955	-4.4751	0.0434716	-2.04148	intSlot|0|12|strManagerName|4|weapon_0_test|$|	script.space.crafting.interior_component	storage5	0	
object/tangible/ship/interior_components/weapon_interior.iff	0.99955	-9.34E-08	0.0299954	0.0299954	2.79E-09	-0.99955	-3.23393	0.0434715	-1.98727	intSlot|0|13|strManagerName|4|weapon_1_test|$|	script.space.crafting.interior_component	storage5	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	-6.1379	-1.6	6.83844	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	hall4	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0	0	1	-8.80123	-1.6	0.974517	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	hall4	1	locSparkers
