strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/shipcontrol/turret_ladder.iff	0	1	0	0.999942	0	0.0107949	-12.3217	-3.49148	-8.35762	turret_slot|0|6|$|	script.space.ship.turret_ladder	turret5	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	-0.0102859	0.999875	0.0120456	-0.999945	-0.0102587	-0.00231084	-9.79704	-3.50143	-8.2227	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	turret5	1	locSparkers
object/tangible/ship/interior_components/weapon_interior.iff	0	1	0	1	0	0.000796139	-9.27249	-2.01144	-10.283	intSlot|0|21|strManagerName|4|weapon_4_test|$|	script.space.crafting.interior_component	storage4	0	
object/tangible/ship/interior_components/reactor_interior.iff	0	1	0	0.999998	0	-0.00238907	-9.24878	-2.01297	-2.29251	intSlot|0|0|strManagerName|4|reactor_test|$|	script.space.crafting.interior_component	storage4	0	
object/tangible/ship/interior_components/engine_interior.iff	0	1	0	0.999958	0	-0.00920355	-9.24382	-1.99721	-4.31034	intSlot|0|1|strManagerName|4|engine_test|$|	script.space.crafting.interior_component	storage4	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	1	0	0.999958	0	-0.00920355	-9.24194	-1.33416	-2.32227	intConduitSlot|0|0|intSlot|0|-3|strManagerName|4|reactor_conduit|$|	script.space.crafting.interior_component	storage4	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	1	0	1	0	0.000792742	-9.22989	-1.34682	-10.2735	$|		storage4	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	1	0	0.999999	0	0.000796795	-9.19842	-1.33214	-4.32635	intConduitSlot|0|1|intSlot|0|-3|strManagerName|4|engine_conduit|$|	script.space.crafting.interior_component	storage4	0	
object/tangible/ship/interior_components/alarm_interior.iff	0.997606	-0.0691482	0	0	0	1	-8.82092	-0.0331408	-3.35419	$|	script.space.crafting.alarm	storage4	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	-0.0102858	0.999875	0.0120456	-0.998783	-0.00969213	-0.0483518	-8.22779	-3.50143	-10.2703	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage4	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-0.0102859	0.999875	0.0120456	-0.999697	-0.0105521	0.0222531	-8.01634	-3.50143	-3.36782	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage4	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-0.0102859	0.999875	0.0120456	0.0436184	0.0124834	-0.99897	-7.57292	1	18.4855	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	bridge	1	locSparkers
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	1	0	1	0	0.000796258	-6.77789	3.68152	-15.7656	$|		hall3	0	
object/tangible/ship/interior_components/weapon_interior.iff	0	1	0	0.999168	0	0.0407853	-6.48266	3.00026	-15.7347	intSlot|0|18|strManagerName|4|weapon_1_test|$|	script.space.crafting.interior_component	hall3	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	-0.0102859	0.999875	0.0120456	-0.999947	-0.0102944	0.000648325	-5.89932	1.49857	-4.17719	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	storage1	1	locSparkers
