strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/static/space/debris/tie_fighter_debris_a.iff	           0	           1	           0	           0	           0	           1	    -18.1491	     204.858	     250.708	$|		mainhangar	0	
object/static/space/debris/droid_fighter_debris_s03.iff	           0	           1	           0	           0	           0	           1	    -13.9391	     204.858	     243.175	$|		mainhangar	0	
object/static/structure/corellia/corl_power_arial_prime.iff	           0	           1	           0	           0	           0	           1	     18.9047	     239.897	     267.089	$|		mainhangar	0	
object/static/vehicle/static_tie_bomber.iff	           0	           1	           0	           0	           0	           1	    -23.6378	     235.677	     271.722	$|		mainhangar	0	
object/static/vehicle/static_tie_fighter.iff	           0	           1	           0	           0	           0	           1	     5.71076	     426.119	     277.186	$|		mainhangar	0	
object/static/vehicle/static_lambda_shuttle.iff	           0	           1	           0	           0	           0	           1	     17.3773	     204.858	     241.619	$|		mainhangar	0	
object/static/vehicle/static_lambda_shuttle.iff	           0	           1	           0	           0	           0	           1	     -17.935	     204.858	     243.467	$|		mainhangar	0	
object/static/structure/military/bunker_pillar_style_03.iff	           0	           1	           0	           0	           0	           1	     22.3567	     239.456	     272.661	$|		mainhangar	0	
object/static/vehicle/static_tie_bomber.iff	           0	           1	           0	   0.0299958	           0	     0.99955	    -9.92858	     205.234	       296.7	$|		mainhangar	0	
object/static/structure/corellia/corl_power_connector.iff	   0.0199987	      0.9998	 3.72529e-09	    0.999584	  -0.0199943	   0.0207955	    -18.6414	     207.729	     297.599	$|		mainhangar	0	
object/static/vehicle/static_tie_bomber.iff	           0	           1	           0	           0	           0	           1	     36.5832	     235.621	     258.087	$|		mainhangar	0	
object/static/structure/corellia/corl_power_arial_prime.iff	           0	           1	           0	           0	           0	           1	     18.8182	     239.709	     274.897	$|		mainhangar	0	
object/static/structure/corellia/corl_power_transformer_s01.iff	           0	           1	           0	           0	           0	           1	   -0.357736	     204.858	     302.852	atromech1LookAt|0|1|$|		mainhangar	0	
object/static/structure/corellia/corl_power_transformer_s01.iff	           0	           1	           0	           0	           0	           1	    -45.3714	     204.858	     335.811	$|		mainhangar	0	
object/static/structure/corellia/corl_power_transformer_s02.iff	           0	           1	           0	           0	           0	           1	    -46.1953	     204.858	      307.17	$|		mainhangar	0	
object/static/structure/corellia/corl_power_connector.iff	           0	           1	           0	    0.999784	           0	   0.0207956	    -19.6916	     207.633	     297.584	$|		mainhangar	0	
object/static/structure/general/droid_droideka_powerdown.iff	           0	           1	           0	   -0.999816	           0	  -0.0192024	     45.8909	     204.858	     324.086	$|		mainhangar	0	
object/static/structure/corellia/corl_power_transformer_s01.iff	           0	           1	           0	  -0.0100009	           0	     0.99995	    -19.0755	     204.858	     301.566	$|		mainhangar	0	
object/static/structure/corellia/corl_power_transformer_s01.iff	           0	           1	           0	  0.00159278	           0	   -0.999999	    -19.3449	     204.858	     293.623	$|		mainhangar	0	
object/static/structure/general/droid_droideka_powerdown.iff	           0	           1	           0	   -0.999817	           0	  -0.0192037	     45.7848	     204.858	     320.962	$|		mainhangar	0	
object/static/structure/general/droid_droideka_powerdown.iff	           0	           1	           0	   -0.999817	           0	  -0.0192037	     45.8721	     204.858	     318.256	$|		mainhangar	0	
object/static/structure/military/bunker_crate_style_01.iff	           0	           1	           0	           0	           0	           1	    -4.40443	     205.194	     247.489	$|		mainhangar	0	
object/static/structure/military/bunker_pillar_style_03.iff	           0	           1	           0	           0	           0	           1	    -9.69088	     201.852	     297.916	officer1bLookAt|0|1|$|		mainhangar	0	
object/static/installation/mockup_power_generator_fusion_style_1.iff	           0	           1	           0	           0	           0	           1	      32.143	     204.858	     240.291	$|		mainhangar	0	
object/static/structure/military/bunker_crate_style_01.iff	           0	           1	           0	           0	           0	           1	    -44.5389	     208.422	     265.294	$|		mainhangar	0	
object/static/structure/military/bunker_crate_style_01.iff	           0	           1	           0	           0	           0	           1	     45.0387	     204.858	     277.068	$|		mainhangar	0	
object/static/structure/corellia/corl_power_arial_prime.iff	           0	           1	           0	           0	           0	           1	      25.035	     240.045	      275.43	$|		mainhangar	0	
