strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/terminal/terminal_elevator_down.iff	0	1	0	0	0	1	-0.0929495	28.1795	22.1389	$|	script.systems.elevator.elevator_down	elevator	0	
object/tangible/terminal/terminal_elevator_up.iff	0	1	0	-8.56E-08	0	-1	0.0870094	18.5589	25.8103	$|	script.systems.elevator.elevator_up	elevator	0	
object/tangible/terminal/terminal_ship_interior_turret_upper.iff	0	1	0	0	0	1	0.10705	28.1795	22.1389	$|	script.space.ship.turret_y8_upper	elevator	0	
object/tangible/terminal/terminal_ship_interior_turret_lower.iff	0	1	0	6.40E-08	0	-1	-0.124579	18.5589	25.8116	$|	script.space.ship.turret_y8_lower	elevator	0	
object/tangible/ship/interior_components/capacitor_interior.iff	0	1	0	0	0	1	-0.315281	19.1848	-36.9491	intSlot|0|6|strManagerName|4|capacitor_test|$|	script.space.crafting.interior_component	fab3	0	
object/tangible/ship/interior_components/weapon_interior.iff	-1	1.55E-06	0	0	0	1	2.58412	20.2575	-36.9042	intSlot|0|13|strManagerName|4|weapon_0_test|$|	script.space.crafting.interior_component	fab3	0	
object/tangible/ship/interior_components/weapon_interior.iff	-1	1.79E-07	0	0	0	1	-2.08891	20.2594	-36.8887	intSlot|0|14|strManagerName|4|weapon_1_test|$|	script.space.crafting.interior_component	fab3	0	
object/tangible/ship/interior_components/shield_generator_interior.iff	-6.40E-08	-1	0	0	0	1	-0.348499	20.4498	-36.9068	intSlot|0|2|strManagerName|4|shield_generator_test|$|	script.space.crafting.interior_component	fab3	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	1	0	0	0	1	-0.256913	19.7854	-36.8897	intConduitSlot|0|2|intSlot|0|-3|strManagerName|4|shield_generator_conduit|$|	script.space.crafting.interior_component	fab3	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	1	1.79E-07	0	0	0	1	-2.8852	19.7541	-36.9239	intConduitSlot|0|6|intSlot|0|-3|strManagerName|4|capacitor_conduit|$|	script.space.crafting.interior_component	fab3	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	-5.22E-07	1	3.91E-07	-0.00305232	-3.93E-07	0.999995	1.05679	19.785	-37.2277	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	fab3	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-5.22E-07	1	3.91E-07	-0.450451	-5.85E-07	0.892801	3.63777	19.3745	-36.9758	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	fab3	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-5.22E-07	1	3.91E-07	-0.000486871	-3.92E-07	1	-1.72142	19.0586	-36.9778	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	fab3	1	locSparkers
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	1	0	0	0	1	-4.41529	19.5977	-26.5502	intConduitSlot|0|2|intSlot|0|-3|strManagerName|4|shield_generator_conduit|$|	script.space.crafting.interior_component	ore4	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	-9.78E-07	1	3.23E-07	-0.436569	-1.37E-07	-0.899671	-5.14607	18.1431	-25.7802	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	ore4	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-9.78E-07	1	3.23E-07	0.396238	9.13E-08	0.918148	-3.85013	18.1431	-17.6844	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	ore4	1	locSparkers
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0	0.995004	-0.0998334	0	0.0998334	0.995004	2.89772	19.6579	-26.5599	intConduitSlot|0|6|intSlot|0|-3|strManagerName|4|capacitor_conduit|$|	script.space.crafting.interior_component	ore3	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	-8.74E-07	1	3.95E-07	0.31848	-9.59E-08	0.94793	4.17354	18.1401	-17.9435	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	ore3	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-8.74E-07	1	3.95E-07	-0.138116	2.70E-07	-0.990416	3.76041	18.1401	-25.386	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	ore3	1	locSparkers
