strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/shipcontrol/shipcontrol_falcon.iff	0	1	0	0	0	1	-17.9425	-1.87455	3.52864	$|	script.space.ship.shipcontrol_falcon	cockpit	0	
object/tangible/shipcontrol/shipoperations_falcon.iff	0	1	0	0	0	1	-16.2609	-1.87455	3.62436	$|	script.space.ship.shipoperations_falcon	cockpit	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	-0.673966	0	0.738762	-17.5124	-1.87455	1.68821	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	cockpit	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	0.978467	0	0.206404	-16.3604	-1.87455	2.13811	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	cockpit	1	locSparkers
object/tangible/ship/interior_components/plasma_conduit_interior.iff	1	7.15E-07	0	0	0	1	-18.4752	-0.73613	0.597244	intConduitSlot|0|1|intSlot|0|-3|strManagerName|4|engine_conduit|$|	script.space.crafting.interior_component	cockpit	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	1	1.55E-06	0	0	0	1	-15.7895	-0.73613	0.550808	intConduitSlot|0|0|intSlot|0|-3|strManagerName|4|reactor_conduit|$|	script.space.crafting.interior_component	cockpit	0	
object/tangible/ship/interior_components/escape_pod_hatch.iff	0	1	0	1	0	1.73E-06	-19.391	-1.18404	-3.95501	$|	script.space.crafting.escape_hatch	airlock	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	0	1	0	-0.155974	0	-0.987761	-17.472	-2.54382	-7.79481	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	airlock	1	locSparkers
object/tangible/ship/interior_components/alarm_interior.iff	4.24E-07	-1	-3.90E-07	-0.0443034	3.71E-07	-0.999018	-17.1939	0.448419	-0.278606	$|	script.space.crafting.alarm	airlock	0	
