strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/shipcontrol/shipcontrol_falcon.iff	           0	           1	           0	           0	           0	           1	   -0.647864	     3.38026	     5.30176	$|	script.space.ship.shipcontrol_falcon	cockpit	0	
object/tangible/shipcontrol/shipoperations_falcon.iff	           0	           1	           0	           0	           0	           1	    0.758948	     3.41188	     5.18951	$|	script.space.ship.shipoperations_falcon	cockpit	0	
object/tangible/shipcontrol/turretcontrol_vt49.iff	           0	           1	           0	           0	           0	           1	   0.0146273	     4.25756	    -7.34832	$|	script.space.ship.turret_falcon	cockpit	0	
object/tangible/space/content_infrastructure/generic_egg_small.iff	-1.22029e-08	           1	-2.59309e-08	   -0.188878	-2.77691e-08	      -0.982	   -0.455453	         0.4	       -5.45	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	cockpit	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-1.21979e-08	           1	-2.59023e-08	   -0.997919	-1.05023e-08	    0.064482	          -5	     2.39994	    -5.28534	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	cockpit	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-1.22007e-08	           1	 -2.5902e-08	    0.618682	  2.7898e-08	    0.785642	     5.00004	     2.39785	   -0.346919	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	cockpit	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-1.22009e-08	           1	-2.59116e-08	    0.154864	 2.74884e-08	    0.987936	  -0.0290283	     3.36616	     5.30769	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	cockpit	1	locSparkers
object/tangible/space/content_infrastructure/generic_egg_small.iff	-1.22087e-08	           1	-2.59374e-08	   -0.441666	-2.86626e-08	   -0.897179	    0.320549	     2.39158	   -0.876376	intNoCreate|0|1|strLocationList|4|locSparkers|$|	script.space.ship.ship_interior_autocleanup	cockpit	1	locSparkers
object/tangible/ship/interior_components/alarm_interior.iff	    0.265896	    0.963901	  -0.0139391	   -0.963994	    0.265808	 -0.00782913	    -2.82933	     4.18239	    0.657223	$|	script.space.crafting.alarm	cockpit	0	
object/tangible/ship/interior_components/alarm_interior.iff	   -0.271669	    0.961055	   0.0506808	    0.961906	    0.272826	  -0.0173802	     2.79467	     4.18239	    0.643559	$|	script.space.crafting.alarm	cockpit	0	
object/tangible/ship/interior_components/alarm_interior.iff	-1.32007e-08	          -1	-6.31414e-08	  -0.0344407	 6.35586e-08	   -0.999407	   0.0328134	     2.75978	    -4.26261	$|	script.space.crafting.alarm	cockpit	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	           0	           1	           0	          -1	           0	 7.15256e-07	     5.53854	     3.03228	    -2.09424	intConduitSlot|0|0|intSlot|0|-3|strManagerName|4|reactor_conduit|$|	script.space.crafting.interior_component	cockpit	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	           0	           1	           0	           1	           0	 1.07288e-06	    -5.53893	     2.96392	    -2.26714	intConduitSlot|0|1|intSlot|0|-3|strManagerName|4|engine_conduit|$|	script.space.crafting.interior_component	cockpit	0	
object/tangible/ship/interior_components/engine_interior.iff	           0	           1	           0	-1.24411e-06	           0	           1	    -7.27167	    0.713594	    -4.26935	intSlot|0|1|strManagerName|4|engine_test|$|	script.space.crafting.interior_component	storage2	0	
