strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/container/drum/pob_ship_loot_box.iff	0	1	0	0.999574	0	-0.0291994	-6.32197	2.125	30.0075	$|	script.space.ship.ship_interior_loot	techport	0	
object/tangible/ship/interior_components/capacitor_interior.iff	0	1	0	-0.999573	0	-0.0291991	6.10356	-1.07354	3.027	intSlot|0|6|strManagerName|4|capacitor_test|$|	script.space.crafting.interior_component	main	0	
object/tangible/ship/interior_components/engine_interior.iff	0	1	0	0	0	1	3.57657	-1.00945	0.491634	intSlot|0|1|strManagerName|4|engine_test|$|	script.space.crafting.interior_component	main	0	
object/tangible/ship/interior_components/escape_pod_hatch.iff	0.999998	-0.0021832	-2.14E-05	3.55E-05	0.00648785	0.999979	2.4698	3.36861	22.3119	$|	script.space.crafting.escape_hatch	techsb	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	1	0.000796437	0	0	0	1	4.50927	-0.911895	0.326542	intConduitSlot|0|1|intSlot|0|-3|strManagerName|4|engine_conduit|$|	script.space.crafting.interior_component	main	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0.00079596	0.000795633	-1	1	-3.28E-07	0.000795633	-6.20385	-0.842199	5.6058	intConduitSlot|0|112|intSlot|0|-3|strManagerName|4|shield_generator_conduit|$|	script.space.crafting.interior_component	main	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	0.000796109	0.000795752	-1	1	-5.96E-08	0.000795811	-6.14687	-0.884836	2.18222	intConduitSlot|0|0|intSlot|0|-3|strManagerName|4|reactor_conduit|$|	script.space.crafting.interior_component	main	0	
object/tangible/ship/interior_components/plasma_conduit_interior.iff	-0.039193	-0.00238943	0.99923	-0.999232	8.94E-08	-0.0391939	6.20246	-0.966251	3.95129	intConduitSlot|0|6|intSlot|0|-3|strManagerName|4|capacitor_conduit|$|	script.space.crafting.interior_component	main	0	
object/tangible/ship/interior_components/reactor_interior.iff	-0.0163094	0.999809	-0.0107998	0.999838	0.0163899	0.00741148	-6.06623	-0.97611	3.00325	intSlot|0|0|strManagerName|4|reactor_test|$|	script.space.crafting.interior_component	main	0	
object/tangible/ship/interior_components/shield_generator_interior.iff	0	1	0	1	0	0.000796437	-6.05016	-0.97109	6.53899	intSlot|0|112|strManagerName|4|shield_generator_test|$|	script.space.crafting.interior_component	main	0	
