loc_x	loc_y	loc_z	yaw
f	f	f	f
-6096	530	-6541	0
-6126	530	-6721	0
-6062	533	-6856	0
-5931	556	-6960	0
-6111	530	-6626	0
-6204	547	-6600	0
-6231	555	-6700	0
-6228	554	-6810	0
-6175	537	-6902	0
-6112	543	-6979	0
-6182	539	-6958	0
-6253	559	-6870	0
-6275	558	-6755	0
-6253	559	-6629	0
-6305	553	-6689	0
-6104	530	-6780	0
-6308	555	-6796	0
-6251	558	-6920	0
-6326	559	-6869	0
-6358	553	-6749	0
-6389	563	-6807	0
-6009	537	-6896	0
-6016	536	-6954	0
-6090	543	-6910	0
-6149	531	-6830	0
-6175	537	-6758	0
-6169	535	-6659	0
-6148	530	-6575	0
