spawns	name	room	loc_x	loc_y	loc_z	script	objvar	yaw	mood
s	s	s	f	f	f	s	s	f	s
nym_themepark_droideka		hall1	0.14	0.25	2.87	theme_park.nym.research_lab_died			
u13_nym_mercenary		hall2	3.7	0.25	-4.08	theme_park.nym.research_lab_died			
u13_nym_mercenary		hall	3.4	-12	23.9	theme_park.nym.research_lab_died			
u13_nym_mercenary		foyer	2.95	-12	34.89	theme_park.nym.research_lab_died			
u13_nym_mercenary		powerroom	-29.22	-20	107.91	theme_park.nym.research_lab_died			
u13_nym_mercenary		storage1	-17.39	-20	3.17	theme_park.nym.research_lab_died			
u13_nym_mercenary		storage2	-2.6	-20	67.01	theme_park.nym.research_lab_died			
nym_themepark_imperial_scientist		researchlab2	36.7	-20	134.3	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_1		
nym_themepark_imperial_scientist		researchlab2	17.7	-20	131	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_2		
nym_themepark_imperial_scientist		crittercell	55.9	-12	86.3	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_3		
nym_themepark_imperial_scientist		powerroom	-32.3	-20	120.2	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_4		
nym_themepark_imperial_scientist		foyer	3.59	-12	40.99	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_5		
nym_themepark_imperial_scientist		foyer	9.49	-12	46.97	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_6		
nym_themepark_imperial_scientist		foyer	8.65	-12	67.82	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_7		
nym_themepark_imperial_scientist		foyer	-1.51	-12	68.01	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_8
nym_themepark_imperial_scientist		foyer	3.75	-12	53.03	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_9
nym_themepark_imperial_scientist		foyer	-2.46	-12	46.95	conversation.scientist_collection	string;collection.slotName=nyms_question_scientist:icon_nyms_question_scientist_10
nym_themepark_droideka		foyer	25.4	-12	52.7	theme_park.nym.research_lab_died	
nym_themepark_droideka		foyer	9.9	-12	60.4	theme_park.nym.research_lab_died	
nym_themepark_droideka		foyer	-2.2	-12	60.6	theme_park.nym.research_lab_died	
nym_themepark_droideka		foyer	-12.5	-12	53.1	theme_park.nym.research_lab_died	
nym_themepark_droideka		foyer	-12.5	-12	40.9	theme_park.nym.research_lab_died	
u13_nym_mercenary		researchlab1	-65.6	-20	34.7	theme_park.nym.research_lab_died	
u13_nym_mercenary		researchlab1	-58.8	-20	42.3	theme_park.nym.research_lab_died	
nym_themepark_droideka		researchlab1	-70.1	-20	49.7	theme_park.nym.research_lab_died	
u13_nym_mercenary		researchlab1	-56.6	-20	59.7	theme_park.nym.research_lab_died	
u13_nym_mercenary		researchlab1	-70.7	-20	58.4	theme_park.nym.research_lab_died	
u13_nym_mercenary		researchlab1	-66.2	-20	61.5	theme_park.nym.research_lab_died	
nym_themepark_droideka		researchlab1	-49.2	-20	26.1	theme_park.nym.research_lab_died	
nym_themepark_droideka		researchlab1	-49.3	-20	67.6	theme_park.nym.research_lab_died	
nym_themepark_droideka		researchlab1	-76.2	-20	46.4	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	23	-12	12.8	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	25.4	-12	7.9	theme_park.nym.research_lab_died
nym_themepark_droideka		sleepingquarters	38.2	-12	-0.7	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	39.8	-12	15.8	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	36.2	-12	12.1	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	61.4	-12	18.4	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	56.1	-12	13.8	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	61	-12	0.1	theme_park.nym.research_lab_died
u13_nym_mercenary		sleepingquarters	45.3	-12	5.2	theme_park.nym.research_lab_died
nym_themepark_droideka		sleepingquarters	32	-12	25.6	theme_park.nym.research_lab_died
nym_themepark_droideka		cell2	51.6	-12	59.1	theme_park.nym.research_lab_died
nym_themepark_droideka		cell2	62.4	-12	65.1	theme_park.nym.research_lab_died
u13_nym_mercenary		cell2	68.7	-12	59	theme_park.nym.research_lab_died
nym_themepark_droideka		crittercell	65.8	-12	87.9	theme_park.nym.research_lab_died
u13_nym_mercenary		crittercell	59.7	-12	78.6	theme_park.nym.research_lab_died
u13_nym_mercenary		crittercell	47.6	-12	88	theme_park.nym.research_lab_died
u13_nym_mercenary		researchlab2	26.4	-20	128	theme_park.nym.research_lab_died
u13_nym_mercenary		researchlab2	32.1	-20	142.9	theme_park.nym.research_lab_died
nym_themepark_droideka		researchlab2	40	-20	118.4	theme_park.nym.research_lab_died
u13_nym_mercenary		storage2	-5.1	-20	77.5	theme_park.nym.research_lab_died
nym_themepark_droideka		powerroom	-17.8	-20	110.2	theme_park.nym.research_lab_died
nym_themepark_droideka		powerroom	-36	-20	96	theme_park.nym.research_lab_died
u13_nym_mercenary		powerroom	-19.6	-20	95.3	theme_park.nym.research_lab_died
u13_nym_mercenary		storage1	-11.1	-20	7.1	theme_park.nym.research_lab_died
nym_themepark_kendo_ryzak		crittercell	73.6	-12	78.6	theme_park.nym.research_lab_died
nym_themepark_platt_pareja		crittercell	72.8	-12	79.8	theme_park.nym.research_lab_died
nym_themepark_goll_bardok		researchlab2	21.5	-20	143.3	theme_park.nym.research_lab_died
nym_themepark_jeran_tarven		researchlab2	17.1	-20	143.6	theme_park.nym.research_lab_died
