loc_x	loc_y	loc_z	yaw
f	f	f	f
-6404	540	-7488	0
-6401	544	-7348	0
-6248	558	-7339	0
-6152	531	-7442	0
-6303	554	-7426	0
-6528	540	-7485	0
-6495	540	-7435	0
-6408	544	-7364	0
-6359	543	-7338	0
-6290	556	-7323	0
-6330	545	-7300	0
-6400	544	-7300	0
-6473	540	-7346	0
-6561	544	-7536	0
-6593	540	-7479	0
-6374	540	-7464	0
-6551	540	-7425	0
-6523	540	-7373	0
-6463	540	-7288	0
-6536	540	-7299	0
-6608	540	-7402	0
-6407	547	-7538	0
-6459	540	-7483	0
-6367	540	-7401	0
-6261	559	-7371	0
-6321	548	-7352	0
-6426	540	-7408	0
-6481	541	-7527	0
